state_code,year,quarter,loss_quarter,region
VA,2014,Q3,0.08082401660571825,Southeast
WA,2014,Q2,0.06083256739755716,Northwest
WA,2014,Q3,0.06083256739755716,Northwest
WV,2014,Q2,0.038716002386951165,Ohio Valley
WV,2014,Q3,0.038716002386951165,Ohio Valley
WI,2014,Q2,0.07579826597933215,Upper Midwest
WI,2014,Q3,0.07579826597933215,Upper Midwest
WY,2014,Q2,,Northern Rockies & Plains
WY,2014,Q3,,Northern Rockies & Plains
MSO,2014,Q2,0.10815823470421071,
MSO,2014,Q3,0.10815823470421071,
AL,2014,Q4,0.12206827167408463,Southeast
AL,2015,Q1,0.12206827167408463,Southeast
AK,2014,Q4,,Northwest
AK,2015,Q1,,Northwest
AZ,2014,Q4,,Southwest
AZ,2015,Q1,,Southwest
AR,2014,Q4,0.28010544162184303,South
AR,2015,Q1,0.28010544162184303,South
CA,2014,Q4,0.10448735512929341,West
CA,2015,Q1,0.10448735512929341,West
CO,2014,Q4,0.16147450843757882,Southwest
CO,2015,Q1,0.16147450843757882,Southwest
CT,2014,Q4,0.278694109999888,Northeast
CT,2015,Q1,0.278694109999888,Northeast
DC,2014,Q4,,
DC,2015,Q1,,
DE,2014,Q4,0.17800506347321354,Northeast
DE,2015,Q1,0.17800506347321354,Northeast
FL,2014,Q4,0.1336645151415753,Southeast
FL,2015,Q1,0.1336645151415753,Southeast
GA,2014,Q4,0.11581229616469557,Southeast
GA,2015,Q1,0.11581229616469557,Southeast
ID,2014,Q4,0.06605764072524944,Northwest
ID,2015,Q1,0.06605764072524944,Northwest
IL,2014,Q4,0.376281001551669,Ohio Valley
IL,2015,Q1,0.376281001551669,Ohio Valley
IN,2014,Q4,0.4137266559513405,Ohio Valley
IN,2015,Q1,0.4137266559513405,Ohio Valley
IA,2014,Q4,0.34430703085915015,Upper Midwest
IA,2015,Q1,0.34430703085915015,Upper Midwest
KS,2014,Q4,0.15074878776455314,South
KS,2015,Q1,0.15074878776455314,South
KY,2014,Q4,0.21195408433111484,Ohio Valley
KY,2015,Q1,0.21195408433111484,Ohio Valley
LA,2014,Q4,0.13218228480969918,South
LA,2015,Q1,0.13218228480969918,South
ME,2014,Q4,0.19313452488389748,Northeast
ME,2015,Q1,0.19313452488389748,Northeast
MD,2014,Q4,0.21090922222113884,Northeast
MD,2015,Q1,0.21090922222113884,Northeast
MA,2014,Q4,0.19385313153439865,Northeast
MA,2015,Q1,0.19385313153439865,Northeast
MI,2014,Q4,0.37636390629832794,Upper Midwest
MI,2015,Q1,0.37636390629832794,Upper Midwest
MN,2014,Q4,0.2770550436075001,Upper Midwest
MN,2015,Q1,0.2770550436075001,Upper Midwest
MS,2014,Q4,0.13626870727537832,Southeast
MS,2015,Q1,0.13626870727537832,Southeast
MO,2014,Q4,0.16798868213690954,South
MO,2015,Q1,0.16798868213690954,South
MT,2014,Q4,0.126137102494697,Northern Rockies & Plains
MT,2015,Q1,0.126137102494697,Northern Rockies & Plains
NE,2014,Q4,0.2614510541240036,Northern Rockies & Plains
NE,2015,Q1,0.2614510541240036,Northern Rockies & Plains
NV,2014,Q4,,Southwest
NV,2015,Q1,,Southwest
NH,2014,Q4,0.34338921380250065,Northeast
NH,2015,Q1,0.34338921380250065,Northeast
NJ,2014,Q4,0.20708583611646292,Northeast
NJ,2015,Q1,0.20708583611646292,Northeast
NM,2014,Q4,0.1305717327973379,Southwest
NM,2015,Q1,0.1305717327973379,Southwest
NY,2014,Q4,0.29709583216496493,Northeast
NY,2015,Q1,0.29709583216496493,Northeast
NC,2014,Q4,0.09619583292882328,Southeast
NC,2015,Q1,0.09619583292882328,Southeast
ND,2014,Q4,,Northern Rockies & Plains
ND,2015,Q1,,Northern Rockies & Plains
OH,2014,Q4,0.3510706385890383,Ohio Valley
OH,2015,Q1,0.3510706385890383,Ohio Valley
OK,2014,Q4,0.08787763259815073,South
OK,2015,Q1,0.08787763259815073,South
OR,2014,Q4,0.2535369271637372,Northwest
OR,2015,Q1,0.2535369271637372,Northwest
PA,2014,Q4,0.2510734194355918,Northeast
PA,2015,Q1,0.2510734194355918,Northeast
RI,2014,Q4,0.16794970566215628,Northeast
RI,2015,Q1,0.16794970566215628,Northeast
SC,2014,Q4,0.15843452689610593,Southeast
SC,2015,Q1,0.15843452689610593,Southeast
SD,2014,Q4,,Northern Rockies & Plains
SD,2015,Q1,,Northern Rockies & Plains
TN,2014,Q4,0.15975398660335605,Southeast
TN,2015,Q1,0.15975398660335605,Southeast
TX,2014,Q4,0.26218218659357717,South
TX,2015,Q1,0.26218218659357717,South
UT,2014,Q4,0.19253483047254605,Southwest
UT,2015,Q1,0.19253483047254605,Southwest
VT,2014,Q4,0.23964213810595858,Northeast
VT,2015,Q1,0.23964213810595858,Northeast
VA,2014,Q4,0.18144103493075803,Southeast
VA,2015,Q1,0.18144103493075803,Southeast
WA,2014,Q4,0.20023404359562735,Northwest
WA,2015,Q1,0.20023404359562735,Northwest
WV,2014,Q4,0.30644923889606457,Ohio Valley
WV,2015,Q1,0.30644923889606457,Ohio Valley
WI,2014,Q4,0.3544500841317141,Upper Midwest
WI,2015,Q1,0.3544500841317141,Upper Midwest
WY,2014,Q4,,Northern Rockies & Plains
WY,2015,Q1,,Northern Rockies & Plains
MSO,2014,Q4,0.10948072073877635,
MSO,2015,Q1,0.10948072073877635,
AL,2015,Q2,0.11308913713886226,Southeast
AL,2015,Q3,0.11308913713886226,Southeast
AK,2015,Q2,,Northwest
AK,2015,Q3,,Northwest
AZ,2015,Q2,,Southwest
AZ,2015,Q3,,Southwest
AR,2015,Q2,0.19939024012537376,South
AR,2015,Q3,0.19939024012537376,South
CA,2015,Q2,0.05139642275666112,West
CA,2015,Q3,0.05139642275666112,West
CO,2015,Q2,0.09143118723863075,Southwest
CO,2015,Q3,0.09143118723863075,Southwest
CT,2015,Q2,0.08428884893690236,Northeast
CT,2015,Q3,0.08428884893690236,Northeast
DC,2015,Q2,,
DC,2015,Q3,,
DE,2015,Q2,0.11985916619898629,Northeast
DE,2015,Q3,0.11985916619898629,Northeast
FL,2015,Q2,0.17766368258657084,Southeast
FL,2015,Q3,0.17766368258657084,Southeast
GA,2015,Q2,0.0875180822875663,Southeast
GA,2015,Q3,0.0875180822875663,Southeast
ID,2015,Q2,0.07007844504998395,Northwest
ID,2015,Q3,0.07007844504998395,Northwest
IL,2015,Q2,0.09747828029157402,Ohio Valley
IL,2015,Q3,0.09747828029157402,Ohio Valley
IN,2015,Q2,0.12873920175161957,Ohio Valley
IN,2015,Q3,0.12873920175161957,Ohio Valley
IA,2015,Q2,0.21420095685420082,Upper Midwest
IA,2015,Q3,0.21420095685420082,Upper Midwest
KS,2015,Q2,0.13707625766419929,South
KS,2015,Q3,0.13707625766419929,South
KY,2015,Q2,0.10098988988877788,Ohio Valley
KY,2015,Q3,0.10098988988877788,Ohio Valley
LA,2015,Q2,0.05784014188786124,South
LA,2015,Q3,0.05784014188786124,South
ME,2015,Q2,0.055391457587411264,Northeast
ME,2015,Q3,0.055391457587411264,Northeast
MD,2015,Q2,0.08543385872546139,Northeast
MD,2015,Q3,0.08543385872546139,Northeast
MA,2015,Q2,0.07158904430480395,Northeast
MA,2015,Q3,0.07158904430480395,Northeast
MI,2015,Q2,0.047667972554774174,Upper Midwest
MI,2015,Q3,0.047667972554774174,Upper Midwest
MN,2015,Q2,0.06353237705043557,Upper Midwest
MN,2015,Q3,0.06353237705043557,Upper Midwest
MS,2015,Q2,0.08188675144469526,Southeast
MS,2015,Q3,0.08188675144469526,Southeast
MO,2015,Q2,0.05605248723558254,South
MO,2015,Q3,0.05605248723558254,South
MT,2015,Q2,0.10647733698235418,Northern Rockies & Plains
MT,2015,Q3,0.10647733698235418,Northern Rockies & Plains
NE,2015,Q2,,Northern Rockies & Plains
NE,2015,Q3,,Northern Rockies & Plains
NV,2015,Q2,,Southwest
NV,2015,Q3,,Southwest
NH,2015,Q2,0.07037774829547161,Northeast
NH,2015,Q3,0.07037774829547161,Northeast
NJ,2015,Q2,0.0523292957660767,Northeast
NJ,2015,Q3,0.0523292957660767,Northeast
NM,2015,Q2,0.052210421693843045,Southwest
NM,2015,Q3,0.052210421693843045,Southwest
NY,2015,Q2,0.024628362483770427,Northeast
NY,2015,Q3,0.024628362483770427,Northeast
NC,2015,Q2,0.04404858839839498,Southeast
NC,2015,Q3,0.04404858839839498,Southeast
ND,2015,Q2,,Northern Rockies & Plains
ND,2015,Q3,,Northern Rockies & Plains
OH,2015,Q2,0.05561038892344794,Ohio Valley
OH,2015,Q3,0.05561038892344794,Ohio Valley
OK,2015,Q2,0.08583696695200949,South
OK,2015,Q3,0.08583696695200949,South
OR,2015,Q2,0.12760774346733217,Northwest
OR,2015,Q3,0.12760774346733217,Northwest
PA,2015,Q2,0.07605289445773178,Northeast
PA,2015,Q3,0.07605289445773178,Northeast
RI,2015,Q2,0.054905357387343146,Northeast
RI,2015,Q3,0.054905357387343146,Northeast
SC,2015,Q2,0.11293447485451258,Southeast
SC,2015,Q3,0.11293447485451258,Southeast
SD,2015,Q2,,Northern Rockies & Plains
SD,2015,Q3,,Northern Rockies & Plains
TN,2015,Q2,0.06789168497906095,Southeast
TN,2015,Q3,0.06789168497906095,Southeast
TX,2015,Q2,0.16354248103915192,South
TX,2015,Q3,0.16354248103915192,South
UT,2015,Q2,0.09100539801345464,Southwest
UT,2015,Q3,0.09100539801345464,Southwest
VT,2015,Q2,0.04129376394078699,Northeast
VT,2015,Q3,0.04129376394078699,Northeast
VA,2015,Q2,0.0784203988734008,Southeast
VA,2015,Q3,0.0784203988734008,Southeast
WA,2015,Q2,0.07026521004051,Northwest
WA,2015,Q3,0.07026521004051,Northwest
WV,2015,Q2,0.03515749853586003,Ohio Valley
WV,2015,Q3,0.03515749853586003,Ohio Valley
WI,2015,Q2,0.1568449997700384,Upper Midwest
WI,2015,Q3,0.1568449997700384,Upper Midwest
WY,2015,Q2,,Northern Rockies & Plains
WY,2015,Q3,,Northern Rockies & Plains
MSO,2015,Q2,0.15175725277819896,
MSO,2015,Q3,0.15175725277819896,
AL,2015,Q4,0.19587529489924038,Southeast
AL,2016,Q1,0.19587529489924038,Southeast
AK,2015,Q4,,Northwest
AK,2016,Q1,,Northwest
AZ,2015,Q4,,Southwest
AZ,2016,Q1,,Southwest
AR,2015,Q4,0.117655921170019,South
AR,2016,Q1,0.117655921170019,South
CA,2015,Q4,0.09811759244445961,West
CA,2016,Q1,0.09811759244445961,West
CO,2015,Q4,0.25553451676965366,Southwest
CO,2016,Q1,0.25553451676965366,Southwest
CT,2015,Q4,0.3011252430328264,Northeast
CT,2016,Q1,0.3011252430328264,Northeast
DC,2015,Q4,,
DC,2016,Q1,,
DE,2015,Q4,0.21182989068848768,Northeast
DE,2016,Q1,0.21182989068848768,Northeast
FL,2015,Q4,0.20362620184363345,Southeast
FL,2016,Q1,0.20362620184363345,Southeast
GA,2015,Q4,0.1750328483404725,Southeast
GA,2016,Q1,0.1750328483404725,Southeast
ID,2015,Q4,0.15779911803572944,Northwest
ID,2016,Q1,0.15779911803572944,Northwest
IL,2015,Q4,0.3195861825602283,Ohio Valley
IL,2016,Q1,0.3195861825602283,Ohio Valley
IN,2015,Q4,0.2568302648586088,Ohio Valley
IN,2016,Q1,0.2568302648586088,Ohio Valley
IA,2015,Q4,0.36387270688783324,Upper Midwest
IA,2016,Q1,0.36387270688783324,Upper Midwest
KS,2015,Q4,0.18633982820981754,South
KS,2016,Q1,0.18633982820981754,South
KY,2015,Q4,0.24389278987200025,Ohio Valley
KY,2016,Q1,0.24389278987200025,Ohio Valley
LA,2015,Q4,0.12466677689380634,South
LA,2016,Q1,0.12466677689380634,South
ME,2015,Q4,0.20619971632867817,Northeast
ME,2016,Q1,0.20619971632867817,Northeast
MD,2015,Q4,0.2529126323623716,Northeast
MD,2016,Q1,0.2529126323623716,Northeast
MA,2015,Q4,0.29076840291939443,Northeast
MA,2016,Q1,0.29076840291939443,Northeast
MI,2015,Q4,0.11453588858327868,Upper Midwest
MI,2016,Q1,0.11453588858327868,Upper Midwest
MN,2015,Q4,0.3638458660737659,Upper Midwest
MN,2016,Q1,0.3638458660737659,Upper Midwest
MS,2015,Q4,0.2546440075000701,Southeast
MS,2016,Q1,0.2546440075000701,Southeast
MO,2015,Q4,0.1355483307592269,South
MO,2016,Q1,0.1355483307592269,South
MT,2015,Q4,0.12073369011574253,Northern Rockies & Plains
MT,2016,Q1,0.12073369011574253,Northern Rockies & Plains
NE,2015,Q4,0.21104564162948136,Northern Rockies & Plains
NE,2016,Q1,0.21104564162948136,Northern Rockies & Plains
NV,2015,Q4,,Southwest
NV,2016,Q1,,Southwest
NH,2015,Q4,0.2209128776664021,Northeast
NH,2016,Q1,0.2209128776664021,Northeast
NJ,2015,Q4,0.15690268872550062,Northeast
NJ,2016,Q1,0.15690268872550062,Northeast
NM,2015,Q4,0.14476402588024195,Southwest
NM,2016,Q1,0.14476402588024195,Southwest
NY,2015,Q4,0.1531772174050705,Northeast
NY,2016,Q1,0.1531772174050705,Northeast
NC,2015,Q4,0.06922868159560125,Southeast
NC,2016,Q1,0.06922868159560125,Southeast
ND,2015,Q4,,Northern Rockies & Plains
ND,2016,Q1,,Northern Rockies & Plains
OH,2015,Q4,0.26818056980097793,Ohio Valley
OH,2016,Q1,0.26818056980097793,Ohio Valley
OK,2015,Q4,0.24519344353307315,South
OK,2016,Q1,0.24519344353307315,South
OR,2015,Q4,0.07274368327202829,Northwest
OR,2016,Q1,0.07274368327202829,Northwest
PA,2015,Q4,0.30398622621452276,Northeast
PA,2016,Q1,0.30398622621452276,Northeast
RI,2015,Q4,0.26782346785300193,Northeast
RI,2016,Q1,0.26782346785300193,Northeast
SC,2015,Q4,0.16980076533956667,Southeast
SC,2016,Q1,0.16980076533956667,Southeast
SD,2015,Q4,,Northern Rockies & Plains
SD,2016,Q1,,Northern Rockies & Plains
TN,2015,Q4,0.13511185921935998,Southeast
TN,2016,Q1,0.13511185921935998,Southeast
TX,2015,Q4,0.2180643308094372,South
TX,2016,Q1,0.2180643308094372,South
UT,2015,Q4,0.29121959095468397,Southwest
UT,2016,Q1,0.29121959095468397,Southwest
VT,2015,Q4,0.14234218765470152,Northeast
VT,2016,Q1,0.14234218765470152,Northeast
VA,2015,Q4,0.2017218742557576,Southeast
VA,2016,Q1,0.2017218742557576,Southeast
WA,2015,Q4,0.18813151632631486,Northwest
WA,2016,Q1,0.18813151632631486,Northwest
WV,2015,Q4,0.18350341907227397,Ohio Valley
WV,2016,Q1,0.18350341907227397,Ohio Valley
WI,2015,Q4,0.2441902198916449,Upper Midwest
WI,2016,Q1,0.2441902198916449,Upper Midwest
WY,2015,Q4,,Northern Rockies & Plains
WY,2016,Q1,,Northern Rockies & Plains
MSO,2015,Q4,0.11068919951941902,
MSO,2016,Q1,0.11068919951941902,
AL,2016,Q2,0.0691219926640051,Southeast
AL,2016,Q3,0.0691219926640051,Southeast
AK,2016,Q2,,Northwest
AK,2016,Q3,,Northwest
AZ,2016,Q2,,Southwest
AZ,2016,Q3,,Southwest
AR,2016,Q2,0.08762264800553476,South
AR,2016,Q3,0.08762264800553476,South
CA,2016,Q2,0.08692491764556887,West
CA,2016,Q3,0.08692491764556887,West
CO,2016,Q2,0.07275061323249266,Southwest
CO,2016,Q3,0.07275061323249266,Southwest
CT,2016,Q2,0.04647969684804165,Northeast
CT,2016,Q3,0.04647969684804165,Northeast
DC,2016,Q2,,
DC,2016,Q3,,
DE,2016,Q2,0.08959963267316906,Northeast
DE,2016,Q3,0.08959963267316906,Northeast
FL,2016,Q2,0.2254968076995728,Southeast
FL,2016,Q3,0.2254968076995728,Southeast
GA,2016,Q2,0.10526099891879759,Southeast
GA,2016,Q3,0.10526099891879759,Southeast
ID,2016,Q2,0.050385981331205865,Northwest
ID,2016,Q3,0.050385981331205865,Northwest
IL,2016,Q2,0.08379714966767604,Ohio Valley
IL,2016,Q3,0.08379714966767604,Ohio Valley
IN,2016,Q2,0.10210240244570212,Ohio Valley
IN,2016,Q3,0.10210240244570212,Ohio Valley
IA,2016,Q2,0.23719089592635179,Upper Midwest
IA,2016,Q3,0.23719089592635179,Upper Midwest
KS,2016,Q2,0.26191686870574327,South
KS,2016,Q3,0.26191686870574327,South
KY,2016,Q2,0.08391023210048754,Ohio Valley
KY,2016,Q3,0.08391023210048754,Ohio Valley
LA,2016,Q2,0.03262163786738126,South
LA,2016,Q3,0.03262163786738126,South
ME,2016,Q2,0.0547973049962478,Northeast
ME,2016,Q3,0.0547973049962478,Northeast
MD,2016,Q2,0.09198794505923946,Northeast
MD,2016,Q3,0.09198794505923946,Northeast
MA,2016,Q2,0.06826882774789689,Northeast
MA,2016,Q3,0.06826882774789689,Northeast
MI,2016,Q2,0.0878187496466375,Upper Midwest
MI,2016,Q3,0.0878187496466375,Upper Midwest
MN,2016,Q2,0.28032695414563924,Upper Midwest
MN,2016,Q3,0.28032695414563924,Upper Midwest
MS,2016,Q2,,Southeast
MS,2016,Q3,,Southeast
MO,2016,Q2,0.0782154006498238,South
MO,2016,Q3,0.0782154006498238,South
MT,2016,Q2,,Northern Rockies & Plains
MT,2016,Q3,,Northern Rockies & Plains
NE,2016,Q2,0.021980706156348506,Northern Rockies & Plains
NE,2016,Q3,0.021980706156348506,Northern Rockies & Plains
NV,2016,Q2,,Southwest
NV,2016,Q3,,Southwest
NH,2016,Q2,0.05694949112198555,Northeast
NH,2016,Q3,0.05694949112198555,Northeast
NJ,2016,Q2,0.08853456962470008,Northeast
NJ,2016,Q3,0.08853456962470008,Northeast
NM,2016,Q2,0.0395130343062402,Southwest
NM,2016,Q3,0.0395130343062402,Southwest
NY,2016,Q2,0.05544662937510636,Northeast
NY,2016,Q3,0.05544662937510636,Northeast
NC,2016,Q2,0.1273423901660724,Southeast
NC,2016,Q3,0.1273423901660724,Southeast
ND,2016,Q2,,Northern Rockies & Plains
ND,2016,Q3,,Northern Rockies & Plains
OH,2016,Q2,0.07842576781869559,Ohio Valley
OH,2016,Q3,0.07842576781869559,Ohio Valley
OK,2016,Q2,0.09493923218000433,South
OK,2016,Q3,0.09493923218000433,South
OR,2016,Q2,0.22564950799951589,Northwest
OR,2016,Q3,0.22564950799951589,Northwest
PA,2016,Q2,0.07481068988353068,Northeast
PA,2016,Q3,0.07481068988353068,Northeast
RI,2016,Q2,0.036375888340568485,Northeast
RI,2016,Q3,0.036375888340568485,Northeast
SC,2016,Q2,0.11996420120548246,Southeast
SC,2016,Q3,0.11996420120548246,Southeast
SD,2016,Q2,,Northern Rockies & Plains
SD,2016,Q3,,Northern Rockies & Plains
TN,2016,Q2,0.05698386142662337,Southeast
TN,2016,Q3,0.05698386142662337,Southeast
TX,2016,Q2,0.17077309451031897,South
TX,2016,Q3,0.17077309451031897,South
UT,2016,Q2,0.10844417175827126,Southwest
UT,2016,Q3,0.10844417175827126,Southwest
VT,2016,Q2,0.06934662603129249,Northeast
VT,2016,Q3,0.06934662603129249,Northeast
VA,2016,Q2,0.09494593818493124,Southeast
VA,2016,Q3,0.09494593818493124,Southeast
WA,2016,Q2,0.10709064637528587,Northwest
WA,2016,Q3,0.10709064637528587,Northwest
WV,2016,Q2,0.05589128996353221,Ohio Valley
WV,2016,Q3,0.05589128996353221,Ohio Valley
WI,2016,Q2,0.07730456085410853,Upper Midwest
WI,2016,Q3,0.07730456085410853,Upper Midwest
WY,2016,Q2,0.10123090391477141,Northern Rockies & Plains
WY,2016,Q3,0.10123090391477141,Northern Rockies & Plains
MSO,2016,Q2,0.1266209553276354,
MSO,2016,Q3,0.1266209553276354,
AL,2016,Q4,0.10075477465340854,Southeast
AL,2017,Q1,0.10075477465340854,Southeast
AK,2016,Q4,,Northwest
AK,2017,Q1,,Northwest
AZ,2016,Q4,,Southwest
AZ,2017,Q1,,Southwest
AR,2016,Q4,0.10330938777410292,South
AR,2017,Q1,0.10330938777410292,South
CA,2016,Q4,0.13365647818732362,West
CA,2017,Q1,0.13365647818732362,West
CO,2016,Q4,0.18906924114806578,Southwest
CO,2017,Q1,0.18906924114806578,Southwest
CT,2016,Q4,0.22326560103815907,Northeast
CT,2017,Q1,0.22326560103815907,Northeast
DC,2016,Q4,,
DC,2017,Q1,,
DE,2016,Q4,0.21604634490721764,Northeast
DE,2017,Q1,0.21604634490721764,Northeast
FL,2016,Q4,0.1884623878877253,Southeast
FL,2017,Q1,0.1884623878877253,Southeast
GA,2016,Q4,0.15825946290858384,Southeast
GA,2017,Q1,0.15825946290858384,Southeast
ID,2016,Q4,0.09774346643114407,Northwest
ID,2017,Q1,0.09774346643114407,Northwest
IL,2016,Q4,0.2128753482507969,Ohio Valley
IL,2017,Q1,0.2128753482507969,Ohio Valley
IN,2016,Q4,0.1454061357884644,Ohio Valley
IN,2017,Q1,0.1454061357884644,Ohio Valley
IA,2016,Q4,0.1793900601377818,Upper Midwest
IA,2017,Q1,0.1793900601377818,Upper Midwest
KS,2016,Q4,0.3214751002328946,South
KS,2017,Q1,0.3214751002328946,South
KY,2016,Q4,0.14476838151783133,Ohio Valley
KY,2017,Q1,0.14476838151783133,Ohio Valley
LA,2016,Q4,0.07244045275721456,South
LA,2017,Q1,0.07244045275721456,South
ME,2016,Q4,0.14951769089371014,Northeast
ME,2017,Q1,0.14951769089371014,Northeast
MD,2016,Q4,0.2757883012866639,Northeast
MD,2017,Q1,0.2757883012866639,Northeast
MA,2016,Q4,0.2886933791841094,Northeast
MA,2017,Q1,0.2886933791841094,Northeast
MI,2016,Q4,0.23041524673083702,Upper Midwest
MI,2017,Q1,0.23041524673083702,Upper Midwest
MN,2016,Q4,0.23143014438654474,Upper Midwest
MN,2017,Q1,0.23143014438654474,Upper Midwest
MS,2016,Q4,0.09110674085361425,Southeast
MS,2017,Q1,0.09110674085361425,Southeast
MO,2016,Q4,0.11996629593613717,South
MO,2017,Q1,0.11996629593613717,South
MT,2016,Q4,,Northern Rockies & Plains
MT,2017,Q1,,Northern Rockies & Plains
NE,2016,Q4,0.14550674071779235,Northern Rockies & Plains
NE,2017,Q1,0.14550674071779235,Northern Rockies & Plains
NV,2016,Q4,,Southwest
NV,2017,Q1,,Southwest
NH,2016,Q4,0.14853068170368,Northeast
NH,2017,Q1,0.14853068170368,Northeast
NJ,2016,Q4,0.09755005279630413,Northeast
NJ,2017,Q1,0.09755005279630413,Northeast
NM,2016,Q4,0.30611133351128905,Southwest
NM,2017,Q1,0.30611133351128905,Southwest
NY,2016,Q4,0.227231505762562,Northeast
NY,2017,Q1,0.227231505762562,Northeast
NC,2016,Q4,0.043070553552357116,Southeast
NC,2017,Q1,0.043070553552357116,Southeast
ND,2016,Q4,,Northern Rockies & Plains
ND,2017,Q1,,Northern Rockies & Plains
OH,2016,Q4,0.17758220937130365,Ohio Valley
OH,2017,Q1,0.17758220937130365,Ohio Valley
OK,2016,Q4,0.3435227779303883,South
OK,2017,Q1,0.3435227779303883,South
OR,2016,Q4,0.18746306068821816,Northwest
OR,2017,Q1,0.18746306068821816,Northwest
PA,2016,Q4,0.21377330520681415,Northeast
PA,2017,Q1,0.21377330520681415,Northeast
RI,2016,Q4,0.1251102362209099,Northeast
RI,2017,Q1,0.1251102362209099,Northeast
SC,2016,Q4,0.13612088304388836,Southeast
SC,2017,Q1,0.13612088304388836,Southeast
SD,2016,Q4,,Northern Rockies & Plains
SD,2017,Q1,,Northern Rockies & Plains
TN,2016,Q4,0.13211732418312971,Southeast
TN,2017,Q1,0.13211732418312971,Southeast
TX,2016,Q4,0.16470646477874307,South
TX,2017,Q1,0.16470646477874307,South
UT,2016,Q4,0.2474941460420631,Southwest
UT,2017,Q1,0.2474941460420631,Southwest
VT,2016,Q4,0.08313919421459548,Northeast
VT,2017,Q1,0.08313919421459548,Northeast
VA,2016,Q4,0.18514162635694176,Southeast
VA,2017,Q1,0.18514162635694176,Southeast
WA,2016,Q4,0.2850663408495153,Northwest
WA,2017,Q1,0.2850663408495153,Northwest
WV,2016,Q4,0.19821627426272692,Ohio Valley
WV,2017,Q1,0.19821627426272692,Ohio Valley
WI,2016,Q4,0.1354077022839949,Upper Midwest
WI,2017,Q1,0.1354077022839949,Upper Midwest
WY,2016,Q4,0.12087466369569722,Northern Rockies & Plains
WY,2017,Q1,0.12087466369569722,Northern Rockies & Plains
MSO,2016,Q4,0.1420852539895049,
MSO,2017,Q1,0.1420852539895049,
AL,2017,Q2,0.08181391132807014,Southeast
AL,2017,Q3,0.08181391132807014,Southeast
AK,2017,Q2,,Northwest
AK,2017,Q3,,Northwest
AZ,2017,Q2,,Southwest
AZ,2017,Q3,,Southwest
AR,2017,Q2,0.1563562992130202,South
AR,2017,Q3,0.1563562992130202,South
CA,2017,Q2,0.0787544484116498,West
CA,2017,Q3,0.0787544484116498,West
CO,2017,Q2,0.11700084937753197,Southwest
CO,2017,Q3,0.11700084937753197,Southwest
CT,2017,Q2,0.0839427751713111,Northeast
CT,2017,Q3,0.0839427751713111,Northeast
DC,2017,Q2,0.06322306795685706,
DC,2017,Q3,0.06322306795685706,
DE,2017,Q2,0.1009150160558745,Northeast
DE,2017,Q3,0.1009150160558745,Northeast
FL,2017,Q2,0.18591100034602992,Southeast
FL,2017,Q3,0.18591100034602992,Southeast
GA,2017,Q2,0.12892861480468587,Southeast
GA,2017,Q3,0.12892861480468587,Southeast
ID,2017,Q2,0.06485619976096402,Northwest
ID,2017,Q3,0.06485619976096402,Northwest
IL,2017,Q2,0.09517587484661738,Ohio Valley
IL,2017,Q3,0.09517587484661738,Ohio Valley
IN,2017,Q2,0.06777873726560679,Ohio Valley
IN,2017,Q3,0.06777873726560679,Ohio Valley
IA,2017,Q2,0.24425526964067623,Upper Midwest
IA,2017,Q3,0.24425526964067623,Upper Midwest
KS,2017,Q2,0.07627879229433221,South
KS,2017,Q3,0.07627879229433221,South
KY,2017,Q2,0.2459957003172708,Ohio Valley
KY,2017,Q3,0.2459957003172708,Ohio Valley
LA,2017,Q2,0.1614415869993705,South
LA,2017,Q3,0.1614415869993705,South
ME,2017,Q2,0.0496496774515357,Northeast
ME,2017,Q3,0.0496496774515357,Northeast
MD,2017,Q2,0.14511389732564783,Northeast
MD,2017,Q3,0.14511389732564783,Northeast
MA,2017,Q2,0.08853456962470008,Northeast
MA,2017,Q3,0.08853456962470008,Northeast
MI,2017,Q2,0.07108062397563142,Upper Midwest
MI,2017,Q3,0.07108062397563142,Upper Midwest
MN,2017,Q2,0.10003805255482323,Upper Midwest
MN,2017,Q3,0.10003805255482323,Upper Midwest
MS,2017,Q2,,Southeast
MS,2017,Q3,,Southeast
MO,2017,Q2,0.08678851086914319,South
MO,2017,Q3,0.08678851086914319,South
MT,2017,Q2,0.08798262026725645,Northern Rockies & Plains
MT,2017,Q3,0.08798262026725645,Northern Rockies & Plains
NE,2017,Q2,0.15517724332492178,Northern Rockies & Plains
NE,2017,Q3,0.15517724332492178,Northern Rockies & Plains
NV,2017,Q2,0.12095092700846743,Southwest
NV,2017,Q3,0.12095092700846743,Southwest
NH,2017,Q2,0.06734718686894536,Northeast
NH,2017,Q3,0.06734718686894536,Northeast
NJ,2017,Q2,0.10046136016283369,Northeast
NJ,2017,Q3,0.10046136016283369,Northeast
NM,2017,Q2,0.04974473186050388,Southwest
NM,2017,Q3,0.04974473186050388,Southwest
NY,2017,Q2,0.13338282285372982,Northeast
NY,2017,Q3,0.13338282285372982,Northeast
NC,2017,Q2,0.082079137046838,Southeast
NC,2017,Q3,0.082079137046838,Southeast
ND,2017,Q2,,Northern Rockies & Plains
ND,2017,Q3,,Northern Rockies & Plains
OH,2017,Q2,0.07061791963497788,Ohio Valley
OH,2017,Q3,0.07061791963497788,Ohio Valley
OK,2017,Q2,0.08441391866169923,South
OK,2017,Q3,0.08441391866169923,South
