sample_year,sample_month_number,state_code,sample_quarter,mean_varroa,varroa_total_samples,mean_spores,spores_total_samples,abpv_prevalence,abpv_total_samples,cbpv_prevalence,cbpv_total_samples,dwv_prevalence,dwv_total_samples,iapv_prevalence,iapv_total_samples,kbv_prevalence,kbv_total_samples,lsv2_prevalence,lsv2_total_samples,unique_counties_sampled
2016,6,DE,Q2,2.1033333333333335,3,0.0,3,0.6666666666666666,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,6,HI,Q2,5.045,2,2.125,2,0.5,2,0.0,2,1.0,2,0.5,2,0.0,2,0.0,2,2
2016,6,IA,Q2,2.417333333333333,15,0.24000000000000002,15,0.06666666666666667,15,0.26666666666666666,15,1.0,15,0.4,15,0.13333333333333333,15,0.5333333333333333,15,11
2016,6,ID,Q2,0.85,7,0.22142857142857145,7,0.0,7,0.14285714285714285,7,0.7142857142857143,7,0.0,7,0.0,7,0.5714285714285714,7,7
2016,6,IL,Q2,1.14,1,0.0,1,1.0,1,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1
2016,6,KY,Q2,1.9799999999999998,3,0.0,3,0.3333333333333333,3,0.3333333333333333,3,0.6666666666666666,3,0.3333333333333333,3,0.0,3,0.6666666666666666,3,3
2016,6,LA,Q2,2.06,1,0.35,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1
2016,6,MD,Q2,0.978,5,0.01,5,0.2,5,0.2,5,1.0,5,0.2,5,0.0,5,0.6,5,3
2016,6,MN,Q2,1.2790000000000001,10,0.29500000000000004,10,0.0,10,0.2,10,0.9,10,0.3,10,0.2,10,0.8,10,8
2016,6,MS,Q2,1.02,1,3.05,1,0.0,1,0.0,1,1.0,1,0.0,1,1.0,1,0.0,1,1
2016,6,MT,Q2,0.762,10,0.315,10,0.0,10,0.2,10,0.8,10,0.6,10,0.1,10,0.7,10,6
2016,6,NC,Q2,4.895,2,0.05,2,0.0,2,0.0,2,1.0,2,0.0,2,0.0,2,0.0,2,1
2016,6,ND,Q2,0.45,5,0.9,5,0.0,5,0.2,5,0.8,5,0.2,5,0.0,5,0.6,5,4
2016,6,NE,Q2,2.1942857142857144,7,0.014285714285714287,7,0.7142857142857143,7,0.2857142857142857,7,0.8571428571428571,7,0.2857142857142857,7,0.14285714285714285,7,0.42857142857142855,7,3
2016,6,NY,Q2,2.6887499999999998,16,0.24062499999999998,16,0.0625,16,0.1875,16,0.9375,16,0.25,16,0.0,16,0.4375,16,13
2016,6,OH,Q2,3.69,1,0.0,1,1.0,1,0.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1
2016,6,OR,Q2,0.5780000000000001,5,0.030000000000000006,5,0.2,5,0.0,5,0.6,5,0.0,5,0.0,5,1.0,5,5
2016,6,PA,Q2,1.386,5,0.18,5,0.0,5,0.0,5,1.0,5,0.0,5,0.0,5,0.2,5,4
2016,6,PR,Q2,4.42,6,0.43333333333333335,6,0.6666666666666666,6,0.0,6,1.0,6,0.0,6,0.0,6,0.5,6,6
2016,6,TN,Q2,1.68,6,0.0,6,0.0,6,0.3333333333333333,6,1.0,6,0.0,6,0.0,6,0.3333333333333333,6,6
2016,6,TX,Q2,1.165,2,0.075,2,0.0,2,0.0,2,1.0,2,0.0,2,0.0,2,0.5,2,2
2016,6,UT,Q2,0.8869999999999999,10,0.20500000000000002,10,0.1,10,0.0,10,0.7,10,0.5,10,0.3,10,0.3,10,5
2016,6,VT,Q2,2.1666666666666665,3,0.35000000000000003,3,0.0,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,1
2016,6,WA,Q2,5.235714285714286,7,0.12142857142857143,7,0.14285714285714285,7,0.2857142857142857,7,1.0,7,0.14285714285714285,7,0.0,7,0.42857142857142855,7,2
2016,6,WI,Q2,3.0785714285714287,7,0.014285714285714287,7,0.14285714285714285,7,0.0,7,1.0,7,0.14285714285714285,7,0.0,7,0.5714285714285714,7,5
2016,6,WV,Q2,0.37,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,7,AL,Q3,5.37,1,0.05,1,0.0,1,0.0,1,1.0,1,0.0,1,1.0,1,0.0,1,1
2016,7,CA,Q3,0.765,2,0.0,2,0.5,2,1.0,2,1.0,2,0.0,2,0.0,2,0.5,2,2
2016,7,CO,Q3,1.3666666666666667,9,0.027777777777777776,9,0.1111111111111111,9,0.1111111111111111,9,0.7777777777777778,9,0.1111111111111111,9,0.0,9,0.2222222222222222,9,7
2016,7,CT,Q3,1.0933333333333335,3,0.06666666666666667,3,0.3333333333333333,3,0.0,3,0.6666666666666666,3,0.0,3,0.0,3,0.0,3,2
2016,7,DE,Q3,0.34142857142857147,7,0.1,7,0.5714285714285714,7,0.14285714285714285,7,0.7142857142857143,7,0.14285714285714285,7,0.0,7,0.7142857142857143,7,3
2016,7,HI,Q3,2.685,2,0.85,2,1.0,2,0.5,2,1.0,2,0.5,2,0.5,2,0.0,2,1
2016,7,ID,Q3,1.2485714285714287,7,0.0,7,0.14285714285714285,7,0.0,7,0.5714285714285714,7,0.14285714285714285,7,0.0,7,0.14285714285714285,7,5
2016,7,IL,Q3,3.6750000000000003,6,0.20833333333333334,6,0.16666666666666666,6,0.16666666666666666,6,1.0,6,0.16666666666666666,6,0.0,6,0.3333333333333333,6,6
2016,7,KY,Q3,1.36,3,0.016666666666666666,3,0.6666666666666666,3,0.0,3,1.0,3,0.3333333333333333,3,0.0,3,0.6666666666666666,3,3
2016,7,LA,Q3,2.14,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,7,MA,Q3,0.97,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,1.0,2,1
2016,7,MD,Q3,3.6233333333333335,3,0.35000000000000003,3,0.0,3,0.3333333333333333,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,2
2016,7,MT,Q3,1.1033333333333333,12,0.07083333333333335,12,0.16666666666666666,12,0.25,12,0.6666666666666666,12,0.08333333333333333,12,0.0,12,0.6666666666666666,12,8
2016,7,ND,Q3,2.23,1,0.0,1,0.0,1,0.0,1,1.0,1,1.0,1,1.0,1,0.0,1,1
2016,7,NE,Q3,1.1658823529411766,17,0.05588235294117647,17,0.38461538461538464,13,0.0,13,0.7692307692307693,13,0.5384615384615384,13,0.23076923076923078,13,0.6153846153846154,13,7
2016,7,NY,Q3,2.6383333333333336,6,0.05000000000000001,6,0.16666666666666666,6,0.3333333333333333,6,1.0,6,0.3333333333333333,6,0.16666666666666666,6,0.16666666666666666,6,4
2016,7,OR,Q3,2.6900000000000004,2,0.05,2,0.5,2,0.0,2,1.0,2,0.0,2,0.0,2,0.0,2,2
2016,7,PA,Q3,0.7275,4,0.0125,4,0.25,4,0.0,4,0.25,4,0.0,4,0.0,4,0.5,4,4
2016,7,UT,Q3,0.75,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1
2016,7,VT,Q3,3.513333333333333,3,0.7000000000000001,3,0.0,3,0.0,3,1.0,3,0.6666666666666666,3,0.0,3,0.3333333333333333,3,2
2016,7,WA,Q3,0.955,4,0.025,4,0.0,4,0.25,4,0.75,4,0.0,4,0.0,4,0.0,4,2
2016,7,WI,Q3,2.72,3,0.016666666666666666,3,0.3333333333333333,3,0.0,3,1.0,3,0.6666666666666666,3,0.0,3,0.3333333333333333,3,3
2016,7,WV,Q3,2.81,4,0.0,4,0.0,4,0.0,4,1.0,4,0.0,4,0.0,4,0.0,4,4
2016,8,AL,Q3,3.941111111111111,9,0.16111111111111112,9,0.2222222222222222,9,0.1111111111111111,9,0.8888888888888888,9,0.1111111111111111,9,0.0,9,0.1111111111111111,9,8
2016,8,CA,Q3,3.4159999999999995,5,0.39,5,0.0,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,2
2016,8,CO,Q3,3.44,3,0.0,3,0.0,3,0.0,3,0.6666666666666666,3,0.3333333333333333,3,0.0,3,0.0,3,2
2016,8,CT,Q3,4.12,5,0.30999999999999994,5,0.0,4,0.0,4,1.0,4,0.0,4,0.25,4,0.25,4,3
2016,8,DE,Q3,3.203333333333333,6,0.18333333333333335,6,1.0,5,0.0,5,1.0,5,0.0,5,0.0,5,0.0,5,2
2016,8,GA,Q3,2.292222222222222,9,0.061111111111111116,9,0.4444444444444444,9,0.0,9,1.0,9,0.1111111111111111,9,0.0,9,0.1111111111111111,9,8
2016,8,HI,Q3,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0,1,1
2016,8,ID,Q3,4.056,10,0.01,10,0.4,10,0.1,10,0.7,10,0.2,10,0.0,10,0.1,10,9
2016,8,IL,Q3,3.1525,12,0.04583333333333333,12,0.75,12,0.16666666666666666,12,0.8333333333333334,12,0.16666666666666666,12,0.08333333333333333,12,0.16666666666666666,12,12
2016,8,KY,Q3,1.355,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,0.0,2,2
2016,8,LA,Q3,6.23,2,0.225,2,0.5,2,0.0,2,1.0,2,0.0,2,0.0,2,0.0,2,2
2016,8,MA,Q3,2.876818181818182,22,0.04772727272727273,22,0.18181818181818182,22,0.045454545454545456,22,1.0,22,0.13636363636363635,22,0.0,22,0.18181818181818182,22,9
2016,8,MI,Q3,1.9400000000000002,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,0.5,2,2
2016,8,MT,Q3,5.542,10,0.045,10,0.1,10,0.0,10,1.0,10,0.3,10,0.0,10,0.4,10,8
2016,8,ND,Q3,3.4294736842105262,19,0.7404761904761905,21,0.23809523809523808,21,0.19047619047619047,21,1.0,21,0.3333333333333333,21,0.09523809523809523,21,0.19047619047619047,21,18
2016,8,NM,Q3,1.7585714285714285,7,0.14285714285714285,7,0.14285714285714285,7,0.14285714285714285,7,1.0,7,0.14285714285714285,7,0.0,7,0.0,7,5
2016,8,NY,Q3,1.42,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,8,PA,Q3,2.3466666666666667,9,0.03333333333333333,9,0.4444444444444444,9,0.1111111111111111,9,1.0,9,0.0,9,0.0,9,0.1111111111111111,9,8
2016,8,SD,Q3,2.004285714285714,14,0.010714285714285714,14,0.42857142857142855,14,0.0,14,0.7857142857142857,14,0.07142857142857142,14,0.0,14,0.5,14,11
2016,8,UT,Q3,3.8025,4,0.0,4,0.0,4,0.0,4,0.75,4,0.5,4,0.25,4,0.5,4,2
2016,8,VA,Q3,7.99,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,8,VT,Q3,3.894444444444444,9,0.03333333333333333,9,0.3333333333333333,9,0.0,9,1.0,9,0.3333333333333333,9,0.1111111111111111,9,0.2222222222222222,9,5
2016,8,WI,Q3,0.9225,4,0.3375,4,0.0,3,0.0,3,1.0,3,1.0,3,0.3333333333333333,3,0.3333333333333333,3,4
2016,8,WV,Q3,3.431111111111111,9,0.10555555555555557,9,0.5555555555555556,9,0.1111111111111111,9,0.7777777777777778,9,0.0,9,0.0,9,0.2222222222222222,9,8
2016,9,AL,Q3,4.33,5,0.15,5,0.0,5,0.4,5,1.0,5,0.0,5,0.0,5,0.0,5,5
2016,9,CO,Q3,8.785,2,0.0,2,0.5,2,0.5,2,1.0,2,0.0,2,0.0,2,0.5,2,2
2016,9,CT,Q3,4.28,4,0.175,4,0.25,4,0.0,4,1.0,4,0.0,4,0.0,4,0.0,4,4
2016,9,DE,Q3,3.1966666666666668,3,0.15,3,1.0,2,0.5,2,0.5,2,0.0,2,0.0,2,0.5,2,2
2016,9,GA,Q3,3.704444444444445,9,0.022222222222222223,9,0.1111111111111111,9,0.0,9,0.8888888888888888,9,0.1111111111111111,9,0.0,9,0.1111111111111111,9,7
2016,9,HI,Q3,2.2566666666666664,3,1.3499999999999999,3,0.6666666666666666,3,0.0,3,0.3333333333333333,3,0.0,3,0.0,3,0.0,3,2
2016,9,IA,Q3,15.18,1,0.0,1,1.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,9,IL,Q3,1.8366666666666667,3,0.0,3,0.6666666666666666,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,9,IN,Q3,2.6375,8,0.06875,8,0.5,8,0.125,8,1.0,8,0.0,8,0.0,8,0.0,8,4
2016,9,KY,Q3,5.406666666666666,3,0.09999999999999999,3,0.6666666666666666,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,9,MD,Q3,6.19,1,0.05,1,0.0,1,0.0,1,1.0,1,1.0,1,1.0,1,0.0,1,1
2016,9,MN,Q3,9.81,2,0.0,2,1.0,2,1.0,2,1.0,2,0.5,2,0.0,2,0.0,2,2
2016,9,MT,Q3,1.53,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,9,ND,Q3,0.285,2,0.05,2,0.0,2,0.0,2,1.0,2,0.0,2,0.0,2,1.0,2,2
2016,9,NJ,Q3,3.7646666666666664,15,0.16333333333333336,15,0.4666666666666667,15,0.06666666666666667,15,1.0,15,0.3333333333333333,15,0.13333333333333333,15,0.13333333333333333,15,9
2016,9,NM,Q3,1.29,6,0.0,6,0.0,6,0.0,6,1.0,6,0.16666666666666666,6,0.0,6,0.16666666666666666,6,3
2016,9,NV,Q3,1.9775,4,0.0,5,0.4,5,0.0,5,0.8,5,0.0,5,0.0,5,0.2,5,2
2016,9,PA,Q3,4.38,5,0.15,5,0.2,5,0.4,5,1.0,5,0.2,5,0.0,5,0.2,5,5
2016,9,SD,Q3,2.686,5,0.0,5,0.2,5,0.0,5,0.8,5,0.0,5,0.0,5,0.0,5,4
2016,9,UT,Q3,6.42,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1
2016,9,VA,Q3,3.52,1,0.0,1,,0,,0,,0,,0,,0,,0,1
2016,9,VT,Q3,2.608888888888889,9,0.049999999999999996,9,0.75,8,0.375,8,0.875,8,0.125,8,0.0,8,0.375,8,2
2016,9,WI,Q3,6.255714285714285,7,0.05,7,0.5714285714285714,7,0.0,7,0.8571428571428571,7,0.14285714285714285,7,0.0,7,0.0,7,7
2016,9,WV,Q3,6.398571428571429,7,0.0071428571428571435,7,0.0,7,0.2857142857142857,7,1.0,7,0.0,7,0.0,7,0.14285714285714285,7,7
2016,10,CO,Q4,14.66,1,0.0,1,1.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,10,CT,Q4,6.40125,8,0.1125,8,0.0,8,0.125,8,1.0,8,0.125,8,0.125,8,0.25,8,6
2016,10,DE,Q4,0.99,1,0.05,1,1.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,10,GA,Q4,2.0733333333333333,3,0.09999999999999999,3,0.0,3,0.3333333333333333,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,10,GU,Q4,3.4050000000000002,4,0.05,4,,0,,0,,0,,0,,0,,0,2
2016,10,IA,Q4,2.1625,4,0.8125,4,0.6666666666666666,3,0.0,3,1.0,3,0.6666666666666666,3,0.6666666666666666,3,0.6666666666666666,3,4
2016,10,IN,Q4,16.0225,4,0.0625,4,1.0,4,0.25,4,1.0,4,0.0,4,0.0,4,0.25,4,4
2016,10,KY,Q4,6.15,4,0.0,4,0.75,4,0.0,4,1.0,4,0.0,4,0.0,4,0.25,4,4
2016,10,LA,Q4,5.683333333333334,6,0.2833333333333334,6,0.3333333333333333,6,0.16666666666666666,6,1.0,6,0.16666666666666666,6,0.0,6,0.3333333333333333,6,6
2016,10,MD,Q4,23.43,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,10,MI,Q4,4.578,15,0.25666666666666665,15,0.7333333333333333,15,0.13333333333333333,15,1.0,15,0.4,15,0.13333333333333333,15,0.6666666666666666,15,10
2016,10,MN,Q4,7.234999999999999,4,0.15,4,1.0,4,0.0,4,1.0,4,0.25,4,0.25,4,0.25,4,4
2016,10,NC,Q4,0.75,1,0.4,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,10,NJ,Q4,9.528888888888888,9,0.14444444444444446,9,0.625,8,0.25,8,1.0,8,0.125,8,0.0,8,0.0,8,7
2016,10,NM,Q4,5.918000000000001,5,0.02,5,0.0,5,0.4,5,1.0,5,0.2,5,0.0,5,0.0,5,5
2016,10,NV,Q4,3.20625,16,0.09375,16,0.625,16,0.0625,16,1.0,16,0.125,16,0.0625,16,0.25,16,5
2016,10,PA,Q4,11.04,1,0.45,1,1.0,1,1.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1
2016,10,SD,Q4,6.505000000000001,4,0.0,4,0.25,4,0.5,4,0.75,4,0.25,4,0.0,4,0.25,4,4
2016,10,TX,Q4,3.32,3,0.0,3,0.3333333333333333,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,10,UT,Q4,12.44,2,0.0,2,1.0,2,0.0,2,1.0,2,0.5,2,0.0,2,0.0,2,1
2016,10,VA,Q4,12.86,1,0.0,1,0.0,1,1.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,10,WI,Q4,2.223333333333333,3,0.016666666666666666,3,1.0,3,0.0,3,1.0,3,0.6666666666666666,3,0.0,3,0.3333333333333333,3,3
2016,10,WV,Q4,5.433333333333334,3,0.016666666666666666,3,0.6666666666666666,3,0.0,3,1.0,3,0.0,3,0.0,3,0.3333333333333333,3,3
2016,11,CA,Q4,0.17333333333333334,3,0.049999999999999996,3,0.0,3,0.0,3,0.6666666666666666,3,0.0,3,0.0,3,0.6666666666666666,3,1
2016,11,FL,Q4,6.17375,8,0.5125,8,0.375,8,0.25,8,0.75,8,0.125,8,0.125,8,0.25,8,5
2016,11,GA,Q4,4.515,2,0.2,2,0.5,2,1.0,2,1.0,2,0.0,2,0.0,2,0.0,2,2
2016,11,GU,Q4,0.35833333333333334,6,0.3,6,0.0,4,0.0,4,0.0,4,0.0,4,0.0,4,0.25,4,2
2016,11,HI,Q4,0.0,3,1.5833333333333333,3,1.0,3,0.0,3,0.0,3,0.0,3,0.0,3,0.0,3,1
2016,11,LA,Q4,3.15875,8,0.25625000000000003,8,0.25,8,0.0,8,1.0,8,0.0,8,0.0,8,0.375,8,7
2016,11,MI,Q4,1.448,5,0.18,5,0.4,5,0.2,5,1.0,5,0.6,5,0.2,5,0.6,5,3
2016,11,NM,Q4,7.07,6,0.0,6,0.16666666666666666,6,0.0,6,1.0,6,0.16666666666666666,6,0.0,6,0.0,6,2
2016,11,SD,Q4,2.05,1,0.0,1,1.0,1,0.0,1,1.0,1,1.0,1,1.0,1,0.0,1,1
2016,11,TX,Q4,2.2133333333333334,6,0.30833333333333335,6,0.3333333333333333,6,0.0,6,1.0,6,0.16666666666666666,6,0.0,6,0.6666666666666666,6,5
2016,11,VA,Q4,3.59,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2016,12,CA,Q4,1.9124999999999999,12,1.3499999999999999,12,0.6666666666666666,12,0.0,12,1.0,12,0.3333333333333333,12,0.16666666666666666,12,0.3333333333333333,12,4
2016,12,FL,Q4,1.12,2,0.9500000000000001,2,0.5,2,0.0,2,1.0,2,0.0,2,0.0,2,0.5,2,2
2016,12,GA,Q4,0.0,1,0.2,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1.0,1,1
2016,12,GU,Q4,0.0,2,0.6749999999999999,2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0,1,1
2016,12,HI,Q4,0.0,1,1.55,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1
2016,12,LA,Q4,3.938333333333334,6,0.13333333333333333,6,0.0,6,0.16666666666666666,6,1.0,6,0.0,6,0.0,6,0.0,6,6
2017,1,FL,Q1,4.205,2,2.15,2,1.0,1,1.0,1,1.0,1,0.0,1,0.0,1,0.0,1,2
2017,1,TN,Q1,7.68,1,0.0,1,0.0,1,1.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2017,1,TX,Q1,2.37,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2017,2,CA,Q1,0.47923076923076924,13,1.073076923076923,13,0.15384615384615385,13,0.15384615384615385,13,0.7692307692307693,13,0.46153846153846156,13,0.07692307692307693,13,0.9230769230769231,13,6
2017,2,FL,Q1,0.0,1,0.55,1,1.0,1,0.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1
2017,3,AL,Q1,5.1375,4,0.1375,4,0.0,4,0.25,4,1.0,4,0.0,4,0.0,4,0.5,4,4
2017,3,FL,Q1,2.51,1,0.1,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2017,3,KY,Q1,0.08,1,0.0,1,0.0,1,0.0,1,1.0,1,1.0,1,0.0,1,1.0,1,1
2017,3,MS,Q1,1.2023076923076923,13,0.21923076923076923,13,0.0,13,0.07692307692307693,13,0.7692307692307693,13,0.0,13,0.0,13,0.3076923076923077,13,7
2017,3,SC,Q1,1.2185714285714284,14,0.075,14,0.07142857142857142,14,0.21428571428571427,14,1.0,14,0.21428571428571427,14,0.14285714285714285,14,0.7142857142857143,14,6
2017,3,TX,Q1,0.06,2,0.275,2,0.5,2,0.0,2,0.5,2,0.5,2,0.0,2,1.0,2,2
2017,4,AL,Q2,0.885,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,0.5,2,1
2017,4,FL,Q2,3.49,3,0.5333333333333333,3,0.6666666666666666,3,0.0,3,1.0,3,0.0,3,0.0,3,0.6666666666666666,3,3
2017,4,GU,Q2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1.0,1,1
2017,4,IN,Q2,2.79,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,0.0,1,1
2017,4,KY,Q2,1.396,5,0.02,5,0.0,5,0.2,5,0.8,5,0.2,5,0.0,5,0.8,5,5
2017,4,SC,Q2,2.645,10,0.295,10,0.0,10,0.3,10,0.9,10,0.3,10,0.2,10,0.7,10,6
2017,4,TN,Q2,0.20500000000000002,2,0.125,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,1.0,2,2
2017,4,TX,Q2,0.3133333333333333,6,0.6833333333333332,6,0.5,6,0.6666666666666666,6,0.5,6,0.16666666666666666,6,0.0,6,1.0,6,5
2017,4,UT,Q2,0.3425,4,0.25,4,0.0,4,0.5,4,0.5,4,0.5,4,0.0,4,0.5,4,3
2017,4,VA,Q2,0.98875,8,0.525,8,0.0,8,0.25,8,0.75,8,0.125,8,0.0,8,0.25,8,7
2017,5,AL,Q2,3.5949999999999998,2,0.0,2,0.0,2,0.5,2,1.0,2,0.5,2,0.0,2,0.0,2,2
2017,5,CA,Q2,0.5025,4,0.7,4,0.5,4,0.25,4,1.0,4,0.25,4,0.0,4,0.75,4,3
2017,5,CT,Q2,1.82,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.0,2,0.0,2,2
2017,5,IA,Q2,0.5071428571428572,7,0.45000000000000007,7,0.14285714285714285,7,0.14285714285714285,7,0.7142857142857143,7,0.14285714285714285,7,0.0,7,0.7142857142857143,7,5
2017,5,IN,Q2,1.079090909090909,11,0.1,11,0.09090909090909091,11,0.36363636363636365,11,0.8181818181818182,11,0.2727272727272727,11,0.0,11,0.9090909090909091,11,7
2017,5,KY,Q2,1.8466666666666667,3,0.09999999999999999,3,0.3333333333333333,3,0.0,3,0.6666666666666666,3,0.0,3,0.0,3,0.6666666666666666,3,3
2017,5,MD,Q2,1.49,3,0.35000000000000003,3,0.0,3,0.3333333333333333,3,0.6666666666666666,3,0.0,3,0.0,3,0.3333333333333333,3,3
2017,5,MI,Q2,0.46,2,0.825,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,0.5,2,2
2017,5,MN,Q2,0.42000000000000004,2,0.2,2,0.5,2,0.0,2,1.0,2,0.5,2,0.0,2,0.5,2,2
2017,5,NC,Q2,0.9049999999999999,2,0.125,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,1.0,2,2
2017,5,ND,Q2,,0,,0,0.0,1,1.0,1,1.0,1,1.0,1,0.0,1,1.0,1,1
2017,5,OR,Q2,0.08,1,0.95,1,0.0,1,0.0,1,0.0,1,1.0,1,0.0,1,1.0,1,1
2017,5,PA,Q2,0.1,1,0.8,1,0.0,1,0.0,1,1.0,1,1.0,1,0.0,1,1.0,1,1
2017,5,PR,Q2,5.558571428571428,14,0.20714285714285716,14,0.9285714285714286,14,0.0,14,1.0,14,0.0,14,0.0,14,0.6428571428571429,14,12
2017,5,TN,Q2,3.746923076923077,13,0.18846153846153849,13,0.07692307692307693,13,0.46153846153846156,13,1.0,13,0.23076923076923078,13,0.07692307692307693,13,0.46153846153846156,13,13
2017,5,TX,Q2,2.455,4,0.1,4,0.25,4,0.25,4,1.0,4,0.0,4,0.0,4,0.25,4,3
2017,5,UT,Q2,0.39333333333333337,6,1.45,6,0.3333333333333333,6,0.16666666666666666,6,0.16666666666666666,6,0.16666666666666666,6,0.0,6,0.8333333333333334,6,4
2017,5,VA,Q2,2.244,5,0.22999999999999998,5,0.0,5,0.4,5,1.0,5,0.2,5,0.0,5,0.8,5,4
2017,5,VT,Q2,0.49333333333333335,3,0.6666666666666666,3,0.0,3,0.0,3,0.6666666666666666,3,0.0,3,0.0,3,0.6666666666666666,3,2
2017,5,WI,Q2,0.815,2,0.75,2,0.0,2,0.0,2,0.5,2,0.5,2,0.0,2,1.0,2,2
2017,5,WV,Q2,0.6866666666666666,3,0.0,3,0.0,3,0.3333333333333333,3,0.3333333333333333,3,0.3333333333333333,3,0.0,3,0.3333333333333333,3,3
2017,6,AR,Q2,2.46,5,0.0,5,0.0,5,0.2,5,0.8,5,0.4,5,0.0,5,0.4,5,4
2017,6,CT,Q2,0.33999999999999997,5,0.5,5,0.0,5,0.0,5,0.6,5,0.0,5,0.0,5,0.2,5,5
2017,6,DE,Q2,2.34,2,0.025,2,0.0,2,0.0,2,1.0,2,0.5,2,0.5,2,0.5,2,2
2017,6,IA,Q2,1.4583333333333333,12,0.3,12,0.16666666666666666,12,0.0,12,0.4166666666666667,12,0.4166666666666667,12,0.0,12,0.6666666666666666,12,8
2017,6,ID,Q2,0.274,5,0.05,5,0.0,5,0.0,5,0.8,5,0.2,5,0.0,5,0.6,5,5
2017,6,IL,Q2,2.6475,4,0.05,4,0.25,4,0.0,4,1.0,4,0.0,4,0.0,4,0.5,4,4
2017,6,KS,Q2,3.74,2,0.0,2,0.0,2,0.0,2,1.0,2,0.0,2,0.0,2,0.5,2,2
2017,6,KY,Q2,0.98,3,0.0,3,0.0,3,0.0,3,0.6666666666666666,3,0.3333333333333333,3,0.0,3,0.6666666666666666,3,3
2017,6,MA,Q2,0.79,1,0.05,1,0.0,1,0.0,1,1.0,1,0.0,1,0.0,1,1.0,1,1
2017,6,MD,Q2,1.2614285714285713,7,0.2642857142857143,7,0.0,7,0.14285714285714285,7,0.8571428571428571,7,0.0,7,0.0,7,0.14285714285714285,7,4
2017,6,MN,Q2,1.444375,16,0.05,16,0.1875,16,0.0625,16,0.6875,16,0.4375,16,0.125,16,0.75,16,12
2017,6,MT,Q2,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,0.0,1,1
2017,6,NC,Q2,3.7531578947368422,19,0.06315789473684211,19,0.0,19,0.05263157894736842,19,0.9473684210526315,19,0.21052631578947367,19,0.10526315789473684,19,0.3684210526315789,19,16
