State_FIPS_code	State	Compound	Year	Units	Corn	Soybeans	Wheat	Cotton	Vegetables_and_fruit	Rice	Orchards_and_grapes	Alfalfa	Pasture_and_hay	Other_crops
01	Alabama	2,4-DB	1997	kg										18328.2
01	Alabama	2,4-DB	1998	kg		649.8								14704.1
01	Alabama	2,4-DB	1999	kg		13.7	236.6							15086.3
01	Alabama	2,4-DB	2000	kg		185.1	753					278.8		10962.2
01	Alabama	2,4-DB	2001	kg		55.9	88.8						747.4	27465.3
01	Alabama	2,4-DB	2002	kg		18.5	8616.6						6796.8	11903.4
01	Alabama	2,4-DB	2003	kg								882.5		7825.1
01	Alabama	2,4-DB	2004	kg		26						133.6		13552.7
01	Alabama	2,4-DB	2005	kg								48.4		24922.2
01	Alabama	2,4-DB	2006	kg									623.6	13749.4
01	Alabama	2,4-DB	2007	kg										17736.2
01	Alabama	2,4-DB	2008	kg										18243.9
01	Alabama	2,4-DB	2009	kg								36.1	36.1	13305.1
01	Alabama	2,4-DB	2010	kg										17764.1
01	Alabama	2,4-DB	2011	kg									44522.4	12631.9
01	Alabama	2,4-DB	2012	kg		506.9	24.7					14.9		30430.8
01	Alabama	2,4-DB	2013	kg								13.3		20948.5
01	Alabama	2,4-DB	2014	kg									2300.6	27770.1
01	Alabama	2,4-DB	2015	kg										15374.1
01	Alabama	2,4-DB	2016	kg				578.6				15.4		22801.2
01	Alabama	2,4-DB	2017	kg										22031.4
01	Alabama	2,4-DB	2018	kg								8.3		18709.2
01	Alabama	6-BENZYLADENINE	1994	kg					2.3		1.8			
01	Alabama	6-BENZYLADENINE	1997	kg							0			
01	Alabama	6-BENZYLADENINE	1998	kg				1.2						
01	Alabama	6-BENZYLADENINE	2000	kg							0.1			
01	Alabama	6-BENZYLADENINE	2001	kg							0			
01	Alabama	6-BENZYLADENINE	2003	kg				0.4						
01	Alabama	6-BENZYLADENINE	2004	kg							0.2			
01	Alabama	6-BENZYLADENINE	2005	kg							0.1			
01	Alabama	6-BENZYLADENINE	2008	kg							0.3			
01	Alabama	6-BENZYLADENINE	2009	kg							0			
01	Alabama	6-BENZYLADENINE	2010	kg							0.2			
01	Alabama	6-BENZYLADENINE	2011	kg							0.6			
01	Alabama	6-BENZYLADENINE	2012	kg							0			
01	Alabama	6-BENZYLADENINE	2013	kg							0			
01	Alabama	6-BENZYLADENINE	2014	kg							0.1			
01	Alabama	6-BENZYLADENINE	2015	kg							0.2			
01	Alabama	6-BENZYLADENINE	2016	kg							0			
01	Alabama	ABAMECTIN	1998	kg					4.3					
01	Alabama	ABAMECTIN	2006	kg				1063.9						
01	Alabama	ABAMECTIN	2007	kg				614.7						
01	Alabama	ABAMECTIN	2008	kg				243.3			3.1			
01	Alabama	ABAMECTIN	2009	kg				526.4						
01	Alabama	ABAMECTIN	2010	kg				868.6						
01	Alabama	ABAMECTIN	2011	kg				2068.2						5.9
01	Alabama	ABAMECTIN	2012	kg	23.5			1026.5	1.9					
01	Alabama	ABAMECTIN	2013	kg				723.8						
01	Alabama	ABAMECTIN	2014	kg		4.7		1032.8			3.6			13.2
01	Alabama	ABAMECTIN	2015	kg				143.9	1.3		23.7			
01	Alabama	ABAMECTIN	2016	kg				52.2			15.8			
01	Alabama	ABAMECTIN	2017	kg										20.9
01	Alabama	ACEPHATE	1992	kg				4956.7	186.5				49.1	13823.9
01	Alabama	ACEPHATE	1993	kg				1970.3	5.5				14.2	7488
01	Alabama	ACEPHATE	1994	kg				4491.4	212.2				23.1	975.4
01	Alabama	ACEPHATE	1995	kg				3116.6	753					4913.9
01	Alabama	ACEPHATE	1996	kg		155.9		26858	277.3				14.4	6354.8
01	Alabama	ACEPHATE	1997	kg	0.2			2355.1	22.2			9.7		3442.6
01	Alabama	ACEPHATE	1998	kg				3805.3	168.7					1861.4
01	Alabama	ACEPHATE	1999	kg				4412.1	229.7					1025.2
01	Alabama	ACEPHATE	2000	kg				3486.4	274.8					5674.7
01	Alabama	ACEPHATE	2001	kg				4133.4	127.8		120.9			1424.1
01	Alabama	ACEPHATE	2002	kg				6784.5	243					839.1
01	Alabama	ACEPHATE	2003	kg				4919.6	436.6					12982.4
01	Alabama	ACEPHATE	2004	kg				11387.8	400.3					4516
01	Alabama	ACEPHATE	2005	kg				16671.7	94.6					16360.3
01	Alabama	ACEPHATE	2006	kg				6051.3	169.5					12815.1
01	Alabama	ACEPHATE	2007	kg		519.4		4063.3	360.6					1233.7
01	Alabama	ACEPHATE	2008	kg		39.2		11593	30.3					15133.4
01	Alabama	ACEPHATE	2009	kg				8298.6	33					368.7
01	Alabama	ACEPHATE	2010	kg		1638.6		13958.6	68.1					3288
01	Alabama	ACEPHATE	2011	kg		1095.6		6228.4	72		352.4			19760.7
01	Alabama	ACEPHATE	2012	kg				3489	64					23930.8
01	Alabama	ACEPHATE	2013	kg				6863.5	11.8					1291.3
01	Alabama	ACEPHATE	2014	kg		3254.1		9864.9						8915.2
01	Alabama	ACEPHATE	2015	kg		20422.8		12322.1						10675.3
01	Alabama	ACEPHATE	2016	kg		1002.7		17060.5						10222.3
01	Alabama	ACEPHATE	2017	kg		305.6		13434.3						4751.1
01	Alabama	ACEPHATE	2018	kg		1948.2		54932.4						1256.5
01	Alabama	ACEPHATE	2019	kg				49464.9						308.4
01	Alabama	ACETOCHLOR	1995	kg	567									
01	Alabama	ACETOCHLOR	1996	kg	56.7									
01	Alabama	ACETOCHLOR	2000	kg	1860.3									
01	Alabama	ACETOCHLOR	2002	kg	3003.7									
01	Alabama	ACETOCHLOR	2003	kg	1789.6									
01	Alabama	ACETOCHLOR	2011	kg				23578.7						
01	Alabama	ACETOCHLOR	2012	kg	13097.1			7672.2						
01	Alabama	ACETOCHLOR	2013	kg	1967.7	792.4		11771.5						
01	Alabama	ACETOCHLOR	2014	kg				26543.7						810.7
01	Alabama	ACETOCHLOR	2015	kg		9901.4		30355.4						515
01	Alabama	ACETOCHLOR	2016	kg		76.7		26030.5						1351.9
01	Alabama	ACETOCHLOR	2017	kg	14776.5			8013.6						4418.3
01	Alabama	ACETOCHLOR	2018	kg				13940.1						1462.5
01	Alabama	ACETOCHLOR	2019	kg		560.7		35258						2091.8
01	Alabama	ACIBENZOLAR	2001	kg										0
01	Alabama	ACIBENZOLAR	2003	kg										0
01	Alabama	ACIBENZOLAR	2004	kg										0
01	Alabama	ACIBENZOLAR	2005	kg										0
01	Alabama	ACIBENZOLAR	2006	kg										0
01	Alabama	ACIFLUORFEN	1992	kg		9616.8								1196.9
01	Alabama	ACIFLUORFEN	1993	kg		8794.9								1289.9
01	Alabama	ACIFLUORFEN	1994	kg		6593								1028.1
01	Alabama	ACIFLUORFEN	1995	kg		2379.1		23.6						3182.2
01	Alabama	ACIFLUORFEN	1996	kg		3722.6								719.6
01	Alabama	ACIFLUORFEN	1997	kg		2941.1								1975.6
01	Alabama	ACIFLUORFEN	1998	kg		936.3								3419.2
01	Alabama	ACIFLUORFEN	1999	kg		315.7								5380.8
01	Alabama	ACIFLUORFEN	2000	kg										3044.1
01	Alabama	ACIFLUORFEN	2001	kg		393.3								5992.3
01	Alabama	ACIFLUORFEN	2002	kg		169.6								1098.3
01	Alabama	ACIFLUORFEN	2003	kg		995.8								1607.9
01	Alabama	ACIFLUORFEN	2004	kg		197.4								4701.3
01	Alabama	ACIFLUORFEN	2005	kg		67								8945.4
01	Alabama	ACIFLUORFEN	2006	kg		190.2								587.4
01	Alabama	ACIFLUORFEN	2007	kg										1368.6
01	Alabama	ACIFLUORFEN	2008	kg										2521
01	Alabama	ACIFLUORFEN	2009	kg										1515.1
01	Alabama	ACIFLUORFEN	2010	kg		63.1								393.1
01	Alabama	ACIFLUORFEN	2011	kg										1796
01	Alabama	ACIFLUORFEN	2012	kg		13.7								1429.4
01	Alabama	ACIFLUORFEN	2013	kg										651.9
01	Alabama	ACIFLUORFEN	2014	kg		207								1393.3
01	Alabama	ACIFLUORFEN	2015	kg		24.4								608.4
01	Alabama	ACIFLUORFEN	2016	kg										3288.8
01	Alabama	ACIFLUORFEN	2017	kg		240.8								2631.9
01	Alabama	ACIFLUORFEN	2018	kg										866.5
01	Alabama	ALACHLOR	1992	kg	3543.2	18486.2			2361.9					14199.3
01	Alabama	ALACHLOR	1993	kg	2254.1	28152.8			311					289.3
01	Alabama	ALACHLOR	1994	kg	980.1	47695.6			911.1					210.6
01	Alabama	ALACHLOR	1995	kg	2390.7	13078.8			125.3					813.2
01	Alabama	ALACHLOR	1996	kg	2500.1	37692.2			134.3					2286.8
01	Alabama	ALACHLOR	1997	kg		5467.3			151.8					482.5
01	Alabama	ALACHLOR	1998	kg		5559.6			646.4					
01	Alabama	ALACHLOR	1999	kg	3069.5	8898.4			586.5					54.4
01	Alabama	ALACHLOR	2000	kg		3351.1			415					
01	Alabama	ALACHLOR	2001	kg	182.1	472.2			568.4					
01	Alabama	ALACHLOR	2002	kg	11291.9				197.5					806.5
01	Alabama	ALACHLOR	2003	kg	11669.1	6424.9			921.3					
01	Alabama	ALACHLOR	2004	kg	1490.9				562.7					676.1
01	Alabama	ALACHLOR	2005	kg	7623									
01	Alabama	ALACHLOR	2006	kg		2910.5								236.4
01	Alabama	ALACHLOR	2014	kg					798.9					
01	Alabama	ALDICARB	1992	kg				40614.6			3648.2		9.2	40899.9
01	Alabama	ALDICARB	1993	kg				31975.4			19103			24508.9
01	Alabama	ALDICARB	1994	kg	116			44838.5			6651.8			41589.2
01	Alabama	ALDICARB	1995	kg	313.6			93890.6			83.7			57597
01	Alabama	ALDICARB	1996	kg				75058.7			267.7			22914.1
01	Alabama	ALDICARB	1997	kg				92872.2			50.4			20461.3
01	Alabama	ALDICARB	1998	kg				54943	3.7		8.3			38210
01	Alabama	ALDICARB	1999	kg				44789.2	10.3		790.2			24910.9
01	Alabama	ALDICARB	2000	kg				78302.2						13721.3
01	Alabama	ALDICARB	2001	kg				39106.4	334.2		51.2			27125
01	Alabama	ALDICARB	2002	kg				52382.7			312.2			16630.1
01	Alabama	ALDICARB	2003	kg				66769.3	47.7					22039.1
01	Alabama	ALDICARB	2004	kg				77671.3	170.5					21356.2
01	Alabama	ALDICARB	2005	kg				76544.8	26.1					37396.9
01	Alabama	ALDICARB	2006	kg				60687.9						23309.4
01	Alabama	ALDICARB	2007	kg				37226.9			31.2			16747
01	Alabama	ALDICARB	2008	kg				27864			360.6			39659.6
01	Alabama	ALDICARB	2009	kg				19695						16577.4
01	Alabama	ALDICARB	2010	kg				29362.5						14115.2
01	Alabama	ALDICARB	2011	kg				18215.1						5301.9
01	Alabama	ALDICARB	2012	kg				440.9						456.4
01	Alabama	AMINOPYRALID	2009	kg									75	
01	Alabama	AMINOPYRALID	2010	kg									698.8	
01	Alabama	AMINOPYRALID	2011	kg									4012.6	
01	Alabama	AMINOPYRALID	2012	kg									5056.7	
01	Alabama	AMINOPYRALID	2013	kg									1486.3	
01	Alabama	AMINOPYRALID	2014	kg									4888.5	
01	Alabama	AMINOPYRALID	2015	kg									9814.9	
01	Alabama	AMINOPYRALID	2016	kg									6689	
01	Alabama	AMINOPYRALID	2017	kg									18774.8	
01	Alabama	AMINOPYRALID	2018	kg									16015.2	
01	Alabama	AMITRAZ	1993	kg				2405.8						
01	Alabama	AMITRAZ	1994	kg				8952.4						
01	Alabama	AMITRAZ	1995	kg				24956.3						
01	Alabama	AMITRAZ	1996	kg				83.4						
01	Alabama	AMITRAZ	1997	kg				283.3						
01	Alabama	AMITROLE	1993	kg							135			
01	Alabama	AMITROLE	1995	kg							11.5			
01	Alabama	ATRAZINE	1992	kg	200688			4934.2	1541.3				35.3	19469.4
01	Alabama	ATRAZINE	1993	kg	220989.1		18736.2		4206.5				5953.8	7075.1
01	Alabama	ATRAZINE	1994	kg	189119.3				2931.5		265.8		2147.5	4795.9
01	Alabama	ATRAZINE	1995	kg	174749.4				1855.3				3960.1	2677.7
01	Alabama	ATRAZINE	1996	kg	236082.7				554.5				20579.5	6034.2
01	Alabama	ATRAZINE	1997	kg	161657.2				183.4				8	276.7
01	Alabama	ATRAZINE	1998	kg	225563.8				1710				1141.5	4301.5
01	Alabama	ATRAZINE	1999	kg	128699.1				891.3					12283.7
01	Alabama	ATRAZINE	2000	kg	139852.7				1265.6					2314
01	Alabama	ATRAZINE	2001	kg	116553.7				1051.8					3492.4
01	Alabama	ATRAZINE	2002	kg	148114.1				2354.7					8061.3
01	Alabama	ATRAZINE	2003	kg	168837.2				757.2					7774.2
01	Alabama	ATRAZINE	2004	kg	182914.9				1034.5		465.6			5152.4
01	Alabama	ATRAZINE	2005	kg	114342.8				563.8		1658		1703.9	148.2
01	Alabama	ATRAZINE	2006	kg	81343.5				703.2					
01	Alabama	ATRAZINE	2007	kg	219887.7				366.7					3127.9
01	Alabama	ATRAZINE	2008	kg	210352.8		520.1		543.2					2080.5
01	Alabama	ATRAZINE	2009	kg	157727.3				591.4		19.3			4120.2
01	Alabama	ATRAZINE	2010	kg	241358.4				508.1					2437.3
01	Alabama	ATRAZINE	2011	kg	197177.5				547.9					5289
01	Alabama	ATRAZINE	2012	kg	139673				329					5952.7
01	Alabama	ATRAZINE	2013	kg	181776.1				417.2					5621.8
01	Alabama	ATRAZINE	2014	kg	165519.7				514.3					2097.6
01	Alabama	ATRAZINE	2015	kg	187544.4				153.8					1971.3
01	Alabama	ATRAZINE	2016	kg	214639.6				140.5					1230.6
01	Alabama	ATRAZINE	2017	kg	144743.5				1027					1283.8
01	Alabama	ATRAZINE	2018	kg	164860.1				476					851.8
01	Alabama	ATRAZINE	2019	kg	143796.7				39.5					943.9
01	Alabama	AZADIRACHTIN	2003	kg							2.2			3.4
01	Alabama	AZADIRACHTIN	2013	kg										113.2
01	Alabama	AZINPHOS-METHYL	1992	kg				9831.9	686.7		6393.6			
01	Alabama	AZINPHOS-METHYL	1993	kg				15402.3	2.1		3629.2			
01	Alabama	AZINPHOS-METHYL	1994	kg				8477.5	364.6		4862			
01	Alabama	AZINPHOS-METHYL	1995	kg							3470.5			
01	Alabama	AZINPHOS-METHYL	1996	kg				672.2			434.3			
01	Alabama	AZINPHOS-METHYL	1997	kg				1568.6	478.5		278.9			
01	Alabama	AZINPHOS-METHYL	1998	kg					292.9		1668.1			
01	Alabama	AZINPHOS-METHYL	1999	kg				322.1			1334.8			
01	Alabama	AZINPHOS-METHYL	2000	kg							1497.2			
01	Alabama	AZINPHOS-METHYL	2001	kg							1066.5			
01	Alabama	AZINPHOS-METHYL	2002	kg							929.8			
01	Alabama	AZINPHOS-METHYL	2003	kg							606.9			
01	Alabama	AZINPHOS-METHYL	2004	kg							948.7			
01	Alabama	AZINPHOS-METHYL	2005	kg							1061.2			
01	Alabama	AZINPHOS-METHYL	2006	kg							577.8			
01	Alabama	AZINPHOS-METHYL	2007	kg							251.8			
01	Alabama	AZINPHOS-METHYL	2008	kg							149.9			
01	Alabama	AZINPHOS-METHYL	2009	kg							172			
01	Alabama	AZINPHOS-METHYL	2010	kg							90.3			
01	Alabama	AZINPHOS-METHYL	2011	kg							103.7			
01	Alabama	AZINPHOS-METHYL	2012	kg							53.7			
01	Alabama	AZINPHOS-METHYL	2013	kg							79.6			
01	Alabama	AZOXYSTROBIN	1997	kg										86.6
01	Alabama	AZOXYSTROBIN	1998	kg					610.4		3.1			709.3
01	Alabama	AZOXYSTROBIN	1999	kg					73.6					379.1
01	Alabama	AZOXYSTROBIN	2000	kg					431.7					530.4
01	Alabama	AZOXYSTROBIN	2001	kg				365.8	1047.2		150			3910.3
01	Alabama	AZOXYSTROBIN	2002	kg					352.8					3831.4
01	Alabama	AZOXYSTROBIN	2003	kg					323		257.6			10716
01	Alabama	AZOXYSTROBIN	2004	kg				2375	232.5		37.2			1679.3
01	Alabama	AZOXYSTROBIN	2005	kg		22.3	17.7	717.7	617.9		10.7			2953.8
01	Alabama	AZOXYSTROBIN	2006	kg			382.3	1081.5	227.6					3831
01	Alabama	AZOXYSTROBIN	2007	kg			456.1	425.3	176.9		169.6			5120.1
01	Alabama	AZOXYSTROBIN	2008	kg		455.9	1250.5	645.7	564.7		213.9			10537.4
01	Alabama	AZOXYSTROBIN	2009	kg		1333	782.7	151	231.3					2847.1
01	Alabama	AZOXYSTROBIN	2010	kg		297.9	1729.8	346.2	320.7		138.2			7615.2
01	Alabama	AZOXYSTROBIN	2011	kg		2120.7	1265.6	268.9	299.3		85.3			5279.6
01	Alabama	AZOXYSTROBIN	2012	kg		2834.5	819.6	730	173		56.5			4955.3
01	Alabama	AZOXYSTROBIN	2013	kg	77.7	41.4	1167.4	98.6	572.6		196.2			1506.2
01	Alabama	AZOXYSTROBIN	2014	kg	1472.7	1853.1	900.1	63.6	333.8		132.7			4424.3
01	Alabama	AZOXYSTROBIN	2015	kg		2337.9	85.4	635.2	776.9		193.8			1291
01	Alabama	AZOXYSTROBIN	2016	kg	1438.1	676.3	586.4	283.4	41.3		107.5			12677.9
01	Alabama	AZOXYSTROBIN	2017	kg	465	1522.9	82.2	122.4	666		301.3			5293.1
01	Alabama	AZOXYSTROBIN	2018	kg	2484.8		1162	1919.4	513.4					8715.3
01	Alabama	AZOXYSTROBIN	2019	kg	462.4	220.2	621.1	2428.8	210.3		379.4			10069.9
01	Alabama	BACILLUS CEREUS	1998	kg				10.5						
01	Alabama	BACILLUS CEREUS	1999	kg				10.3						
01	Alabama	BACILLUS CEREUS	2000	kg				12.7						
01	Alabama	BACILLUS CEREUS	2001	kg				6						
01	Alabama	BACILLUS CEREUS	2002	kg				12.5						
01	Alabama	BACILLUS CEREUS	2003	kg				11.7						
01	Alabama	BACILLUS CEREUS	2004	kg				3.6						
01	Alabama	BACILLUS CEREUS	2005	kg				7.6						
01	Alabama	BACILLUS CEREUS	2006	kg				12.5						
01	Alabama	BACILLUS CEREUS	2007	kg				1.4						
01	Alabama	BACILLUS CEREUS	2008	kg				2.8						
01	Alabama	BACILLUS CEREUS	2009	kg				6						
01	Alabama	BACILLUS CEREUS	2010	kg				13						
01	Alabama	BACILLUS CEREUS	2011	kg				3.1						
01	Alabama	BACILLUS CEREUS	2012	kg				3.6						
01	Alabama	BACILLUS CEREUS	2013	kg				0.6						
01	Alabama	BACILLUS CEREUS	2014	kg				12.7						
01	Alabama	BACILLUS CEREUS	2018	kg				1						
01	Alabama	BACILLUS FIRMUS	2011	kg	186.3									
01	Alabama	BACILLUS FIRMUS	2012	kg	41.9			22.2						
01	Alabama	BACILLUS FIRMUS	2013	kg	33.7									
01	Alabama	BACILLUS FIRMUS	2014	kg	125.7	88.3		19.8						
01	Alabama	BACILLUS SUBTILIS	2007	kg				0.2						
01	Alabama	BACILLUS SUBTILIS	2008	kg				15.7						
01	Alabama	BACILLUS THURINGIENSIS	1992	kg	85.3				325.1		37.1			0
01	Alabama	BACILLUS THURINGIENSIS	1993	kg				30.4	415.4				4.8	0
01	Alabama	BACILLUS THURINGIENSIS	1994	kg					124.9					0
01	Alabama	BACILLUS THURINGIENSIS	1995	kg				16651.5	946.2					0.4
01	Alabama	BACILLUS THURINGIENSIS	1996	kg				45.8	624.3		22.2			0
01	Alabama	BACILLUS THURINGIENSIS	1997	kg				24.6	104.5					0.5
01	Alabama	BACILLUS THURINGIENSIS	1998	kg					50.9		54.8			2.6
01	Alabama	BACILLUS THURINGIENSIS	1999	kg					111.9					0.6
01	Alabama	BACILLUS THURINGIENSIS	2000	kg					2958.6					0.1
01	Alabama	BACILLUS THURINGIENSIS	2001	kg					454.1					0.3
01	Alabama	BACILLUS THURINGIENSIS	2002	kg					526.3					6.7
01	Alabama	BACILLUS THURINGIENSIS	2003	kg					418.6					0.5
01	Alabama	BACILLUS THURINGIENSIS	2004	kg					603.8					0.4
01	Alabama	BACILLUS THURINGIENSIS	2005	kg					10.2					0.4
01	Alabama	BACILLUS THURINGIENSIS	2006	kg					20.8					0.1
01	Alabama	BACILLUS THURINGIENSIS	2007	kg					13					
01	Alabama	BACILLUS THURINGIENSIS	2010	kg					4.9					
01	Alabama	BACILLUS THURINGIENSIS	2011	kg					0.6					
01	Alabama	BACILLUS THURINGIENSIS	2012	kg					24.7					
01	Alabama	BACILLUS THURINGIENSIS	2013	kg					0.6					
01	Alabama	BACILLUS THURINGIENSIS	2014	kg					11.5					
01	Alabama	BACILLUS THURINGIENSIS	2015	kg					48.8		46.2			
01	Alabama	BACILLUS THURINGIENSIS	2016	kg					9.5					
01	Alabama	BACILLUS THURINGIENSIS	2017	kg					0					
01	Alabama	BACILLUS THURINGIENSIS	2018	kg					0.6					
01	Alabama	BENFLURALIN	1992	kg				2713.9						22317.5
01	Alabama	BENFLURALIN	1993	kg					2					38696.5
01	Alabama	BENFLURALIN	1994	kg				3503.9						16809.9
01	Alabama	BENFLURALIN	1995	kg										5248.9
01	Alabama	BENFLURALIN	1996	kg										1376.5
01	Alabama	BENFLURALIN	1997	kg										1220
01	Alabama	BENFLURALIN	1998	kg										1.4
01	Alabama	BENFLURALIN	2000	kg										83.1
01	Alabama	BENFLURALIN	2002	kg										0.1
01	Alabama	BENFLURALIN	2003	kg										4932.2
01	Alabama	BENFLURALIN	2005	kg										0.8
01	Alabama	BENFLURALIN	2006	kg										2241.4
01	Alabama	BENFLURALIN	2007	kg										4548.5
01	Alabama	BENFLURALIN	2008	kg										18039.9
01	Alabama	BENFLURALIN	2013	kg										3821.6
01	Alabama	BENFLURALIN	2016	kg										493
01	Alabama	BENOMYL	1992	kg		231.5	175		2315.8		1006.9			0
01	Alabama	BENOMYL	1993	kg		283			1479		2456.3			
01	Alabama	BENOMYL	1994	kg					453		4520.9			
01	Alabama	BENOMYL	1995	kg					1219.8		166.6			
01	Alabama	BENOMYL	1996	kg		48.5		1507.9	1638.4		631.1			
01	Alabama	BENOMYL	1997	kg		449.5			530.2		49.4			108.3
01	Alabama	BENOMYL	1998	kg			30.3		1364.7		1300.2			
01	Alabama	BENOMYL	1999	kg			35.5		170.7		292.4			
01	Alabama	BENOMYL	2000	kg					1188.3		94.3			
01	Alabama	BENOMYL	2001	kg			108.9		97		1961.4			
01	Alabama	BENOMYL	2002	kg					162.8		25.7			
01	Alabama	BENOMYL	2003	kg					114.6		76			
01	Alabama	BENOMYL	2004	kg					9.3		78.1			
01	Alabama	BENOMYL	2005	kg							844			
01	Alabama	BENOMYL	2006	kg					1.2		159.1			
01	Alabama	BENSULIDE	1993	kg					2763.9					
01	Alabama	BENSULIDE	1994	kg					468.7					
01	Alabama	BENSULIDE	1995	kg					631.6					
01	Alabama	BENSULIDE	1996	kg					2113.4					
01	Alabama	BENSULIDE	1997	kg					172					
01	Alabama	BENSULIDE	1998	kg					656.6					
01	Alabama	BENSULIDE	1999	kg					565.4					
01	Alabama	BENSULIDE	2000	kg					1478.6					
01	Alabama	BENSULIDE	2001	kg					183.3					
01	Alabama	BENSULIDE	2006	kg					1540.5					
01	Alabama	BENSULIDE	2007	kg					54.3					
01	Alabama	BENSULIDE	2008	kg					2229.4					
01	Alabama	BENTAZONE	1992	kg		25941.8			688.8					23463.4
01	Alabama	BENTAZONE	1993	kg	14.6	9816			31.3					39360.7
01	Alabama	BENTAZONE	1994	kg		17100.5			351.3					12689.4
01	Alabama	BENTAZONE	1995	kg	163.7	5185.8			1944.7					24706.4
01	Alabama	BENTAZONE	1996	kg		4727.5			695.9					26613.1
01	Alabama	BENTAZONE	1997	kg		11762.7			563.3					10482.4
01	Alabama	BENTAZONE	1998	kg		200			217.9					11596.9
01	Alabama	BENTAZONE	1999	kg		253.2			59.6					17012.8
01	Alabama	BENTAZONE	2000	kg					94.1					9068.9
01	Alabama	BENTAZONE	2001	kg					274.4					18772.1
01	Alabama	BENTAZONE	2002	kg					211.5					2167.2
01	Alabama	BENTAZONE	2003	kg		1804			90.6					6004.8
01	Alabama	BENTAZONE	2004	kg		396.4			87.7					11746.9
01	Alabama	BENTAZONE	2005	kg					143.4					18920.9
01	Alabama	BENTAZONE	2006	kg		654			111.7					4049.1
01	Alabama	BENTAZONE	2007	kg					21.3					4585.7
01	Alabama	BENTAZONE	2008	kg		1088.1			9.2					4870.8
01	Alabama	BENTAZONE	2009	kg					110.1					3119
01	Alabama	BENTAZONE	2010	kg		127.1			27.7					1292.7
01	Alabama	BENTAZONE	2011	kg					8.5					727.4
01	Alabama	BENTAZONE	2012	kg										5461.5
01	Alabama	BENTAZONE	2013	kg					174.7					17129
01	Alabama	BENTAZONE	2014	kg		415.4			15.6					4612.7
01	Alabama	BENTAZONE	2015	kg		15455.6			7.4					3010
