State_FIPS_code	State	Compound	Year	Units	Corn	Soybeans	Wheat	Cotton	Vegetables_and_fruit	Rice	Orchards_and_grapes	Alfalfa	Pasture_and_hay	Other_crops
01	Alabama	2,4-D	2015	kg	12829.3	29061.3	9123.4	16165.8	11.1		984.7		231043.2	7670.5
01	Alabama	2,4-D	2016	kg	48787.7	32566.5	5471.9	7607.3			1207.5		267583.6	2638.1
01	Alabama	2,4-D	2017	kg	29402.4	23579.6	3425.3	12774.9			136.1		299800.8	9044.7
01	Alabama	2,4-D	2018	kg	37751.4	26515.8	2509.3	126698.6			1825.4		384089.7	1135.3
01	Alabama	2,4-D	2019	kg	21179.7	7086.4	5277.3	57961.2	7.9		1094.9		318939.2	1667.4
01	Alabama	2,4-DB	1992	kg		400	89.7					70.3	510.1	14274
01	Alabama	2,4-DB	1993	kg		736.1	1574.5						1242	10373.5
01	Alabama	2,4-DB	1994	kg	111.7	403	988.5	60.2				75.2	4207.5	11652.9
01	Alabama	2,4-DB	1995	kg	954.6	476	166					7.5	43094.2	18147.1
01	Alabama	2,4-DB	1996	kg	117.2	690.8	869.9					17.8	9528.5	16649.6
01	Alabama	2,4-DB	1997	kg	71	296.9	740.2						21326.4	18598
01	Alabama	2,4-DB	1998	kg		797.7	332.8					40.9	4583.3	14827
01	Alabama	2,4-DB	1999	kg		697.7	1164.3					39.6	4061	15086.3
01	Alabama	2,4-DB	2000	kg		901.6	1749.1					272.7	190.6	10962.2
01	Alabama	2,4-DB	2001	kg		304.4	1392.1						1258.9	27758.1
01	Alabama	2,4-DB	2002	kg		187.9	11536.9					61.4	31977.2	12108.9
01	Alabama	2,4-DB	2003	kg		120.6						841.5	3787.3	8008.3
01	Alabama	2,4-DB	2004	kg		201.6	2025.8					133.6		13880.9
01	Alabama	2,4-DB	2005	kg								12.1	33687.6	25535.8
01	Alabama	2,4-DB	2006	kg		65.7							1242.9	13751.6
01	Alabama	2,4-DB	2007	kg								5.7		17736.2
01	Alabama	2,4-DB	2008	kg		2102.7						28.4	873.7	18947.6
01	Alabama	2,4-DB	2009	kg		0.3						55.8	92.9	13305.1
01	Alabama	2,4-DB	2010	kg		233.9						14.9		17764.1
01	Alabama	2,4-DB	2011	kg		4990.9							141974.6	12938.9
01	Alabama	2,4-DB	2012	kg		1766.4	24.7					13.8	407.5	30430.8
01	Alabama	2,4-DB	2013	kg		1352						8.5		20948.5
01	Alabama	2,4-DB	2014	kg									12198.1	28449.3
01	Alabama	2,4-DB	2015	kg		1401.9						25.4	5060.5	15459.1
01	Alabama	2,4-DB	2016	kg				1391.4				15.4	5462.4	22801.2
01	Alabama	2,4-DB	2017	kg		1517.6								22619
01	Alabama	2,4-DB	2018	kg		539.9						7.3		19725.8
01	Alabama	6-BENZYLADENINE	1993	kg							0			
01	Alabama	6-BENZYLADENINE	1994	kg					2.3		6.1			
01	Alabama	6-BENZYLADENINE	1995	kg							1.8			
01	Alabama	6-BENZYLADENINE	1996	kg				2.5			3.7			
01	Alabama	6-BENZYLADENINE	1997	kg							0			0
01	Alabama	6-BENZYLADENINE	1998	kg				4.1			0.1			
01	Alabama	6-BENZYLADENINE	1999	kg							0.2			
01	Alabama	6-BENZYLADENINE	2000	kg							0.2			
01	Alabama	6-BENZYLADENINE	2001	kg							0			
01	Alabama	6-BENZYLADENINE	2002	kg				0.3			0.1			
01	Alabama	6-BENZYLADENINE	2003	kg				1.3			0.2			
01	Alabama	6-BENZYLADENINE	2004	kg				0.1			0			
01	Alabama	6-BENZYLADENINE	2005	kg							0.2			
01	Alabama	6-BENZYLADENINE	2006	kg							0			
01	Alabama	6-BENZYLADENINE	2007	kg							1.7			
01	Alabama	6-BENZYLADENINE	2008	kg							1.4			
01	Alabama	6-BENZYLADENINE	2009	kg							0			
01	Alabama	6-BENZYLADENINE	2010	kg							0.2			
01	Alabama	6-BENZYLADENINE	2011	kg							0.6			
01	Alabama	6-BENZYLADENINE	2012	kg							0			
01	Alabama	6-BENZYLADENINE	2013	kg							0.3			
01	Alabama	6-BENZYLADENINE	2014	kg							0.4			
01	Alabama	6-BENZYLADENINE	2015	kg							0.6			
01	Alabama	6-BENZYLADENINE	2016	kg							0			
01	Alabama	ABAMECTIN	1998	kg					4.3					
01	Alabama	ABAMECTIN	2006	kg				1063.9						
01	Alabama	ABAMECTIN	2007	kg				675.9			0			
01	Alabama	ABAMECTIN	2008	kg				243.3			6.1			
01	Alabama	ABAMECTIN	2009	kg				547.9						
01	Alabama	ABAMECTIN	2010	kg	293.4			868.6						
01	Alabama	ABAMECTIN	2011	kg	21			2068.2						8.7
01	Alabama	ABAMECTIN	2012	kg	35.4			1092.9	3.4					
01	Alabama	ABAMECTIN	2013	kg	135.4			723.8						
01	Alabama	ABAMECTIN	2014	kg	21.2	5.7		1032.8			10.1			20.7
01	Alabama	ABAMECTIN	2015	kg				162.7	1.3		48.1			
01	Alabama	ABAMECTIN	2016	kg				329.3			20.7			
01	Alabama	ABAMECTIN	2017	kg							10.2			36.8
01	Alabama	ACEPHATE	1992	kg		1589.2		5909.4	375.9				558	21896.6
01	Alabama	ACEPHATE	1993	kg				2902.3	218.8				33.3	21090.4
01	Alabama	ACEPHATE	1994	kg	46.8			12097.7	355.7				213.4	2263
01	Alabama	ACEPHATE	1995	kg				3626.5	879.6				345.5	16521.9
01	Alabama	ACEPHATE	1996	kg	261.1	797.9		29355.8	474.2				72.5	8549
01	Alabama	ACEPHATE	1997	kg	29.1	34.6		4082.3	36.7			9.7	64.8	13585.2
01	Alabama	ACEPHATE	1998	kg				7997.6	295.7					1980.4
01	Alabama	ACEPHATE	1999	kg				5594.3	229.7					1153.6
01	Alabama	ACEPHATE	2000	kg				7493.8	416.5					6065.1
01	Alabama	ACEPHATE	2001	kg				5328.8	268.5		454.6			1584.7
01	Alabama	ACEPHATE	2002	kg				10481.6	379.3		47			958.8
01	Alabama	ACEPHATE	2003	kg				16099.1	438.3		27.8			13450.7
01	Alabama	ACEPHATE	2004	kg		1274.7		38541.3	581.1		312.9			6328.1
01	Alabama	ACEPHATE	2005	kg		131		22915.4	94.6					16773.9
01	Alabama	ACEPHATE	2006	kg		4050.1		8674.7	219.5					12815.8
01	Alabama	ACEPHATE	2007	kg		8930.4		5183	387.1					1738.1
01	Alabama	ACEPHATE	2008	kg		1722.1		16211.5	32					15305.8
01	Alabama	ACEPHATE	2009	kg				10530.4	36.1					408.8
01	Alabama	ACEPHATE	2010	kg		4031.2		22331.6	68.1					3330.9
01	Alabama	ACEPHATE	2011	kg		16805.4		30439.4	72		965.2			19879
01	Alabama	ACEPHATE	2012	kg		33496.3		10390.4	64					23935.9
01	Alabama	ACEPHATE	2013	kg		4026.8		6863.5	11.8					1296.1
01	Alabama	ACEPHATE	2014	kg		19393.5		25151.3						8957.8
01	Alabama	ACEPHATE	2015	kg		29473.2		14082.8						18083.2
01	Alabama	ACEPHATE	2016	kg		17709.5		20528.4						13791.1
01	Alabama	ACEPHATE	2017	kg		3946.2		13434.3						4946.1
01	Alabama	ACEPHATE	2018	kg		5317.2		55183.3						1942.4
01	Alabama	ACEPHATE	2019	kg		769.7		54995.4						9661
01	Alabama	ACETAMIPRID	2017	kg				369						
01	Alabama	ACETOCHLOR	1994	kg	9577.1									
01	Alabama	ACETOCHLOR	1995	kg	1376.2									
01	Alabama	ACETOCHLOR	1996	kg	4171.9		3855.4							
01	Alabama	ACETOCHLOR	1997	kg	25720.3								7	
01	Alabama	ACETOCHLOR	1998	kg	43567.3									
01	Alabama	ACETOCHLOR	1999	kg	13136.4									
01	Alabama	ACETOCHLOR	2000	kg	9172.7									
01	Alabama	ACETOCHLOR	2001	kg	38216.3									
01	Alabama	ACETOCHLOR	2002	kg	11080									
01	Alabama	ACETOCHLOR	2003	kg	25363.6									
01	Alabama	ACETOCHLOR	2004	kg	18951.6									
01	Alabama	ACETOCHLOR	2005	kg	21455.4									
01	Alabama	ACETOCHLOR	2006	kg	16499.9									
01	Alabama	ACETOCHLOR	2007	kg	29753.2									
01	Alabama	ACETOCHLOR	2008	kg	29148.6									
01	Alabama	ACETOCHLOR	2009	kg	59950.3									
01	Alabama	ACETOCHLOR	2010	kg	19613.9									
01	Alabama	ACETOCHLOR	2011	kg	21334.4			46753						
01	Alabama	ACETOCHLOR	2012	kg	57402.4	3875.2		13639						
01	Alabama	ACETOCHLOR	2013	kg	24242.2	14011		15323.2						
01	Alabama	ACETOCHLOR	2014	kg	23660.6	13108.4		28921.8						1267
01	Alabama	ACETOCHLOR	2015	kg	12805.6	82856.8		49677.1						4823.3
01	Alabama	ACETOCHLOR	2016	kg	18739.2	33319.2		40385.3						4605.7
01	Alabama	ACETOCHLOR	2017	kg	82142.2	10781.8		26460.8						7564.3
01	Alabama	ACETOCHLOR	2018	kg	17325.7	38455.3		58949.1						44995.9
01	Alabama	ACETOCHLOR	2019	kg	17134	29694.4		77085.1						42576.7
01	Alabama	ACIBENZOLAR	2001	kg										0
01	Alabama	ACIBENZOLAR	2002	kg										0
01	Alabama	ACIBENZOLAR	2003	kg										0
01	Alabama	ACIBENZOLAR	2004	kg										0
01	Alabama	ACIBENZOLAR	2005	kg										0
01	Alabama	ACIBENZOLAR	2006	kg										0
01	Alabama	ACIFLUORFEN	1992	kg		11312.5								1197.4
01	Alabama	ACIFLUORFEN	1993	kg		14322.1		890						1364.3
01	Alabama	ACIFLUORFEN	1994	kg		7389.8								1039.3
01	Alabama	ACIFLUORFEN	1995	kg		3415.4		125.8						3300.6
01	Alabama	ACIFLUORFEN	1996	kg		4472.9		2085.3						720.3
01	Alabama	ACIFLUORFEN	1997	kg		3323.7								2059.8
01	Alabama	ACIFLUORFEN	1998	kg		1832.1								3840
01	Alabama	ACIFLUORFEN	1999	kg		643.8								5380.7
01	Alabama	ACIFLUORFEN	2000	kg		1586.8								3070.9
01	Alabama	ACIFLUORFEN	2001	kg		1482.4								6089
01	Alabama	ACIFLUORFEN	2002	kg		272.8								1121.1
01	Alabama	ACIFLUORFEN	2003	kg		1629.9								1670.1
01	Alabama	ACIFLUORFEN	2004	kg		495.4								4848.3
01	Alabama	ACIFLUORFEN	2005	kg		287.9								9189.9
01	Alabama	ACIFLUORFEN	2006	kg		652.6								591.5
01	Alabama	ACIFLUORFEN	2007	kg										2787
01	Alabama	ACIFLUORFEN	2008	kg										2611.8
01	Alabama	ACIFLUORFEN	2009	kg										1515.1
01	Alabama	ACIFLUORFEN	2010	kg		572.7								2329.8
01	Alabama	ACIFLUORFEN	2011	kg				154.3						1796
01	Alabama	ACIFLUORFEN	2012	kg		154.8								4277.5
01	Alabama	ACIFLUORFEN	2013	kg		1081.1								651.9
01	Alabama	ACIFLUORFEN	2014	kg		1570								2330.3
01	Alabama	ACIFLUORFEN	2015	kg		1282.2								4749.7
01	Alabama	ACIFLUORFEN	2016	kg		2749.7								3398.3
01	Alabama	ACIFLUORFEN	2017	kg		453.2								4561.1
01	Alabama	ACIFLUORFEN	2018	kg		1454								1512.4
01	Alabama	ALACHLOR	1992	kg	11679.9	26887			2783.7					21891.7
01	Alabama	ALACHLOR	1993	kg	29021.4	40074.4			453.9					2248.3
01	Alabama	ALACHLOR	1994	kg	7624.9	58259.4		2794.7	1360.8					2113.3
01	Alabama	ALACHLOR	1995	kg	45625.8	20905.7			584.3					140755.2
01	Alabama	ALACHLOR	1996	kg	4733.8	48622.2			186.6					2392.7
01	Alabama	ALACHLOR	1997	kg	9787.2	27531			751					8471.6
01	Alabama	ALACHLOR	1998	kg	7049.3	9292.8			895					9318.2
01	Alabama	ALACHLOR	1999	kg	6932.5	19767.8			542.7					21070.7
01	Alabama	ALACHLOR	2000	kg	17716.1	19298.4			337.2					
01	Alabama	ALACHLOR	2001	kg	11074.7	5275.1			521.3					1613.7
01	Alabama	ALACHLOR	2002	kg	22389.1	4334.9			852.4					5228.7
01	Alabama	ALACHLOR	2003	kg	28673.4	15458.4			2099					13682.3
01	Alabama	ALACHLOR	2004	kg	11039.2				404.2					2625.7
01	Alabama	ALACHLOR	2005	kg	23044.2	2111.7								1075.6
01	Alabama	ALACHLOR	2006	kg	11623.3	7572.4								6765.2
01	Alabama	ALACHLOR	2007	kg	24233.3									
01	Alabama	ALACHLOR	2008	kg	11259.9									
01	Alabama	ALACHLOR	2009	kg	18654.3	701.1								
01	Alabama	ALACHLOR	2010	kg	15388.6									
01	Alabama	ALACHLOR	2011	kg	17295.2									
01	Alabama	ALACHLOR	2012	kg	10991.8									
01	Alabama	ALACHLOR	2013	kg	20674.5									
01	Alabama	ALACHLOR	2014	kg					798.9					
01	Alabama	ALACHLOR	2017	kg		22081.7								
01	Alabama	ALDICARB	1992	kg	200.4	690.9		40614.6			4689.3		22.7	40908.2
01	Alabama	ALDICARB	1993	kg	2695.2	1324		31975.4			21709.7			25589
01	Alabama	ALDICARB	1994	kg	430	40.1		44838.5			14904.1			43206
01	Alabama	ALDICARB	1995	kg	744.4	371.6		93890.6			5043.4			60142.7
01	Alabama	ALDICARB	1996	kg		3019.6		75058.7			758.7			23825.2
01	Alabama	ALDICARB	1997	kg	173.3	3265.7		92872.2			3780.7			20592.8
01	Alabama	ALDICARB	1998	kg				54943	43.7		803.2			40088.2
01	Alabama	ALDICARB	1999	kg				44789.2	121.7		14783.1			25224
01	Alabama	ALDICARB	2000	kg				81976	349.8					13842.6
01	Alabama	ALDICARB	2001	kg				41303.9	334.2		183.7			31608.8
01	Alabama	ALDICARB	2002	kg				52382.7			879.5			20839.3
01	Alabama	ALDICARB	2003	kg				66769.3	334.4		667.8			22438.7
01	Alabama	ALDICARB	2004	kg		848.7		77671.3	938.8		569.7			21705.6
01	Alabama	ALDICARB	2005	kg		783.2		76544.8	176.3		612.1			38279.1
01	Alabama	ALDICARB	2006	kg				63121.5			1943.1			23319.9
01	Alabama	ALDICARB	2007	kg				37226.9			1259.5			22860
01	Alabama	ALDICARB	2008	kg				27864			573.5			40554.5
01	Alabama	ALDICARB	2009	kg		21132.6		19695			5444.8			21177.3
01	Alabama	ALDICARB	2010	kg		21788.8		32364.2			455.9			14115.2
01	Alabama	ALDICARB	2011	kg				36730.3						5570.5
01	Alabama	ALDICARB	2012	kg				1363.4						706.5
01	Alabama	ALDICARB	2017	kg				5827.5						
01	Alabama	ALDICARB	2018	kg				11136.7						6313
01	Alabama	AMETRYN	1992	kg	3165.7									
01	Alabama	AMETRYN	1993	kg	850.1									
01	Alabama	AMETRYN	1994	kg	2485.1									
01	Alabama	AMETRYN	1995	kg	4749.8									
01	Alabama	AMETRYN	1996	kg	9019.3									
01	Alabama	AMETRYN	1997	kg	2076.8								17.5	
01	Alabama	AMETRYN	1998	kg	4628.4									
01	Alabama	AMETRYN	1999	kg	2310.7									
01	Alabama	AMETRYN	2000	kg	1393.7									
01	Alabama	AMETRYN	2001	kg	4677.9									
01	Alabama	AMETRYN	2002	kg	3311.5									
01	Alabama	AMETRYN	2003	kg	2401.3									
01	Alabama	AMETRYN	2004	kg	3141									
01	Alabama	AMETRYN	2005	kg	5944									
01	Alabama	AMETRYN	2006	kg	2565.3									
01	Alabama	AMETRYN	2010	kg	1062									
01	Alabama	AMINOPYRALID	2006	kg									362.7	
01	Alabama	AMINOPYRALID	2007	kg									306.2	
01	Alabama	AMINOPYRALID	2008	kg									8084.7	
01	Alabama	AMINOPYRALID	2009	kg									3475.5	
01	Alabama	AMINOPYRALID	2010	kg									964.7	
01	Alabama	AMINOPYRALID	2011	kg	145.7								4012.6	
01	Alabama	AMINOPYRALID	2012	kg									5696.2	
01	Alabama	AMINOPYRALID	2013	kg									3648.2	
01	Alabama	AMINOPYRALID	2014	kg									6737.2	
01	Alabama	AMINOPYRALID	2015	kg									10104.7	
01	Alabama	AMINOPYRALID	2016	kg									7419.2	
01	Alabama	AMINOPYRALID	2017	kg									20552.3	
01	Alabama	AMINOPYRALID	2018	kg									16908.9	
01	Alabama	AMITRAZ	1993	kg				9594.9						
01	Alabama	AMITRAZ	1994	kg				18031.8						
01	Alabama	AMITRAZ	1995	kg				26349.8	1.5					
01	Alabama	AMITRAZ	1996	kg				1179.4						
01	Alabama	AMITRAZ	1997	kg				1191.1			40.5			
01	Alabama	AMITRAZ	1998	kg				724						
01	Alabama	AMITRAZ	2000	kg				845.1						
01	Alabama	AMITROLE	1993	kg							148.7			
01	Alabama	AMITROLE	1995	kg							12.5			
01	Alabama	ATRAZINE	1992	kg	200688	229.1		6324.5	1951.4				426.4	20661.7
01	Alabama	ATRAZINE	1993	kg	220989.1		32817.4		4418.4				10638.1	18354.3
01	Alabama	ATRAZINE	1994	kg	189119.3			1676.8	2998.4		495.7		3223.3	4835.8
01	Alabama	ATRAZINE	1995	kg	174749.4				1999.3				4790.3	2845.1
01	Alabama	ATRAZINE	1996	kg	236082.7		1619.6		554.5				21144.5	6034.2
01	Alabama	ATRAZINE	1997	kg	161657.2				662.8				3175	1157
01	Alabama	ATRAZINE	1998	kg	225563.8				1710				3805.5	4471.7
01	Alabama	ATRAZINE	1999	kg	128699.1				908.4					12668.9
01	Alabama	ATRAZINE	2000	kg	139852.7				1265.6					2314
01	Alabama	ATRAZINE	2001	kg	116553.7				1057.9		6.4			3624.6
01	Alabama	ATRAZINE	2002	kg	148114.1				2359.8				4748.7	8729.2
01	Alabama	ATRAZINE	2003	kg	168837.2				757.2					8158.1
01	Alabama	ATRAZINE	2004	kg	182914.9				1034.5		1724.5		196.1	8214.7
01	Alabama	ATRAZINE	2005	kg	114342.8				624.8		6036.2		5265.1	151.3
01	Alabama	ATRAZINE	2006	kg	88872				639.9					
01	Alabama	ATRAZINE	2007	kg	226211.2				366.7		8.8			3127.9
01	Alabama	ATRAZINE	2008	kg	213910.6		520.1		543.2					1797.8
01	Alabama	ATRAZINE	2009	kg	157727.3				591.4		33.4			4120.2
01	Alabama	ATRAZINE	2010	kg	241358.4				508.1				13449.8	2394
01	Alabama	ATRAZINE	2011	kg	197177.5				547.9				6568.9	4443.9
01	Alabama	ATRAZINE	2012	kg	139673				329					5952.7
01	Alabama	ATRAZINE	2013	kg	181776.1				417.2					5621.8
01	Alabama	ATRAZINE	2014	kg	165519.7				514.3				78784.4	2097.6
01	Alabama	ATRAZINE	2015	kg	187544.4				153.8					3788.4
01	Alabama	ATRAZINE	2016	kg	219462.5				140.5					1248.4
01	Alabama	ATRAZINE	2017	kg	144743.5				1027					1283.8
01	Alabama	ATRAZINE	2018	kg	164860.1				476					851.8
01	Alabama	ATRAZINE	2019	kg	143796.7				39.5					943.9
01	Alabama	AZADIRACHTIN	2003	kg							3.6			4.5
01	Alabama	AZADIRACHTIN	2013	kg				236.9						167.9
01	Alabama	AZINPHOS-METHYL	1992	kg				14068.2	2652.4		7707.9			
01	Alabama	AZINPHOS-METHYL	1993	kg				17659.4	803.4		5084.5			
01	Alabama	AZINPHOS-METHYL	1994	kg				89468.9	955		5130.6		5.8	
01	Alabama	AZINPHOS-METHYL	1995	kg				6397.6	1328.5		3858.5			
01	Alabama	AZINPHOS-METHYL	1996	kg				2022.2	16.1		2950.6			
01	Alabama	AZINPHOS-METHYL	1997	kg				16444	520.2		957.3			
01	Alabama	AZINPHOS-METHYL	1998	kg				1216.5	297.1		2676.7			
01	Alabama	AZINPHOS-METHYL	1999	kg				415.8			2163.2			
01	Alabama	AZINPHOS-METHYL	2000	kg				499.3			1611.2			
01	Alabama	AZINPHOS-METHYL	2001	kg				351.5			1798.9			
01	Alabama	AZINPHOS-METHYL	2002	kg							2556.3			
01	Alabama	AZINPHOS-METHYL	2003	kg							1341.3			
01	Alabama	AZINPHOS-METHYL	2004	kg							1049.5			
01	Alabama	AZINPHOS-METHYL	2005	kg							2291.3			
01	Alabama	AZINPHOS-METHYL	2006	kg							622.4			
01	Alabama	AZINPHOS-METHYL	2007	kg							273.4			
01	Alabama	AZINPHOS-METHYL	2008	kg							149.9			
01	Alabama	AZINPHOS-METHYL	2009	kg							173.1			
01	Alabama	AZINPHOS-METHYL	2010	kg							86.5			
01	Alabama	AZINPHOS-METHYL	2011	kg							103			
01	Alabama	AZINPHOS-METHYL	2012	kg							55.3			
01	Alabama	AZINPHOS-METHYL	2013	kg							130.3			
01	Alabama	AZOXYSTROBIN	1997	kg										91.7
01	Alabama	AZOXYSTROBIN	1998	kg					877.1		5.9			755.6
01	Alabama	AZOXYSTROBIN	1999	kg			96		466.2		9.6			413.1
01	Alabama	AZOXYSTROBIN	2000	kg			1017.4		565.5					581.7
01	Alabama	AZOXYSTROBIN	2001	kg				1936.4	1193.2		329.2			4588.8
01	Alabama	AZOXYSTROBIN	2002	kg				837.6	964.8		28.6			3876.3
01	Alabama	AZOXYSTROBIN	2003	kg			777.7	4210.9	663.5		540			11145.7
01	Alabama	AZOXYSTROBIN	2004	kg			46.9	2638.2	514.1		340.2			1730.9
01	Alabama	AZOXYSTROBIN	2005	kg		283.6	17.7	1741.5	768.1		323.1			3019.5
01	Alabama	AZOXYSTROBIN	2006	kg		1435.8	419.2	1081.5	328.9					3831.5
01	Alabama	AZOXYSTROBIN	2007	kg	81.8	273.5	437.3	442.6	239.2		311			10125.7
01	Alabama	AZOXYSTROBIN	2008	kg	3519.7	1671.2	1250.5	645.7	651.2		307.3			11079.4
01	Alabama	AZOXYSTROBIN	2009	kg	4298.4	2601.7	782.7	156.9	358.1					2847.1
01	Alabama	AZOXYSTROBIN	2010	kg	192.3	463.9	1729.8	346.2	403		384.2			7615.2
01	Alabama	AZOXYSTROBIN	2011	kg	1204.5	3257.8	1337.9	268.9	412.2		238.7			5279.6
01	Alabama	AZOXYSTROBIN	2012	kg	3461.1	8056.7	846.1	730	271.2		212.8			4955.3
01	Alabama	AZOXYSTROBIN	2013	kg	937.4	1660.3	1175.5	98.6	670.9		370.4			1506.2
01	Alabama	AZOXYSTROBIN	2014	kg	3867	3666.2	900.1	67.1	378.7		309.3			4577.2
01	Alabama	AZOXYSTROBIN	2015	kg	2538.7	2507.6	141.4	1821.9	923.4		245.6			3408.1
01	Alabama	AZOXYSTROBIN	2016	kg	2584.5	1723.2	472.1	989	40.7		100.4			12805.9
01	Alabama	AZOXYSTROBIN	2017	kg	3539.8	3374.9	80.5	1775.7	1030.1		411.5			5493.5
01	Alabama	AZOXYSTROBIN	2018	kg	5304.5	6422.3	1146.8	3528.3	558.8		653.7			8904.3
01	Alabama	AZOXYSTROBIN	2019	kg	2918.1	2200.7	621.1	6678.6	258.8		927.8			10069.9
01	Alabama	BACILLUS CEREUS	1998	kg				11.4						
01	Alabama	BACILLUS CEREUS	1999	kg				10.3						
01	Alabama	BACILLUS CEREUS	2000	kg				12.8						
01	Alabama	BACILLUS CEREUS	2001	kg				6						
01	Alabama	BACILLUS CEREUS	2002	kg				12.5						
01	Alabama	BACILLUS CEREUS	2003	kg				11.7						
01	Alabama	BACILLUS CEREUS	2004	kg				3.6						
01	Alabama	BACILLUS CEREUS	2005	kg				7.8						
01	Alabama	BACILLUS CEREUS	2006	kg				15.5						
01	Alabama	BACILLUS CEREUS	2007	kg				5						
01	Alabama	BACILLUS CEREUS	2008	kg				4.4						
01	Alabama	BACILLUS CEREUS	2009	kg				6.1						
01	Alabama	BACILLUS CEREUS	2010	kg				17						
01	Alabama	BACILLUS CEREUS	2011	kg				10.2						
01	Alabama	BACILLUS CEREUS	2012	kg				5.3						
01	Alabama	BACILLUS CEREUS	2013	kg				1.5						
01	Alabama	BACILLUS CEREUS	2014	kg				16.4						
01	Alabama	BACILLUS CEREUS	2015	kg				0.1						
01	Alabama	BACILLUS CEREUS	2016	kg				0.6						
01	Alabama	BACILLUS CEREUS	2017	kg				3						
01	Alabama	BACILLUS CEREUS	2018	kg				3						
01	Alabama	BACILLUS FIRMUS	2010	kg	7.2									
01	Alabama	BACILLUS FIRMUS	2011	kg	265.4									
01	Alabama	BACILLUS FIRMUS	2012	kg	67.6			28.8						
01	Alabama	BACILLUS FIRMUS	2013	kg	195.6			65.1						
01	Alabama	BACILLUS FIRMUS	2014	kg	325.9	118.7		61.5						
01	Alabama	BACILLUS SUBTILIS	2006	kg				1.7						
01	Alabama	BACILLUS SUBTILIS	2007	kg				8.4						
01	Alabama	BACILLUS SUBTILIS	2008	kg				66.9						
01	Alabama	BACILLUS SUBTILIS	2010	kg				1.4						
01	Alabama	BACILLUS THURINGIENSIS	1992	kg	179.4	5.6		110.3	940.8		45.5			51.9
01	Alabama	BACILLUS THURINGIENSIS	1993	kg		42.2		1304.3	469.5				17.5	0.7
01	Alabama	BACILLUS THURINGIENSIS	1994	kg	6.8	59		466.7	143.8				0	0.1
01	Alabama	BACILLUS THURINGIENSIS	1995	kg		174.5		17053	1028.1				6.7	0.3
01	Alabama	BACILLUS THURINGIENSIS	1996	kg				17460.8	636.1		36.9	3.1	5.1	0.4
01	Alabama	BACILLUS THURINGIENSIS	1997	kg	709.6			3482.2	187.9					0.3
01	Alabama	BACILLUS THURINGIENSIS	1998	kg	52			1836	50.9		103.4			2.6
01	Alabama	BACILLUS THURINGIENSIS	1999	kg					137.4					20.8
01	Alabama	BACILLUS THURINGIENSIS	2000	kg					2954.7					0.2
