State_FIPS_code,State,Year,Low_Estimate_Total_kg,High_Estimate_Total_kg
28,Mississippi,2018,8010227.800000001,9455990.5
28,Mississippi,2019,6705030.800000001,8282292.6
29,Missouri,1992,8364205.3,10497489.9
29,Missouri,1993,8028327.7,10218408.0
29,Missouri,1994,9550270.7,11787523.3
29,Missouri,1995,8053709.1,10811070.9
29,Missouri,1996,10373312.2,13458810.600000001
29,Missouri,1997,10806283.5,12675860.899999999
29,Missouri,1998,9813625.6,11267188.1
29,Missouri,1999,8754672.2,10063720.1
29,Missouri,2000,8967737.2,10363759.1
29,Missouri,2001,8730850.0,10213451.5
29,Missouri,2002,8529126.5,9723912.3
29,Missouri,2003,9097619.2,10476014.1
29,Missouri,2004,9203834.0,10475916.0
29,Missouri,2005,8648806.7,10361455.6
29,Missouri,2006,9023651.4,10421028.2
29,Missouri,2007,9498999.200000001,10893324.799999999
29,Missouri,2008,9088713.6,10588764.600000001
29,Missouri,2009,10062075.8,11374333.899999999
29,Missouri,2010,10904120.899999999,12239443.4
29,Missouri,2011,12570818.5,13545932.2
29,Missouri,2012,13034462.499999998,14347039.4
29,Missouri,2013,12467096.299999999,13871852.100000001
29,Missouri,2014,15097792.3,16987373.099999998
29,Missouri,2015,13961473.7,15404315.799999999
29,Missouri,2016,16193812.2,17706455.1
29,Missouri,2017,15603103.699999997,17399528.599999998
29,Missouri,2018,16081443.7,17475675.4
29,Missouri,2019,12813575.799999999,14205638.1
30,Montana,1992,2016727.6,3550193.9
30,Montana,1993,2472281.0999999996,3824198.0
30,Montana,1994,2459997.5,3792881.0
30,Montana,1995,2853351.5,5136393.8
30,Montana,1996,2962084.3000000003,5233536.3
30,Montana,1997,3534938.4,5372984.6
30,Montana,1998,3340474.8000000003,4291414.3
30,Montana,1999,2896886.2,5159992.6
30,Montana,2000,2512856.2,3817747.4000000004
30,Montana,2001,2748519.3,4680921.8
30,Montana,2002,2979780.8,4822629.8
30,Montana,2003,2924998.3,4343105.0
30,Montana,2004,2373408.7,4130796.0999999996
30,Montana,2005,2903414.0,4141825.4
30,Montana,2006,3320265.4,4326825.1
30,Montana,2007,3824979.6999999997,5305314.9
30,Montana,2008,3403310.5,4600316.3
30,Montana,2009,3213812.8000000003,4673287.8
30,Montana,2010,3867695.0,5128019.6
30,Montana,2011,3764188.8999999994,4720334.7
30,Montana,2012,4721349.5,5873460.5
30,Montana,2013,4374899.1,5694361.3
30,Montana,2014,5182314.300000001,6448000.100000001
30,Montana,2015,5970746.399999999,7752283.1
30,Montana,2016,6305778.7,8062772.4
30,Montana,2017,5384516.3,7313952.7
30,Montana,2018,6589367.8,8464191.3
30,Montana,2019,7095875.5,7567399.6
31,Nebraska,1992,16418801.899999999,18515009.9
31,Nebraska,1993,17094884.5,20205728.3
31,Nebraska,1994,19809761.1,23765086.599999998
31,Nebraska,1995,18606387.7,23745764.5
31,Nebraska,1996,17785375.3,21161701.9
31,Nebraska,1997,17456591.099999998,20182576.2
31,Nebraska,1998,16960858.7,20510409.6
31,Nebraska,1999,14134201.9,16747528.9
31,Nebraska,2000,15055526.6,17813006.2
31,Nebraska,2001,13612433.700000001,16301407.3
31,Nebraska,2002,12947654.799999999,16036572.0
31,Nebraska,2003,13126132.5,15306758.6
31,Nebraska,2004,13845069.8,16092308.6
31,Nebraska,2005,14108309.899999999,16757139.799999999
31,Nebraska,2006,14619274.500000002,16651395.0
31,Nebraska,2007,14045410.1,17684194.4
31,Nebraska,2008,16739202.399999999,18731237.3
31,Nebraska,2009,18934425.400000002,21101272.9
31,Nebraska,2010,17425790.1,19006470.0
31,Nebraska,2011,18789648.0,21603754.0
31,Nebraska,2012,22416397.6,24711592.799999997
31,Nebraska,2013,22487698.400000002,24694896.7
31,Nebraska,2014,20749453.0,23692095.7
31,Nebraska,2015,19596422.6,22752536.700000003
31,Nebraska,2016,23214895.3,26228049.299999997
31,Nebraska,2017,24809547.2,28673488.4
31,Nebraska,2018,23272649.3,26387323.8
31,Nebraska,2019,24375995.299999997,27121337.200000003
32,Nevada,1992,400827.2,578530.1
32,Nevada,1993,808503.2999999999,1094933.9
32,Nevada,1994,218441.6,362083.7
32,Nevada,1995,228835.2,828877.4
32,Nevada,1996,322633.7,801513.1
32,Nevada,1997,299822.2,530002.6
32,Nevada,1998,1010143.5,1251800.3
32,Nevada,1999,837445.3,1090885.1
32,Nevada,2000,823281.1,1105247.0
32,Nevada,2001,145053.8,632128.9
32,Nevada,2002,309990.2,570610.3
32,Nevada,2003,730682.7999999999,910081.7
32,Nevada,2004,1009088.1,1250253.5
32,Nevada,2005,980751.6,1096506.5999999999
32,Nevada,2006,639899.5,740856.0
32,Nevada,2007,638470.4,718404.4
32,Nevada,2008,688678.3,804098.5
32,Nevada,2009,795209.2,855934.6
32,Nevada,2010,690070.3,757787.2000000001
32,Nevada,2011,520015.9,613023.6
32,Nevada,2012,445695.0,571378.3
32,Nevada,2013,683200.3,768988.2
32,Nevada,2014,485107.2,586534.8
32,Nevada,2015,376792.89999999997,465409.2
32,Nevada,2016,357521.0,486300.9
32,Nevada,2017,419092.9,421425.2
32,Nevada,2018,174075.9,191970.4
32,Nevada,2019,94045.90000000001,96814.1
33,New Hampshire,1992,24795.7,78719.9
33,New Hampshire,1993,38159.7,105758.3
33,New Hampshire,1994,67259.1,133014.0
33,New Hampshire,1995,137988.3,178526.0
33,New Hampshire,1996,65783.5,113662.9
33,New Hampshire,1997,26297.6,78966.40000000001
33,New Hampshire,1998,75733.3,93743.7
33,New Hampshire,1999,104335.0,115306.3
33,New Hampshire,2000,75238.4,87409.2
33,New Hampshire,2001,116296.9,123097.9
33,New Hampshire,2002,75496.3,85156.09999999999
33,New Hampshire,2003,81232.2,99052.6
33,New Hampshire,2004,142231.1,147192.0
33,New Hampshire,2005,85616.09999999999,91194.9
33,New Hampshire,2006,57384.1,65514.9
33,New Hampshire,2007,74920.1,84135.3
33,New Hampshire,2008,77385.0,84681.8
33,New Hampshire,2009,76714.6,85943.5
33,New Hampshire,2010,69576.5,77017.4
33,New Hampshire,2011,53776.200000000004,56478.5
33,New Hampshire,2012,60764.5,66540.7
33,New Hampshire,2013,65285.799999999996,71103.1
33,New Hampshire,2014,52634.8,57813.3
33,New Hampshire,2015,51572.799999999996,54354.6
33,New Hampshire,2016,35672.0,39182.9
33,New Hampshire,2017,47344.200000000004,51345.1
33,New Hampshire,2018,51139.3,53551.2
33,New Hampshire,2019,17953.0,19804.5
34,New Jersey,1992,1078172.8,1507917.1
34,New Jersey,1993,1130896.0,1505720.5
34,New Jersey,1994,1484927.7,1828841.5
34,New Jersey,1995,1019318.3,1341840.4
34,New Jersey,1996,1644550.3,2053242.1
34,New Jersey,1997,1199397.3,1609316.8
34,New Jersey,1998,550600.3,1094850.0
34,New Jersey,1999,820115.7000000001,1010929.2
34,New Jersey,2000,800172.1,1060537.0
34,New Jersey,2001,586184.8,844750.7
34,New Jersey,2002,496807.4,697723.8
34,New Jersey,2003,619599.4,787200.2
34,New Jersey,2004,691968.9,889474.4
34,New Jersey,2005,518691.9,592281.6
34,New Jersey,2006,935735.3,1004059.7000000001
34,New Jersey,2007,624050.8,667874.8
34,New Jersey,2008,694064.6,814360.1
34,New Jersey,2009,572453.9,631028.6
34,New Jersey,2010,598359.3,686859.9
34,New Jersey,2011,452743.9,562664.6
34,New Jersey,2012,644774.0,701346.5
34,New Jersey,2013,663786.2,712348.9
34,New Jersey,2014,508657.0,593466.7999999999
34,New Jersey,2015,507347.8,550148.3
34,New Jersey,2016,329718.3,366455.5
34,New Jersey,2017,436093.8,494683.8
34,New Jersey,2018,416966.6,443070.1
34,New Jersey,2019,238019.4,248233.7
35,New Mexico,1992,1219485.2999999998,1725584.2
35,New Mexico,1993,673309.6,1303680.3
35,New Mexico,1994,644376.6,1219203.2
35,New Mexico,1995,715208.8,1457149.9
35,New Mexico,1996,547102.8,1602253.2
35,New Mexico,1997,1140391.9,2416829.6
35,New Mexico,1998,714127.0,1984845.9
35,New Mexico,1999,982429.6,2025238.2
35,New Mexico,2000,806786.6,1939204.5
35,New Mexico,2001,1701757.8,2390036.1
35,New Mexico,2002,1177487.7,1958087.9
35,New Mexico,2003,1091447.9000000001,1901630.2
35,New Mexico,2004,807897.0,2194039.4
35,New Mexico,2005,1233194.4,1861146.0
35,New Mexico,2006,1500289.9,2084296.1
35,New Mexico,2007,1466768.8,1887028.5999999999
35,New Mexico,2008,906249.1,1136951.1
35,New Mexico,2009,911185.1,1156111.0999999999
35,New Mexico,2010,1035223.5,1303925.0999999999
35,New Mexico,2011,800785.4,1166897.3
35,New Mexico,2012,913220.5,1444738.1
35,New Mexico,2013,1400852.4000000001,1916559.0
35,New Mexico,2014,1501657.0,2093911.4
35,New Mexico,2015,965666.2,1282586.7
35,New Mexico,2016,735056.1,971246.7
35,New Mexico,2017,1273285.7,1421168.1
35,New Mexico,2018,1655352.9,1724208.0
35,New Mexico,2019,660475.9,765385.9
36,New York,1992,4695637.7,6267345.4
36,New York,1993,4031938.2,4780852.1
36,New York,1994,4505394.8,5470579.2
36,New York,1995,3997759.8,5315707.9
36,New York,1996,5176319.0,6503107.7
36,New York,1997,4121316.3000000003,5142583.2
36,New York,1998,4942955.3,5910437.8
36,New York,1999,4258490.1,5362281.3
36,New York,2000,3905344.0,4927155.8
36,New York,2001,3540920.5,4392028.3
36,New York,2002,3665793.5,7039614.8
36,New York,2003,4114765.1999999997,4946977.1
36,New York,2004,3939990.5,5291585.5
36,New York,2005,3709101.0,4351020.7
36,New York,2006,4049602.4,5031760.7
36,New York,2007,3525842.3,4328361.2
36,New York,2008,3340711.2,4200057.0
36,New York,2009,3239763.3,4238574.3
36,New York,2010,3439237.6,4577566.899999999
36,New York,2011,3324845.7,4315662.4
36,New York,2012,3447138.1,4359217.9
36,New York,2013,3711421.8,4424136.7
36,New York,2014,3345460.1,4190037.6
36,New York,2015,2625883.2,3120134.5
36,New York,2016,3003185.1999999997,3607715.9
36,New York,2017,2992297.0,3817544.6999999997
36,New York,2018,3109674.3,3782844.9
36,New York,2019,1682928.3,2029873.7
37,North Carolina,1992,10649140.2,15165079.299999999
37,North Carolina,1993,8540115.5,10966847.6
37,North Carolina,1994,10872413.0,16214998.0
37,North Carolina,1995,9486599.8,12655235.4
37,North Carolina,1996,12465614.1,17618590.1
37,North Carolina,1997,14298111.200000001,18254165.8
37,North Carolina,1998,10384404.700000001,14491028.9
37,North Carolina,1999,9372497.7,11762334.5
37,North Carolina,2000,11326285.9,14464802.899999999
37,North Carolina,2001,9142235.3,12409091.9
37,North Carolina,2002,10350306.6,12069241.1
37,North Carolina,2003,7886335.6,10149210.0
37,North Carolina,2004,8815790.0,11012253.1
37,North Carolina,2005,7955030.2,9946191.2
37,North Carolina,2006,8272824.5,11280911.5
37,North Carolina,2007,10147048.1,13105904.2
37,North Carolina,2008,8644172.9,11251778.4
37,North Carolina,2009,9318788.6,11301782.6
37,North Carolina,2010,10497901.1,12163599.8
37,North Carolina,2011,13553244.4,17113097.4
37,North Carolina,2012,12383779.3,14834310.200000001
37,North Carolina,2013,11864551.9,13904464.8
37,North Carolina,2014,12450731.7,14823147.3
37,North Carolina,2015,11185966.5,13853227.200000001
37,North Carolina,2016,11132916.9,12680057.8
37,North Carolina,2017,10646849.1,13545787.6
37,North Carolina,2018,9912667.6,13362884.4
37,North Carolina,2019,5558412.199999999,6457506.800000001
38,North Dakota,1992,6395741.100000001,9547462.5
38,North Dakota,1993,5535352.2,8372197.1
38,North Dakota,1994,7556006.3,11644329.100000001
38,North Dakota,1995,6915046.7,10646210.0
38,North Dakota,1996,7663646.8,11486104.4
38,North Dakota,1997,7348320.5,10148957.0
38,North Dakota,1998,8521513.3,10593950.3
38,North Dakota,1999,6741646.2,9253788.5
38,North Dakota,2000,7027069.9,9109819.4
38,North Dakota,2001,6940849.3,8909028.5
38,North Dakota,2002,7383111.8,9458219.5
38,North Dakota,2003,7711363.7,10285534.6
38,North Dakota,2004,7794534.2,11036383.4
38,North Dakota,2005,8467634.3,10380833.3
38,North Dakota,2006,8117255.0,10189573.1
38,North Dakota,2007,8639645.9,10815379.9
38,North Dakota,2008,9229739.0,11100512.4
38,North Dakota,2009,9091180.3,11746210.200000001
38,North Dakota,2010,10045258.6,11715230.2
38,North Dakota,2011,9792126.1,12882669.0
38,North Dakota,2012,13915109.100000001,16139661.6
38,North Dakota,2013,12980939.299999999,15112526.8
38,North Dakota,2014,12790835.3,15164384.799999999
38,North Dakota,2015,13686492.4,16360310.8
38,North Dakota,2016,17378105.3,19694807.799999997
38,North Dakota,2017,18012238.400000002,24214658.099999998
38,North Dakota,2018,17383880.2,20340302.0
38,North Dakota,2019,14073591.7,15290983.200000001
39,Ohio,1992,12154002.700000001,13826413.6
39,Ohio,1993,10754345.799999999,12306714.1
39,Ohio,1994,14067214.9,16398786.1
39,Ohio,1995,11356230.9,13070411.5
39,Ohio,1996,9673419.6,11209280.4
39,Ohio,1997,11038835.9,12698457.899999999
39,Ohio,1998,9662641.6,11309951.5
39,Ohio,1999,8307820.8,9603745.1
39,Ohio,2000,8452832.2,9808568.6
39,Ohio,2001,8293573.0,9665527.2
39,Ohio,2002,7715523.099999999,9200507.5
39,Ohio,2003,8095243.9,9439124.200000001
39,Ohio,2004,8132078.8,9715665.0
39,Ohio,2005,8169286.100000001,9403263.0
39,Ohio,2006,7943909.5,9018840.2
39,Ohio,2007,8645462.9,10270249.1
39,Ohio,2008,8774350.5,10053819.9
39,Ohio,2009,8180509.0,9434295.7
39,Ohio,2010,8641537.3,9956945.1
39,Ohio,2011,9047649.299999999,10312632.7
39,Ohio,2012,9202261.799999999,10582999.1
39,Ohio,2013,9731847.4,11125610.5
39,Ohio,2014,10578891.000000002,12061656.8
39,Ohio,2015,9459692.1,10742178.4
39,Ohio,2016,10211000.500000002,11513857.399999999
39,Ohio,2017,10058566.700000001,11715268.399999999
39,Ohio,2018,10349487.1,11996616.6
39,Ohio,2019,7647358.199999999,8727955.6
40,Oklahoma,1992,2090591.2,3356728.1
40,Oklahoma,1993,1974348.0999999999,3282088.1999999997
40,Oklahoma,1994,3030361.6999999997,5053620.1
40,Oklahoma,1995,2142352.7,3963858.2
40,Oklahoma,1996,2739327.4,4716050.899999999
40,Oklahoma,1997,3221213.0,5204281.899999999
40,Oklahoma,1998,2634551.6,3621428.3
40,Oklahoma,1999,2800577.7,4338090.3
40,Oklahoma,2000,2749504.8,4016650.8
40,Oklahoma,2001,2606060.3,3805710.4
40,Oklahoma,2002,2736561.9,3611754.8
40,Oklahoma,2003,2746458.2,3750429.8000000003
40,Oklahoma,2004,3482594.3,4466669.2
40,Oklahoma,2005,2481211.6999999997,3316766.1
40,Oklahoma,2006,2635055.1,3611844.6999999997
40,Oklahoma,2007,2503082.7,3538584.4
40,Oklahoma,2008,2812165.1,3673930.1
40,Oklahoma,2009,3636330.0,4566022.6
40,Oklahoma,2010,3922658.1,4849849.3
40,Oklahoma,2011,3809478.3,4806088.6
40,Oklahoma,2012,3492395.2,4570189.5
40,Oklahoma,2013,3738811.0,4728715.4
40,Oklahoma,2014,4356548.4,5564911.3
40,Oklahoma,2015,5323336.5,6571485.0
40,Oklahoma,2016,4827586.1,5892095.7
40,Oklahoma,2017,6848335.2,8840972.0
40,Oklahoma,2018,6045941.3,7709577.4
40,Oklahoma,2019,5094611.0,5947832.9
41,Oregon,1992,3867260.9,6373730.7
41,Oregon,1993,4126482.8,7032090.699999999
41,Oregon,1994,4080053.0,8064945.600000001
41,Oregon,1995,3665463.3000000003,8856681.8
41,Oregon,1996,6623075.899999999,10060042.4
41,Oregon,1997,5322070.8,9863492.700000001
41,Oregon,1998,5420128.899999999,7363986.0
41,Oregon,1999,5392708.4,8576828.799999999
41,Oregon,2000,6156721.100000001,7815660.7
41,Oregon,2001,7312722.3,9786810.6
41,Oregon,2002,6329420.8,8144862.1
41,Oregon,2003,6870744.9,9895115.8
41,Oregon,2004,5654546.0,8918890.0
41,Oregon,2005,5411237.899999999,8124194.7
41,Oregon,2006,5895018.1,7789495.6
41,Oregon,2007,5718244.2,9101984.1
41,Oregon,2008,4323889.4,7095094.5
41,Oregon,2009,4153309.7,6590322.0
41,Oregon,2010,3989677.7,6796851.4
41,Oregon,2011,5080256.4,7163848.5
41,Oregon,2012,5695221.3,6799119.399999999
41,Oregon,2013,5403678.6,8194315.5
41,Oregon,2014,6724557.6,8314219.300000001
41,Oregon,2015,6195717.4,8183435.7
41,Oregon,2016,5507665.5,7538677.7
41,Oregon,2017,6391763.7,10037991.5
41,Oregon,2018,6172228.7,8877798.2
41,Oregon,2019,1338118.4000000001,1734812.4
42,Pennsylvania,1992,4491108.3,5786845.2
42,Pennsylvania,1993,4043438.4,5203639.1
42,Pennsylvania,1994,4469659.2,6039053.7
42,Pennsylvania,1995,4384274.8,5435409.9
42,Pennsylvania,1996,4323707.6,12021699.7
42,Pennsylvania,1997,4474025.199999999,5445111.2
42,Pennsylvania,1998,4284862.8,5302730.7
42,Pennsylvania,1999,4074490.9,4882032.899999999
42,Pennsylvania,2000,3937845.8,4816080.5
42,Pennsylvania,2001,3422701.1,4310690.5
42,Pennsylvania,2002,3080742.6,3747302.9
42,Pennsylvania,2003,3334707.0,4379596.0
42,Pennsylvania,2004,3693546.5,4495176.7
42,Pennsylvania,2005,3496121.4,4341869.4
42,Pennsylvania,2006,3627866.4,4491233.1
42,Pennsylvania,2007,4044109.0000000005,4792615.100000001
42,Pennsylvania,2008,2882409.1,3567356.6
42,Pennsylvania,2009,3472339.1999999997,4261904.8
42,Pennsylvania,2010,3422103.9,4129444.5
42,Pennsylvania,2011,3497087.7,4080663.3
42,Pennsylvania,2012,3944464.0,4866815.899999999
42,Pennsylvania,2013,3997990.4,4743085.2
42,Pennsylvania,2014,3747408.2,4698367.7
42,Pennsylvania,2015,3313403.4,3955932.3
42,Pennsylvania,2016,3083024.6,3825169.3
42,Pennsylvania,2017,3603324.5,4847060.2
42,Pennsylvania,2018,3428912.3,4009019.7
42,Pennsylvania,2019,2715435.6999999997,3187545.9
44,Rhode Island,1992,19932.0,27616.1
44,Rhode Island,1993,24591.5,29352.0
44,Rhode Island,1994,29451.8,31760.7
44,Rhode Island,1995,50226.3,54266.200000000004
44,Rhode Island,1996,51016.8,64894.5
44,Rhode Island,1997,13980.4,24770.4
44,Rhode Island,1998,26695.100000000002,28652.1
44,Rhode Island,1999,22434.899999999998,24603.5
44,Rhode Island,2000,22674.0,24760.0
44,Rhode Island,2001,21843.3,25725.8
44,Rhode Island,2002,13374.7,23033.7
44,Rhode Island,2003,18955.3,25896.5
44,Rhode Island,2004,22246.899999999998,26014.7
44,Rhode Island,2005,23179.6,24107.4
44,Rhode Island,2006,21417.8,23596.399999999998
44,Rhode Island,2007,19274.4,20612.6
44,Rhode Island,2008,17310.0,19599.1
44,Rhode Island,2009,17485.399999999998,19364.4
44,Rhode Island,2010,17160.8,18125.2
44,Rhode Island,2011,16316.1,17335.4
44,Rhode Island,2012,16642.9,17833.3
44,Rhode Island,2013,15059.2,16231.3
44,Rhode Island,2014,13344.7,14364.7
44,Rhode Island,2015,11164.8,11847.0
44,Rhode Island,2016,7705.1,8501.6
44,Rhode Island,2017,11355.3,11891.0
44,Rhode Island,2018,12546.5,12873.4
44,Rhode Island,2019,3077.9,3206.2000000000003
45,South Carolina,1992,3085187.0,5162654.2
45,South Carolina,1993,3052771.5,4265992.3
45,South Carolina,1994,4863606.5,6641935.5
45,South Carolina,1995,3371846.0,6170605.0
45,South Carolina,1996,6445838.8,11215811.2
45,South Carolina,1997,4623362.8,6118037.5
45,South Carolina,1998,4253010.4,6081660.2
45,South Carolina,1999,3295875.7,4195432.8
45,South Carolina,2000,4271018.6,5530507.3
45,South Carolina,2001,3922385.0,5081220.3
45,South Carolina,2002,3200357.1,3972750.3
45,South Carolina,2003,3155347.6999999997,3955413.5
45,South Carolina,2004,3529852.8,4558526.399999999
45,South Carolina,2005,3722942.9000000004,4681774.100000001
45,South Carolina,2006,3384486.3000000003,4351021.9
45,South Carolina,2007,2760978.4,4007619.3
45,South Carolina,2008,2928789.5,4156164.4
45,South Carolina,2009,3236551.7,4299684.8
45,South Carolina,2010,3424514.2,4313984.3
45,South Carolina,2011,4623932.7,6588768.399999999
45,South Carolina,2012,3541357.5,5018299.600000001
45,South Carolina,2013,3843174.9,4978576.100000001
45,South Carolina,2014,3784762.4,5008021.100000001
45,South Carolina,2015,4066002.5,5544147.7
45,South Carolina,2016,3639896.6,4910250.8
45,South Carolina,2017,3216108.0,4751073.1
45,South Carolina,2018,3618137.0,7364130.0
45,South Carolina,2019,1651562.5,2257130.6
46,South Dakota,1992,5774674.5,7322381.8
46,South Dakota,1993,5878404.3,7659226.8
46,South Dakota,1994,7481422.1,9974335.3
46,South Dakota,1995,5529279.899999999,8769476.3
46,South Dakota,1996,6840668.5,9627974.9
46,South Dakota,1997,6725636.5,9532859.4
46,South Dakota,1998,7450894.0,9205624.9
46,South Dakota,1999,6324460.5,8754621.700000001
46,South Dakota,2000,7616437.5,9899974.9
46,South Dakota,2001,6729613.0,9535418.7
46,South Dakota,2002,5781643.899999999,7710608.6
46,South Dakota,2003,6587063.4,9330751.3
46,South Dakota,2004,7393105.899999999,10001470.799999999
46,South Dakota,2005,6696824.499999999,8847131.4
46,South Dakota,2006,6047775.199999999,7146996.300000001
46,South Dakota,2007,7313807.3,8796800.0
46,South Dakota,2008,8260557.899999999,9976206.200000001
46,South Dakota,2009,8935384.5,10488199.7
46,South Dakota,2010,9133746.799999999,10317255.599999998
46,South Dakota,2011,9388441.9,11750383.0
46,South Dakota,2012,11002137.3,13168884.2
46,South Dakota,2013,12205226.6,13809510.3
46,South Dakota,2014,11474587.3,14373398.0
46,South Dakota,2015,13405423.2,15785753.7
46,South Dakota,2016,13942883.799999999,15718478.4
46,South Dakota,2017,13760279.399999999,16299204.8
46,South Dakota,2018,14017754.7,16888709.9
46,South Dakota,2019,10504075.299999999,11794288.999999998
47,Tennessee,1992,4014201.3,5631527.9
47,Tennessee,1993,3782281.3000000003,4843700.2
47,Tennessee,1994,3620536.4,5099027.6
47,Tennessee,1995,4779760.6,5995842.0
47,Tennessee,1996,4070892.3,5658508.8
47,Tennessee,1997,5358766.3,6666833.1
47,Tennessee,1998,3812908.7,4720386.7
47,Tennessee,1999,3764895.4,5108456.4
47,Tennessee,2000,3720074.8,4772666.0
47,Tennessee,2001,3415495.9,4375224.2
47,Tennessee,2002,3364464.9999999995,4320758.199999999
47,Tennessee,2003,3339946.1000000006,4119314.5999999996
47,Tennessee,2004,3265699.8,4403772.699999999
47,Tennessee,2005,3442707.1,4265876.8
47,Tennessee,2006,3514048.5,4627225.2
47,Tennessee,2007,3305046.5000000005,4319314.0
47,Tennessee,2008,3445178.1,4270393.6
47,Tennessee,2009,3805785.1,4635932.0
47,Tennessee,2010,3935192.5,5208500.600000001
47,Tennessee,2011,5077218.2,6605796.0
47,Tennessee,2012,5391025.6,7005761.2
47,Tennessee,2013,4443205.7,5674889.8
47,Tennessee,2014,5968248.600000001,7645557.2
47,Tennessee,2015,6634647.3,7864264.300000001
47,Tennessee,2016,6060916.2,7277567.2
47,Tennessee,2017,6087374.1,7716334.7
47,Tennessee,2018,6763935.3,8458531.4
47,Tennessee,2019,4327681.2,5321379.899999999
48,Texas,1992,13853319.9,19794311.6
48,Texas,1993,13044560.7,17573719.2
48,Texas,1994,12723862.0,18620615.3
48,Texas,1995,20311025.9,27382166.8
48,Texas,1996,12553999.200000001,17679526.6
48,Texas,1997,15263102.7,19953195.3
48,Texas,1998,16730769.1,21575706.4
48,Texas,1999,15456815.8,20816350.4
48,Texas,2000,16710140.200000001,21701482.8
48,Texas,2001,14444758.299999999,20023351.1
48,Texas,2002,15440938.7,19503419.3
48,Texas,2003,14268708.5,17676259.7
48,Texas,2004,15665362.6,20751027.7
48,Texas,2005,16611348.5,19575193.3
48,Texas,2006,11124133.700000001,14294083.799999999
48,Texas,2007,14542548.6,17703847.6
48,Texas,2008,14920611.599999998,17479749.900000002
48,Texas,2009,15764858.8,18530631.099999998
48,Texas,2010,19067790.599999998,21983246.9
48,Texas,2011,12893718.500000002,15904741.1
48,Texas,2012,19376933.2,22268394.9
48,Texas,2013,19592894.5,22173685.099999998
48,Texas,2014,20082523.5,22505464.8
48,Texas,2015,21732207.0,24827992.1
48,Texas,2016,23541381.1,26566719.0
48,Texas,2017,23902434.6,28047153.099999998
48,Texas,2018,26100005.8,30158850.6
48,Texas,2019,19272334.7,21224500.7
49,Utah,1992,536951.6,972641.9
49,Utah,1993,289163.7,761751.2
49,Utah,1994,391342.8,984591.0
49,Utah,1995,476842.5,1112007.2
49,Utah,1996,575694.2,1579780.5
49,Utah,1997,500374.5,1274381.2
49,Utah,1998,484560.0,944654.9
49,Utah,1999,364573.5,858884.5
49,Utah,2000,429220.9,696549.5
49,Utah,2001,261773.80000000002,750322.6
49,Utah,2002,356904.1,836773.0
49,Utah,2003,382761.8,679830.9
49,Utah,2004,520215.6,1126679.0999999999
49,Utah,2005,388711.1,728756.1
49,Utah,2006,302535.1,575653.3
49,Utah,2007,338216.0,547158.6
49,Utah,2008,276607.6,538369.9
49,Utah,2009,437435.0,693391.7999999999
49,Utah,2010,302513.8,570853.7
49,Utah,2011,272228.0,403021.8
49,Utah,2012,320266.0,605714.3
49,Utah,2013,382955.9,622652.0
49,Utah,2014,390904.1,796997.4
49,Utah,2015,328440.5,744198.1000000001
49,Utah,2016,321716.7,608451.1
49,Utah,2017,379930.5,682376.1
49,Utah,2018,338466.8,755255.4
49,Utah,2019,234779.1,327912.5
50,Vermont,1992,244969.6,299769.3
50,Vermont,1993,171591.3,270421.8
50,Vermont,1994,166550.6,226042.6
50,Vermont,1995,80517.40000000001,378394.89999999997
50,Vermont,1996,749310.2999999999,823401.1
50,Vermont,1997,133733.4,218728.30000000002
50,Vermont,1998,163067.2,246403.5
50,Vermont,1999,278472.2,304474.4
50,Vermont,2000,281325.8,313417.0
50,Vermont,2001,278138.7,320898.89999999997
50,Vermont,2002,142280.8,170867.9
50,Vermont,2003,188176.19999999998,212778.8
50,Vermont,2004,229530.40000000002,294170.3
50,Vermont,2005,161521.9,169082.3
50,Vermont,2006,119332.0,133432.9
50,Vermont,2007,187998.2,208043.6
50,Vermont,2008,235253.4,255991.5
50,Vermont,2009,185382.19999999998,217492.0
50,Vermont,2010,137455.0,137548.6
50,Vermont,2011,218971.1,222499.8
50,Vermont,2012,185847.9,192560.30000000002
50,Vermont,2013,227004.2,237092.2
50,Vermont,2014,164248.1,182372.9
50,Vermont,2015,199567.19999999998,204620.1
50,Vermont,2016,101964.2,114764.6
50,Vermont,2017,212987.3,223857.3
50,Vermont,2018,239242.9,246372.9
50,Vermont,2019,121049.7,129536.8
51,Virginia,1992,3331780.6,4501459.0
51,Virginia,1993,3127903.4,4371715.4
51,Virginia,1994,3681387.0,5213482.0
51,Virginia,1995,4150053.4,5762476.9
51,Virginia,1996,4640285.8,16485863.3
51,Virginia,1997,3926204.8000000003,5342439.9
51,Virginia,1998,3306937.9,4552264.4
51,Virginia,1999,3149249.4,3784022.1
51,Virginia,2000,3548220.8,4360464.3
51,Virginia,2001,2978984.8,4047482.9
51,Virginia,2002,2554843.9,3644796.3
51,Virginia,2003,2725410.0,3726368.2
51,Virginia,2004,2677976.1,3502086.2
51,Virginia,2005,2368512.3,3107654.4
51,Virginia,2006,3403630.5,4109996.1999999997
51,Virginia,2007,2534665.0,3329377.1999999997
51,Virginia,2008,2669607.8000000003,3426920.8000000003
51,Virginia,2009,2312927.4000000004,3277293.1999999997
51,Virginia,2010,2313915.4,2925371.9
51,Virginia,2011,3163898.8,3815264.4
51,Virginia,2012,2692108.0,3870715.9
