State_FIPS_code,State,Year,Low_Estimate_Total_kg,High_Estimate_Total_kg
9,Connecticut,2009,132040.2,155165.4
9,Connecticut,2010,159479.9,168092.2
9,Connecticut,2011,108427.4,121598.6
9,Connecticut,2012,113751.6,128102.70000000001
9,Connecticut,2013,157518.3,165580.5
9,Connecticut,2014,95802.3,108149.6
9,Connecticut,2015,109235.0,113529.1
9,Connecticut,2016,95811.7,100542.9
9,Connecticut,2017,100532.0,105906.4
9,Connecticut,2018,177924.5,180045.0
9,Connecticut,2019,35592.1,38237.2
10,Delaware,1992,1509731.4,2072224.5
10,Delaware,1993,1464049.8,1763193.7
10,Delaware,1994,1119830.0,1572259.8
10,Delaware,1995,998659.4,1444632.7999999998
10,Delaware,1996,1267510.8,1819177.3
10,Delaware,1997,1125914.1,1499286.7
10,Delaware,1998,2132918.5,2650580.8
10,Delaware,1999,668508.1,835988.2
10,Delaware,2000,717103.8,965964.2000000001
10,Delaware,2001,921943.2,1373724.5999999999
10,Delaware,2002,573597.8,750233.6
10,Delaware,2003,571303.4,872081.0
10,Delaware,2004,620825.6,836036.2
10,Delaware,2005,621994.9,858021.2999999999
10,Delaware,2006,509950.10000000003,712128.4
10,Delaware,2007,479618.7,788089.7000000001
10,Delaware,2008,578412.5,698032.8
10,Delaware,2009,643117.8,811922.0
10,Delaware,2010,588941.8999999999,801679.2
10,Delaware,2011,614453.3,819582.5
10,Delaware,2012,482377.9,638935.5
10,Delaware,2013,454874.0,749530.9
10,Delaware,2014,688232.1000000001,895373.9
10,Delaware,2015,657465.7999999999,837852.2999999999
10,Delaware,2016,586365.9,801784.6
10,Delaware,2017,457145.39999999997,849104.7999999999
10,Delaware,2018,367148.1,619950.6
10,Delaware,2019,744171.4,925707.9
12,Florida,1992,25834719.9,26919791.8
12,Florida,1993,20008934.400000002,21872520.2
12,Florida,1994,37919927.4,41566744.5
12,Florida,1995,46706991.2,49872784.7
12,Florida,1996,43842371.7,45268590.0
12,Florida,1997,53056607.3,54839038.4
12,Florida,1998,44126571.3,45964804.300000004
12,Florida,1999,66181653.10000001,67473894.9
12,Florida,2000,44592289.0,46850163.599999994
12,Florida,2001,43482551.3,45616077.8
12,Florida,2002,41596485.4,43407166.5
12,Florida,2003,44558755.0,46372051.8
12,Florida,2004,45144672.5,47024289.800000004
12,Florida,2005,42836043.4,45642454.0
12,Florida,2006,32943324.8,36183325.1
12,Florida,2007,35054976.9,37509636.9
12,Florida,2008,31908046.7,33952982.699999996
12,Florida,2009,28475879.4,31645142.5
12,Florida,2010,27430764.299999997,30129489.5
12,Florida,2011,29656227.7,31772779.1
12,Florida,2012,30269307.3,33510540.4
12,Florida,2013,30613780.4,34146762.3
12,Florida,2014,24658816.9,26776997.4
12,Florida,2015,25717048.4,27428431.2
12,Florida,2016,23220840.400000002,24705438.7
12,Florida,2017,18906997.0,22095635.1
12,Florida,2018,17954495.7,21238144.1
12,Florida,2019,2040003.0999999999,2414275.3000000003
13,Georgia,1992,7436887.9,12938075.7
13,Georgia,1993,7748710.7,10947946.6
13,Georgia,1994,10979903.200000001,18395589.599999998
13,Georgia,1995,18722212.7,26979477.7
13,Georgia,1996,13345367.3,18092177.400000002
13,Georgia,1997,16315042.9,21649588.4
13,Georgia,1998,10524723.9,13693538.2
13,Georgia,1999,9287043.2,13314290.7
13,Georgia,2000,9482842.5,14576321.3
13,Georgia,2001,8790841.4,14842708.700000001
13,Georgia,2002,9375331.1,15034673.1
13,Georgia,2003,7922233.8,11550680.0
13,Georgia,2004,9750363.4,15055095.4
13,Georgia,2005,9725503.4,13996652.3
13,Georgia,2006,10497772.5,14720943.3
13,Georgia,2007,7991193.5,11359742.8
13,Georgia,2008,11977498.9,15704713.799999999
13,Georgia,2009,9399112.2,13141611.6
13,Georgia,2010,11058295.6,13543387.1
13,Georgia,2011,12765397.9,16636485.8
13,Georgia,2012,13686688.4,17034730.0
13,Georgia,2013,14116458.1,17404847.2
13,Georgia,2014,14175514.7,17733166.3
13,Georgia,2015,12480012.799999999,15035051.799999999
13,Georgia,2016,13813790.9,16814685.7
13,Georgia,2017,13792222.0,17135542.6
13,Georgia,2018,13293044.4,18572374.2
13,Georgia,2019,4340155.7,5375592.0
16,Idaho,1992,5480243.199999999,7156951.2
16,Idaho,1993,5727780.8,7239638.2
16,Idaho,1994,7519425.2,9302362.0
16,Idaho,1995,8223499.0,10284767.3
16,Idaho,1996,11353915.200000001,13840098.1
16,Idaho,1997,10316515.7,12929170.2
16,Idaho,1998,10857119.299999999,12223182.6
16,Idaho,1999,10016483.7,12244280.2
16,Idaho,2000,23734030.8,25434115.5
16,Idaho,2001,19455530.400000002,22261042.4
16,Idaho,2002,22277229.2,25887517.5
16,Idaho,2003,18439998.6,20948247.8
16,Idaho,2004,26129981.4,28483882.0
16,Idaho,2005,16086390.2,22381760.7
16,Idaho,2006,17758910.499999996,19261366.9
16,Idaho,2007,17218324.599999998,19935420.0
16,Idaho,2008,12371953.3,14337732.8
16,Idaho,2009,18721480.0,21157418.9
16,Idaho,2010,20861912.9,24825585.400000002
16,Idaho,2011,11033462.9,13010238.7
16,Idaho,2012,13617194.8,15491609.1
16,Idaho,2013,12850713.700000001,15929160.2
16,Idaho,2014,17107728.1,18750630.0
16,Idaho,2015,13546802.9,16102465.4
16,Idaho,2016,17492916.1,20355568.5
16,Idaho,2017,14659584.0,16797844.1
16,Idaho,2018,17705723.299999997,20669333.4
16,Idaho,2019,1541186.5,1897261.1
17,Illinois,1992,29136533.099999998,31623371.700000003
17,Illinois,1993,25440136.599999998,27542349.0
17,Illinois,1994,30406422.3,33606028.1
17,Illinois,1995,26753718.2,30836809.099999998
17,Illinois,1996,29610793.2,35440452.300000004
17,Illinois,1997,28090889.2,30526935.900000002
17,Illinois,1998,26722675.599999998,29139142.900000002
17,Illinois,1999,22894363.4,25529733.8
17,Illinois,2000,23195085.0,25232215.799999997
17,Illinois,2001,23421317.2,25568420.8
17,Illinois,2002,22780473.7,25516042.3
17,Illinois,2003,24198712.2,26204654.2
17,Illinois,2004,22178249.6,24222310.8
17,Illinois,2005,24459989.6,26906502.3
17,Illinois,2006,20799468.2,22349368.2
17,Illinois,2007,23921801.9,25802102.799999997
17,Illinois,2008,23333438.700000003,25693857.5
17,Illinois,2009,23431448.7,25264085.9
17,Illinois,2010,24438639.699999996,26356966.999999996
17,Illinois,2011,24213540.2,26250050.799999997
17,Illinois,2012,26341223.8,28406583.900000002
17,Illinois,2013,27809440.400000002,29341909.400000002
17,Illinois,2014,26914644.099999998,29529727.399999995
17,Illinois,2015,28951296.0,31256135.1
17,Illinois,2016,31759289.7,33575689.5
17,Illinois,2017,31744409.900000002,33569553.0
17,Illinois,2018,33333410.5,35479227.9
17,Illinois,2019,28339100.9,30154692.799999997
18,Indiana,1992,16441540.1,18106099.5
18,Indiana,1993,14579563.3,16172909.1
18,Indiana,1994,16392476.4,19013460.8
18,Indiana,1995,15282493.0,17541102.0
18,Indiana,1996,14524724.8,16966481.400000002
18,Indiana,1997,15174855.499999998,16611554.799999999
18,Indiana,1998,13790229.2,15811073.5
18,Indiana,1999,13414002.700000001,15223515.200000001
18,Indiana,2000,12898985.600000001,14452055.5
18,Indiana,2001,12787466.6,14566946.4
18,Indiana,2002,11698631.200000001,13537375.5
18,Indiana,2003,11912522.700000001,13649315.7
18,Indiana,2004,11566725.5,13022066.299999999
18,Indiana,2005,11940985.9,13546095.600000001
18,Indiana,2006,11261151.6,12703687.4
18,Indiana,2007,13989673.0,15527180.9
18,Indiana,2008,12359892.100000001,14392441.600000001
18,Indiana,2009,13023864.700000001,15209987.000000002
18,Indiana,2010,12689849.6,13903790.799999999
18,Indiana,2011,12245513.7,13768714.5
18,Indiana,2012,12418200.0,14108246.3
18,Indiana,2013,15220447.7,16446497.0
18,Indiana,2014,14813734.8,16661356.500000002
18,Indiana,2015,14955726.0,16526863.5
18,Indiana,2016,14260444.2,15695446.200000001
18,Indiana,2017,14468588.8,15928337.0
18,Indiana,2018,14663295.700000001,16101459.700000001
18,Indiana,2019,14413976.9,15614634.4
19,Iowa,1992,31003706.5,33042870.3
19,Iowa,1993,27046067.8,29542418.900000002
19,Iowa,1994,29129747.8,32586049.3
19,Iowa,1995,25087762.5,28313990.0
19,Iowa,1996,26953442.9,29959869.9
19,Iowa,1997,27166283.6,29095986.799999997
19,Iowa,1998,25173728.4,27972339.5
19,Iowa,1999,23454658.1,25924225.3
19,Iowa,2000,22144327.0,24168706.2
19,Iowa,2001,21671443.0,24148314.8
19,Iowa,2002,20457875.9,22944074.900000002
19,Iowa,2003,21654899.5,23482089.5
19,Iowa,2004,19160651.7,21581408.6
19,Iowa,2005,17388378.7,20460641.2
19,Iowa,2006,18684819.2,20291505.3
19,Iowa,2007,20727060.5,23284911.099999998
19,Iowa,2008,21457182.099999998,23750037.499999996
19,Iowa,2009,20601561.0,22609883.900000002
19,Iowa,2010,20976824.6,22843606.0
19,Iowa,2011,22694936.499999996,25247438.999999996
19,Iowa,2012,25090355.6,28032389.900000002
19,Iowa,2013,26257259.800000004,28401645.700000003
19,Iowa,2014,27740483.7,30424991.0
19,Iowa,2015,27549506.700000003,29496614.7
19,Iowa,2016,31166703.999999996,32865663.1
19,Iowa,2017,31647091.900000002,33185571.0
19,Iowa,2018,30218398.7,32088132.5
19,Iowa,2019,28124922.1,29916302.799999997
20,Kansas,1992,9419199.3,12433820.1
20,Kansas,1993,9473699.5,14898708.9
20,Kansas,1994,10946102.4,15443314.2
20,Kansas,1995,10051679.7,15025663.4
20,Kansas,1996,13434471.4,20423619.6
20,Kansas,1997,12464921.8,16556639.5
20,Kansas,1998,11650779.799999999,15243022.9
20,Kansas,1999,11943299.0,15872336.0
20,Kansas,2000,11325624.0,14306819.3
20,Kansas,2001,12194505.9,14592487.7
20,Kansas,2002,11140847.0,13570443.700000001
20,Kansas,2003,11527959.8,14218664.4
20,Kansas,2004,10821727.1,13577452.6
20,Kansas,2005,12977796.0,15098128.600000001
20,Kansas,2006,10198885.7,11906298.5
20,Kansas,2007,12103235.999999998,15039526.1
20,Kansas,2008,15688677.5,18712594.2
20,Kansas,2009,14990126.8,17750678.3
20,Kansas,2010,15958525.299999999,18779090.5
20,Kansas,2011,17345990.3,21673667.0
20,Kansas,2012,20416212.8,23798676.6
20,Kansas,2013,21809517.599999998,23835093.0
20,Kansas,2014,21088619.6,23535902.8
20,Kansas,2015,25128136.2,28013115.7
20,Kansas,2016,25502289.8,29655904.299999997
20,Kansas,2017,29374040.0,34959583.4
20,Kansas,2018,29808681.0,33314391.8
20,Kansas,2019,27167762.4,31258684.3
21,Kentucky,1992,4366574.4,6896841.6
21,Kentucky,1993,4151517.8,5347363.4
21,Kentucky,1994,4270527.0,5601810.600000001
21,Kentucky,1995,4342691.9,5468457.6
21,Kentucky,1996,4063417.1999999997,5359806.3
21,Kentucky,1997,4248734.6,5592478.1
21,Kentucky,1998,3906428.6,6336609.600000001
21,Kentucky,1999,3590361.6,4484267.1
21,Kentucky,2000,3325636.3,5262295.600000001
21,Kentucky,2001,3307256.9,4719021.8
21,Kentucky,2002,2700380.1,3859425.2
21,Kentucky,2003,2495759.1999999997,3330614.5
21,Kentucky,2004,2731063.9,3323463.1999999997
21,Kentucky,2005,2794109.4,3992456.0999999996
21,Kentucky,2006,3148073.4,3748780.6
21,Kentucky,2007,4157681.0,5236611.1
21,Kentucky,2008,3665403.5,4745945.2
21,Kentucky,2009,3539307.5,4271128.6
21,Kentucky,2010,3705738.9,4223384.8
21,Kentucky,2011,4719339.899999999,7220480.9
21,Kentucky,2012,4390077.7,8214510.9
21,Kentucky,2013,4206003.7,5657619.1
21,Kentucky,2014,5002507.399999999,6241897.399999999
21,Kentucky,2015,4594089.2,5435109.499999999
21,Kentucky,2016,5482606.5,6369532.9
21,Kentucky,2017,4782548.6,6114175.2
21,Kentucky,2018,5623332.499999999,6680743.699999999
21,Kentucky,2019,6572573.4,7254951.6
22,Louisiana,1992,10904792.2,14010642.799999999
22,Louisiana,1993,6086258.3,7595537.600000001
22,Louisiana,1994,8954377.3,10409700.4
22,Louisiana,1995,7978026.6,12981987.9
22,Louisiana,1996,8169060.9,11039816.5
22,Louisiana,1997,5451579.3,6682766.0
22,Louisiana,1998,6211054.8,7019375.3
22,Louisiana,1999,5744462.0,7587950.7
22,Louisiana,2000,4905223.2,5899674.7
22,Louisiana,2001,5300438.3,6323305.2
22,Louisiana,2002,4866817.9,5809403.8
22,Louisiana,2003,4317290.899999999,5222668.4
22,Louisiana,2004,4954059.2,6257686.3
22,Louisiana,2005,4506232.8,5799928.7
22,Louisiana,2006,4661507.8,6347468.8
22,Louisiana,2007,5061906.8,6945713.500000001
22,Louisiana,2008,3965797.7,5499476.0
22,Louisiana,2009,5386161.6,7765165.8
22,Louisiana,2010,5158034.8,6850515.7
22,Louisiana,2011,6032425.3,7454811.5
22,Louisiana,2012,5920326.500000001,7327448.7
22,Louisiana,2013,6088836.600000001,7068574.6
22,Louisiana,2014,6246971.2,7618481.8
22,Louisiana,2015,6586977.0,8304386.3
22,Louisiana,2016,6772077.100000001,7877231.9
22,Louisiana,2017,6267440.9,8089079.000000001
22,Louisiana,2018,6028580.2,7072024.999999999
22,Louisiana,2019,5861810.100000001,6867852.600000001
23,Maine,1992,756442.1,1322888.7
23,Maine,1993,516133.39999999997,823303.2999999999
23,Maine,1994,566620.6,1048374.8
23,Maine,1995,506985.7,734330.7
23,Maine,1996,738964.7000000001,934134.8
23,Maine,1997,590585.7,807922.1
23,Maine,1998,304937.2,441963.5
23,Maine,1999,471767.2,627538.4
23,Maine,2000,436038.3,547884.6
23,Maine,2001,445431.69999999995,629670.0
23,Maine,2002,341167.1,415388.0
23,Maine,2003,497690.60000000003,637751.5
23,Maine,2004,541899.8,645920.5
23,Maine,2005,400856.7,522146.89999999997
23,Maine,2006,424432.2,529588.3
23,Maine,2007,371341.2,652385.8
23,Maine,2008,378464.5,532120.9
23,Maine,2009,415575.69999999995,537351.6
23,Maine,2010,377943.1,664502.1
23,Maine,2011,371859.9,494105.3
23,Maine,2012,389346.2,515491.9
23,Maine,2013,376449.4,444804.4
23,Maine,2014,378252.3,461387.6
23,Maine,2015,318668.9,489659.10000000003
23,Maine,2016,430788.60000000003,478696.00000000006
23,Maine,2017,340403.3,356519.0
23,Maine,2018,312265.60000000003,406702.2
23,Maine,2019,62753.3,124336.0
24,Maryland,1992,2764979.5,3703791.1
24,Maryland,1993,1587524.2000000002,2350572.3
24,Maryland,1994,2735277.6999999997,3710963.9
24,Maryland,1995,1884580.9000000001,2712308.8000000003
24,Maryland,1996,5126908.0,8295741.8
24,Maryland,1997,1850698.3,2571946.2
24,Maryland,1998,1902438.7,2497432.1
24,Maryland,1999,1435031.7,1821292.2000000002
24,Maryland,2000,1617625.8,2094329.0999999999
24,Maryland,2001,1573781.4,2389269.9
24,Maryland,2002,1599614.2999999998,1911692.2
24,Maryland,2003,1554460.7,2104663.5
24,Maryland,2004,1531268.8,1921743.0
24,Maryland,2005,1346184.0,1663391.5
24,Maryland,2006,1585440.7000000002,1970925.5
24,Maryland,2007,1574624.2000000002,2054083.3
24,Maryland,2008,973417.2999999999,1264048.7
24,Maryland,2009,1577210.4000000001,1970654.3
24,Maryland,2010,1636724.3,2119133.7
24,Maryland,2011,1659614.2999999998,1940498.6
24,Maryland,2012,1608496.1,2133973.9
24,Maryland,2013,1778581.9,2201589.1
24,Maryland,2014,1792467.5,2311769.5
24,Maryland,2015,1545274.8,1895098.2
24,Maryland,2016,1906768.2999999998,2449358.0999999996
24,Maryland,2017,1681831.7999999998,2552226.9
24,Maryland,2018,1934159.9,2332842.1
24,Maryland,2019,1513667.6,1959925.6
25,Massachusetts,1992,259923.3,356676.7
25,Massachusetts,1993,348416.2,417816.3
25,Massachusetts,1994,512208.1,635650.7
25,Massachusetts,1995,1644390.2,1777591.0
25,Massachusetts,1996,346016.4,457489.9
25,Massachusetts,1997,202603.69999999998,289918.0
25,Massachusetts,1998,186964.6,239940.80000000002
25,Massachusetts,1999,217850.7,262296.8
25,Massachusetts,2000,191379.4,271921.6
25,Massachusetts,2001,224239.6,293809.3
25,Massachusetts,2002,185725.5,235940.2
25,Massachusetts,2003,206512.1,279047.7
25,Massachusetts,2004,169086.4,243439.0
25,Massachusetts,2005,213138.7,222935.9
25,Massachusetts,2006,190225.4,209794.4
25,Massachusetts,2007,195538.1,217360.4
25,Massachusetts,2008,204671.6,228852.1
25,Massachusetts,2009,204270.4,226827.0
25,Massachusetts,2010,186754.5,204416.9
25,Massachusetts,2011,164227.8,178205.0
25,Massachusetts,2012,155399.3,162738.3
25,Massachusetts,2013,218172.69999999998,231703.4
25,Massachusetts,2014,160718.0,177227.3
25,Massachusetts,2015,143297.0,150463.1
25,Massachusetts,2016,117839.6,125080.6
25,Massachusetts,2017,141636.9,147313.3
25,Massachusetts,2018,214260.7,218952.1
25,Massachusetts,2019,32452.4,34234.3
26,Michigan,1992,9904866.4,11439739.5
26,Michigan,1993,9746504.7,11189990.4
26,Michigan,1994,10854446.3,13762314.0
26,Michigan,1995,8759535.7,10545326.3
26,Michigan,1996,9162471.6,10727041.799999999
26,Michigan,1997,9993429.1,12865643.8
26,Michigan,1998,9297950.299999999,11292619.2
26,Michigan,1999,8112426.3,9794839.1
26,Michigan,2000,8501303.1,10295950.2
26,Michigan,2001,8872917.7,10754635.7
26,Michigan,2002,8139826.4,10207478.799999999
26,Michigan,2003,6818964.0,8001151.6
26,Michigan,2004,6849827.399999999,8461620.9
26,Michigan,2005,6970335.899999999,8210263.3
26,Michigan,2006,7058253.6,8316418.2
26,Michigan,2007,7655940.1,9181734.6
26,Michigan,2008,7676906.4,8945477.0
26,Michigan,2009,7399613.5,13214725.299999999
26,Michigan,2010,8291807.3,9666207.4
26,Michigan,2011,8029835.8,11400923.0
26,Michigan,2012,6834481.3,8877013.799999999
26,Michigan,2013,8133184.1,9632302.1
26,Michigan,2014,7023736.2,9137234.7
26,Michigan,2015,8626873.0,10459908.6
26,Michigan,2016,7256667.200000001,8254468.700000001
26,Michigan,2017,7719304.299999999,8995344.299999999
26,Michigan,2018,8840866.2,10736681.5
26,Michigan,2019,4736105.100000001,5448194.0
27,Minnesota,1992,17701026.8,23015822.7
27,Minnesota,1993,14784578.0,18646248.0
27,Minnesota,1994,16290846.8,22073759.7
27,Minnesota,1995,14602689.6,19660063.1
27,Minnesota,1996,15681402.8,19512024.6
27,Minnesota,1997,16028164.5,19114717.2
27,Minnesota,1998,14921938.2,17447423.2
27,Minnesota,1999,12154916.8,14872881.6
27,Minnesota,2000,12393531.9,14980256.8
27,Minnesota,2001,11941616.6,14797336.600000001
27,Minnesota,2002,11829238.6,14010044.9
27,Minnesota,2003,12372240.700000001,14944650.0
27,Minnesota,2004,12336278.5,17059532.7
27,Minnesota,2005,11366027.9,14241360.4
27,Minnesota,2006,11913643.9,14370303.399999999
27,Minnesota,2007,12706569.5,15047802.399999999
27,Minnesota,2008,13085009.299999999,15923336.0
27,Minnesota,2009,12998816.299999999,15244651.2
27,Minnesota,2010,13427771.1,14923730.0
27,Minnesota,2011,13355701.799999999,15630095.299999999
27,Minnesota,2012,15766970.000000002,18465238.7
27,Minnesota,2013,15655789.799999999,17669610.9
27,Minnesota,2014,13977027.200000001,17291642.5
27,Minnesota,2015,16122259.600000001,19014465.2
27,Minnesota,2016,18022183.5,20064904.7
27,Minnesota,2017,19060509.1,20922556.4
27,Minnesota,2018,18466725.1,20957005.9
27,Minnesota,2019,15417963.1,16814950.3
28,Mississippi,1992,7540909.600000001,10728858.9
28,Mississippi,1993,7620260.7,9221056.2
28,Mississippi,1994,8386881.4,10595911.6
28,Mississippi,1995,9266168.3,11395254.9
28,Mississippi,1996,7306685.6,10121648.0
28,Mississippi,1997,6306162.899999999,7554254.2
28,Mississippi,1998,6443584.1,7364890.7
28,Mississippi,1999,5868506.0,7174946.5
28,Mississippi,2000,5963564.1,8419613.0
28,Mississippi,2001,6506301.4,8123607.6
28,Mississippi,2002,5092219.899999999,6072129.600000001
28,Mississippi,2003,5308685.0,6312103.100000001
28,Mississippi,2004,5490209.699999999,6821930.2
28,Mississippi,2005,5268604.8,6730425.7
28,Mississippi,2006,6321489.9,8088929.6
28,Mississippi,2007,5582131.300000001,8060735.2
28,Mississippi,2008,5423595.3,6345657.100000001
28,Mississippi,2009,4202656.3,5537839.6
28,Mississippi,2010,5927803.4,7955516.1
28,Mississippi,2011,7486956.3,9335008.3
28,Mississippi,2012,7284762.199999999,8889342.6
28,Mississippi,2013,7889730.399999999,9271944.4
28,Mississippi,2014,7302769.2,9911791.2
28,Mississippi,2015,8414448.100000001,10083189.799999999
28,Mississippi,2016,6950962.3,8798127.4
28,Mississippi,2017,6700483.6,9378986.1
