State,City,ApiaryID,HiveID,InsptDate,Is_First_Inspection,Days_Since_Last_Inspection,Hive_Age_Days,Prev_Brood_Status,Prev_Bees_Status,Prev_Queen_Status,Prev_Food_Status,Prev_Stressors_Status,Prev_Space_Status,Prev_Health_Status,Healthy
NC,Durham,1,4,2017-04-21,0,11.0,399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,4,2017-04-28,0,7.0,406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,4,2017-05-02,0,4.0,410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,4,2017-05-08,0,6.0,416,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-05-10,0,2.0,418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
NC,Durham,1,4,2017-05-16,0,6.0,424,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,4,2017-05-25,0,9.0,433,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,4,2017-06-06,0,12.0,445,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,4,2017-06-12,0,6.0,451,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-06-23,0,11.0,462,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-06-26,0,3.0,465,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-07-03,0,7.0,472,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,4,2017-07-11,0,8.0,480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,4,2017-07-25,0,14.0,494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,4,2017-08-07,0,13.0,507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,4,2017-08-18,0,11.0,518,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-08-24,0,6.0,524,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,1,4,2017-08-30,0,6.0,530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,4,2017-09-05,0,6.0,536,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-09-13,0,8.0,544,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,4,2017-09-19,0,6.0,550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,4,2017-09-25,0,6.0,556,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,4,2017-10-03,0,8.0,564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,4,2017-10-10,0,7.0,571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,4,2017-10-12,0,2.0,573,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,4,2017-10-17,0,5.0,578,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-10-24,0,7.0,585,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,4,2017-11-03,0,10.0,595,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-08-01,1,,0,,,,,,,,0
NC,Durham,1,5,2016-08-08,0,7.0,7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-08-15,0,7.0,14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-08-22,0,7.0,21,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-08-29,0,7.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-09-08,0,10.0,38,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,5,2016-09-16,0,8.0,46,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,5,2016-09-27,0,11.0,57,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,5,2016-10-04,0,7.0,64,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-10-11,0,7.0,71,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2016-10-24,0,13.0,84,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2017-03-07,0,134.0,218,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2017-03-24,0,17.0,235,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2017-03-29,0,5.0,240,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0
NC,Durham,1,5,2017-04-04,0,6.0,246,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,5,2017-04-10,0,6.0,252,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2017-04-21,0,11.0,263,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,5,2017-04-28,0,7.0,270,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,5,2017-05-02,0,4.0,274,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,5,2017-05-08,0,6.0,280,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,5,2017-05-16,0,8.0,288,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,6,2017-05-25,1,,0,,,,,,,,0
NC,Durham,1,7,2016-03-08,1,,0,,,,,,,,0
NC,Durham,1,7,2016-03-18,0,10.0,10,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-03-24,0,6.0,16,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,7,2016-04-25,0,32.0,48,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-04-27,0,2.0,50,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2016-06-15,0,49.0,99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,7,2016-07-22,0,37.0,136,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-07-28,0,6.0,142,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-08-01,0,4.0,146,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-08-08,0,7.0,153,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-08-15,0,7.0,160,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-08-22,0,7.0,167,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,7,2016-08-29,0,7.0,174,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,7,2016-09-08,0,10.0,184,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
NC,Durham,1,7,2016-09-16,0,8.0,192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,7,2016-09-27,0,11.0,203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,7,2016-10-04,0,7.0,210,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-10-11,0,7.0,217,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,7,2016-10-24,0,13.0,230,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2017-03-07,0,134.0,364,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2017-03-24,0,17.0,381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2017-03-29,0,5.0,386,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2017-04-04,0,6.0,392,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,7,2017-04-10,0,6.0,398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,7,2017-04-11,0,1.0,399,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,7,2017-04-21,0,10.0,409,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2017-04-28,0,7.0,416,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2017-05-02,0,4.0,420,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,7,2017-05-08,0,6.0,426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2017-05-16,0,8.0,434,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2017-06-06,0,21.0,455,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,7,2017-06-21,0,15.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,1,8,2017-03-29,1,,0,,,,,,,,0
NC,Durham,1,8,2017-04-04,0,6.0,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,8,2017-04-10,0,6.0,12,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,8,2017-04-21,0,11.0,23,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-04-28,0,7.0,30,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,8,2017-05-02,0,4.0,34,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,8,2017-05-08,0,6.0,40,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,1,8,2017-05-16,0,8.0,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,8,2017-05-25,0,9.0,57,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
NC,Durham,1,8,2017-06-06,0,12.0,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,8,2017-06-12,0,6.0,75,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-06-21,0,9.0,84,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
NC,Durham,1,8,2017-06-26,0,5.0,89,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,8,2017-07-03,0,7.0,96,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-07-11,0,8.0,104,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-07-25,0,14.0,118,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-08-07,0,13.0,131,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-08-18,0,11.0,142,1.0,1.0,1.0,0.0,0.0,0.5,0.0,0
NC,Durham,1,8,2017-08-24,0,6.0,148,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-08-30,0,6.0,154,1.0,1.0,1.0,1.0,0.0,0.5,0.0,0
NC,Durham,1,8,2017-09-05,0,6.0,160,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,8,2017-09-13,0,8.0,168,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,9,2016-04-27,1,,0,,,,,,,,0
NC,Durham,1,9,2016-07-27,0,91.0,91,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,9,2016-08-01,0,5.0,96,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,9,2016-08-08,0,7.0,103,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,9,2016-08-15,0,7.0,110,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,9,2016-08-22,0,7.0,117,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,9,2016-08-29,0,7.0,124,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-09-08,0,10.0,134,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-09-16,0,8.0,142,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-09-27,0,11.0,153,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-10-04,0,7.0,160,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-10-11,0,7.0,167,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,9,2016-10-24,0,13.0,180,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,9,2017-03-07,0,134.0,314,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,9,2017-03-24,0,17.0,331,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,9,2017-03-29,0,5.0,336,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,9,2017-07-11,0,104.0,440,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1
NC,Durham,1,10,2016-06-15,1,,0,,,,,,,,0
NC,Durham,1,10,2016-07-28,0,43.0,43,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1
NC,Durham,1,10,2016-08-01,0,4.0,47,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,10,2016-08-08,0,7.0,54,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,10,2016-08-16,0,8.0,62,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,10,2016-08-22,0,6.0,68,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,10,2016-08-29,0,7.0,75,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,10,2016-09-08,0,10.0,85,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,10,2016-09-16,0,8.0,93,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,10,2016-09-27,0,11.0,104,1.0,1.0,1.0,1.0,0.5,1.0,0.0,0
NC,Durham,1,10,2016-10-04,0,7.0,111,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,10,2016-10-11,0,7.0,118,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,10,2016-10-24,0,13.0,131,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0
NC,Durham,1,10,2017-03-07,0,134.0,265,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-03-24,0,17.0,282,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-03-29,0,5.0,287,0.0,0.5,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-04-04,0,6.0,293,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-04-10,0,6.0,299,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,10,2017-04-11,0,1.0,300,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-04-21,0,10.0,310,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-04-28,0,7.0,317,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,10,2017-05-02,0,4.0,321,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,10,2017-05-08,0,6.0,327,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-05-16,0,8.0,335,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-05-25,0,9.0,344,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-06-06,0,12.0,356,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-06-12,0,6.0,362,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-06-21,0,9.0,371,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-06-26,0,5.0,376,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,10,2017-07-03,0,7.0,383,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,10,2017-07-11,0,8.0,391,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-07-25,0,14.0,405,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-08-07,0,13.0,418,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-08-18,0,11.0,429,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-08-24,0,6.0,435,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-08-30,0,6.0,441,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-09-05,0,6.0,447,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-09-13,0,8.0,455,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,10,2017-09-19,0,6.0,461,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,10,2017-09-25,0,6.0,467,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-10-03,0,8.0,475,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,10,2017-10-10,0,7.0,482,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,10,2017-10-17,0,7.0,489,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,10,2017-10-24,0,7.0,496,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,10,2017-11-03,0,10.0,506,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,11,2017-04-04,1,,0,,,,,,,,0
NC,Durham,1,11,2017-04-10,0,6.0,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,11,2017-04-21,0,11.0,17,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,11,2017-04-28,0,7.0,24,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-05-02,0,4.0,28,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-05-08,0,6.0,34,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-05-16,0,8.0,42,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-05-25,0,9.0,51,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-06-06,0,12.0,63,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-06-12,0,6.0,69,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-06-21,0,9.0,78,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-06-26,0,5.0,83,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,1,11,2017-07-03,0,7.0,90,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,11,2017-07-11,0,8.0,98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,11,2017-07-25,0,14.0,112,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,11,2017-08-07,0,13.0,125,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,1,11,2017-08-18,0,11.0,136,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-08-24,0,6.0,142,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,11,2017-08-30,0,6.0,148,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,11,2017-09-05,0,6.0,154,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,11,2017-09-13,0,8.0,162,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,11,2017-09-19,0,6.0,168,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-09-25,0,6.0,174,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-10-03,0,8.0,182,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-10-10,0,7.0,189,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0
NC,Durham,1,11,2017-10-17,0,7.0,196,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-10-24,0,7.0,203,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,11,2017-11-03,0,10.0,213,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-04-04,1,,0,,,,,,,,0
NC,Durham,1,12,2017-04-10,0,6.0,6,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,12,2017-04-21,0,11.0,17,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-04-26,0,5.0,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,1,12,2017-05-02,0,6.0,28,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,12,2017-05-08,0,6.0,34,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,1,12,2017-05-16,0,8.0,42,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-05-25,0,9.0,51,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-06-06,0,12.0,63,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-06-12,0,6.0,69,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,12,2017-06-21,0,9.0,78,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,12,2017-06-26,0,5.0,83,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,12,2017-07-03,0,7.0,90,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,1,12,2017-07-25,0,22.0,112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,1,12,2017-08-07,0,13.0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,12,2017-08-18,0,11.0,136,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-08-24,0,6.0,142,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
