State,City,ApiaryID,HiveID,InsptDate,Is_First_Inspection,Days_Since_Last_Inspection,Hive_Age_Days,Prev_Brood_Status,Prev_Bees_Status,Prev_Queen_Status,Prev_Food_Status,Prev_Stressors_Status,Prev_Space_Status,Prev_Health_Status,Healthy
NC,Durham,1,12,2017-08-30,0,6.0,148,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-09-05,0,6.0,154,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-09-13,0,8.0,162,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-09-19,0,6.0,168,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-09-25,0,6.0,174,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-10-03,0,8.0,182,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-10-10,0,7.0,189,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,1,12,2017-10-17,0,7.0,196,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-10-24,0,7.0,203,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,12,2017-11-03,0,10.0,213,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-08-24,1,,0,,,,,,,,1
NC,Durham,1,13,2017-08-30,0,6.0,6,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,1,13,2017-09-05,0,6.0,12,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-09-13,0,8.0,20,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-09-25,0,12.0,32,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-10-03,0,8.0,40,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-10-10,0,7.0,47,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-10-17,0,7.0,54,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,1,13,2017-10-24,0,7.0,61,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
NC,Durham,1,13,2017-11-03,0,10.0,71,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0
NC,Durham,1,14,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,15,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,16,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,17,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,18,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,19,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,20,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,21,2017-09-21,1,,0,,,,,,,,1
NC,Durham,1,22,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,23,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,24,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,25,2017-09-21,1,,0,,,,,,,,0
NC,Durham,1,26,2017-03-29,1,,0,,,,,,,,0
NC,Durham,2,27,2018-04-06,1,,0,,,,,,,,0
NC,Durham,2,27,2018-04-12,0,6.0,6,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,27,2018-04-18,0,6.0,12,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,27,2018-04-27,0,9.0,21,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,27,2018-05-02,0,5.0,26,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-05-09,0,7.0,33,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-05-22,0,13.0,46,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-05-31,0,9.0,55,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,2,27,2018-06-06,0,6.0,61,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,27,2018-06-15,0,9.0,70,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,27,2018-06-21,0,6.0,76,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,27,2018-06-27,0,6.0,82,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,27,2018-07-03,0,6.0,88,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-07-10,0,7.0,95,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,27,2018-07-17,0,7.0,102,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
NC,Durham,2,27,2018-07-26,0,9.0,111,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,27,2018-08-01,0,6.0,117,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,27,2018-08-07,0,6.0,123,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,2,27,2018-08-14,0,7.0,130,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,27,2018-08-21,0,7.0,137,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,27,2018-08-30,0,9.0,146,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,27,2018-09-05,0,6.0,152,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,27,2018-09-19,0,14.0,166,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-09-25,0,6.0,172,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,27,2018-10-03,0,8.0,180,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,27,2018-10-09,0,6.0,186,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,27,2018-10-15,0,6.0,192,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,27,2018-10-23,0,8.0,200,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,27,2018-10-31,0,8.0,208,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,28,2018-04-10,1,,0,,,,,,,,0
NC,Durham,2,28,2018-04-18,0,8.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,28,2018-04-27,0,9.0,17,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,28,2018-05-02,0,5.0,22,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1
NC,Durham,2,28,2018-05-09,0,7.0,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,28,2018-05-22,0,13.0,42,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,28,2018-05-31,0,9.0,51,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,28,2018-06-07,0,7.0,58,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,28,2018-06-15,0,8.0,66,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,28,2018-06-21,0,6.0,72,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,28,2018-06-27,0,6.0,78,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,28,2018-07-03,0,6.0,84,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,28,2018-07-12,0,9.0,93,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,28,2018-07-18,0,6.0,99,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,28,2018-07-26,0,8.0,107,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,28,2018-08-01,0,6.0,113,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,28,2018-08-08,0,7.0,120,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,28,2018-08-14,0,6.0,126,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,29,2018-04-12,1,,0,,,,,,,,0
NC,Durham,2,29,2018-04-18,0,6.0,6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,29,2018-04-27,0,9.0,15,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,29,2018-05-02,0,5.0,20,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-05-09,0,7.0,27,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1
NC,Durham,2,29,2018-05-24,0,15.0,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,29,2018-05-31,0,7.0,49,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,29,2018-06-07,0,7.0,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,29,2018-06-15,0,8.0,64,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,29,2018-06-21,0,6.0,70,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,29,2018-06-27,0,6.0,76,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-07-03,0,6.0,82,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,29,2018-07-12,0,9.0,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,29,2018-07-18,0,6.0,97,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-07-26,0,8.0,105,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-08-01,0,6.0,111,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-08-08,0,7.0,118,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,29,2018-08-15,0,7.0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,29,2018-08-23,0,8.0,133,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-08-30,0,7.0,140,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-09-05,0,6.0,146,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,29,2018-09-19,0,14.0,160,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-09-26,0,7.0,167,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-10-03,0,7.0,174,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-10-09,0,6.0,180,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-10-15,0,6.0,186,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,29,2018-10-23,0,8.0,194,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,30,2018-07-03,1,,0,,,,,,,,0
NC,Durham,2,30,2018-07-10,0,7.0,7,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1
NC,Durham,2,31,2018-04-12,1,,0,,,,,,,,0
NC,Durham,2,31,2018-04-18,0,6.0,6,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-04-27,0,9.0,15,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,31,2018-05-02,0,5.0,20,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1
NC,Durham,2,31,2018-05-09,0,7.0,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,31,2018-05-24,0,15.0,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,31,2018-05-31,0,7.0,49,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,31,2018-06-07,0,7.0,56,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,31,2018-06-15,0,8.0,64,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,31,2018-06-21,0,6.0,70,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,31,2018-06-27,0,6.0,76,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,31,2018-07-03,0,6.0,82,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,31,2018-07-12,0,9.0,91,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,31,2018-07-18,0,6.0,97,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,31,2018-07-26,0,8.0,105,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-08-01,0,6.0,111,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-08-08,0,7.0,118,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,31,2018-08-15,0,7.0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,31,2018-08-23,0,8.0,133,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-08-30,0,7.0,140,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-09-05,0,6.0,146,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-09-19,0,14.0,160,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-09-26,0,7.0,167,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-10-03,0,7.0,174,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-10-09,0,6.0,180,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-10-15,0,6.0,186,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,31,2018-10-23,0,8.0,194,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,32,2018-04-10,1,,0,,,,,,,,0
NC,Durham,2,32,2018-04-18,0,8.0,8,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0
NC,Durham,2,32,2018-04-27,0,9.0,17,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,32,2018-05-02,0,5.0,22,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-05-09,0,7.0,29,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,32,2018-05-24,0,15.0,44,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-05-31,0,7.0,51,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,32,2018-06-07,0,7.0,58,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,32,2018-06-15,0,8.0,66,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,32,2018-06-21,0,6.0,72,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,32,2018-06-27,0,6.0,78,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,32,2018-07-03,0,6.0,84,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,32,2018-07-12,0,9.0,93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,32,2018-07-18,0,6.0,99,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,32,2018-07-26,0,8.0,107,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-08-01,0,6.0,113,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,32,2018-08-09,0,8.0,121,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,32,2018-08-15,0,6.0,127,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-08-23,0,8.0,135,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-08-30,0,7.0,142,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-09-05,0,6.0,148,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-09-19,0,14.0,162,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-09-26,0,7.0,169,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-10-03,0,7.0,176,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-10-09,0,6.0,182,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-10-15,0,6.0,188,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,32,2018-10-23,0,8.0,196,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-04-27,1,,0,,,,,,,,0
NC,Durham,2,33,2018-07-03,0,67.0,67,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,33,2018-07-10,0,7.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,33,2018-07-18,0,8.0,82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,33,2018-07-26,0,8.0,90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,33,2018-08-01,0,6.0,96,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,33,2018-08-08,0,7.0,103,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,33,2018-08-14,0,6.0,109,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,33,2018-08-23,0,9.0,118,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,33,2018-08-30,0,7.0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,33,2018-09-05,0,6.0,131,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,33,2018-09-19,0,14.0,145,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-09-26,0,7.0,152,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-10-03,0,7.0,159,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-10-09,0,6.0,165,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-10-15,0,6.0,171,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-10-23,0,8.0,179,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,33,2018-10-31,0,8.0,187,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,34,2018-04-27,1,,0,,,,,,,,0
NC,Durham,2,34,2018-06-15,0,49.0,49,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,34,2018-06-21,0,6.0,55,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
NC,Durham,2,34,2018-06-27,0,6.0,61,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,34,2018-07-03,0,6.0,67,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,34,2018-07-10,0,7.0,74,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,35,2018-04-12,1,,0,,,,,,,,0
NC,Durham,2,35,2018-04-18,0,6.0,6,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,35,2018-04-27,0,9.0,15,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,35,2018-05-02,0,5.0,20,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,35,2018-05-09,0,7.0,27,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Durham,2,35,2018-05-24,0,15.0,42,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,35,2018-05-31,0,7.0,49,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1
NC,Durham,2,35,2018-06-07,0,7.0,56,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,35,2018-06-15,0,8.0,64,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,35,2018-06-21,0,6.0,70,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,35,2018-06-27,0,6.0,76,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,35,2018-07-03,0,6.0,82,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,35,2018-07-12,0,9.0,91,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,35,2018-07-18,0,6.0,97,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,35,2018-07-26,0,8.0,105,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,35,2018-08-01,0,6.0,111,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,35,2018-08-08,0,7.0,118,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Durham,2,35,2018-08-15,0,7.0,125,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,36,2018-04-10,1,,0,,,,,,,,1
NC,Durham,2,36,2018-04-18,0,8.0,8,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Durham,2,36,2018-04-27,0,9.0,17,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,36,2018-05-02,0,5.0,22,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,36,2018-05-09,0,7.0,29,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,36,2018-05-22,0,13.0,42,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0
NC,Durham,2,36,2018-06-01,0,10.0,52,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,36,2018-06-07,0,6.0,58,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,36,2018-06-15,0,8.0,66,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,36,2018-06-21,0,6.0,72,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,36,2018-06-27,0,6.0,78,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,36,2018-07-03,0,6.0,84,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,36,2018-07-10,0,7.0,91,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,37,2018-06-15,1,,0,,,,,,,,0
NC,Durham,2,37,2018-06-21,0,6.0,6,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Durham,2,37,2018-06-27,0,6.0,12,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,37,2018-07-03,0,6.0,18,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0
NC,Durham,2,37,2018-07-10,0,7.0,25,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0
NC,Durham,2,39,2018-07-24,1,,0,,,,,,,,0
NC,Clayton,3,40,2016-04-19,1,,0,,,,,,,,0
NC,Clayton,3,40,2016-04-22,0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
NC,Clayton,3,40,2016-04-26,0,4.0,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Clayton,3,40,2016-04-29,0,3.0,10,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1
NC,Clayton,3,40,2016-05-03,0,4.0,14,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-05-10,0,7.0,21,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-05-13,0,3.0,24,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-05-18,0,5.0,29,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-05-25,0,7.0,36,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-06-01,0,7.0,43,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-06-08,0,7.0,50,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-06-15,0,7.0,57,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-06-23,0,8.0,65,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-06-30,0,7.0,72,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-07-12,0,12.0,84,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-07-21,0,9.0,93,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-07-26,0,5.0,98,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-08-09,0,14.0,112,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-08-24,0,15.0,127,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1
NC,Clayton,3,40,2016-08-31,0,7.0,134,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Clayton,3,40,2016-09-08,0,8.0,142,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0
NC,Clayton,3,40,2016-09-13,0,5.0,147,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Clayton,3,40,2016-09-19,0,6.0,153,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
NC,Clayton,3,40,2016-10-03,0,14.0,167,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0
NC,Clayton,3,40,2016-10-10,0,7.0,174,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Clayton,3,40,2016-10-17,0,7.0,181,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Clayton,3,40,2016-10-24,0,7.0,188,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0
NC,Clayton,3,41,2016-04-19,1,,0,,,,,,,,0
NC,Clayton,3,41,2016-04-22,0,3.0,3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0
NC,Clayton,3,41,2016-04-26,0,4.0,7,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Clayton,3,41,2016-04-29,0,3.0,10,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Clayton,3,41,2016-05-03,0,4.0,14,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Clayton,3,41,2016-05-10,0,7.0,21,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0
NC,Clayton,3,41,2016-05-13,0,3.0,24,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1
