"STATION","NAME","DATE","AWND","PRCP","SNOW","TAVG","TMAX","TMIN","TSUN"
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-03","8.50","0.00","0.0","87","99","75",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-04","8.05","0.00","0.0","87","102","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-05","12.75","0.00","0.0","90","105","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-06","6.71","0.00","0.0","89","102","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-07","7.83","0.00","0.0","88","103","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-08","8.95","0.00","0.0","90","104","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-09","6.93","0.00","0.0","88","101","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-10","8.50","0.00","0.0","87","96","79",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-11","10.29","0.00","0.0","87","96","79",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-12","8.95","0.00","0.0","85","96","75",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-13","7.38","0.00","0.0","86","100","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-14","8.95","0.00","0.0","86","99","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-15","6.93","0.00","0.0","87","102","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-16","9.40","0.00","0.0","89","99","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-17","9.40","0.00","0.0","87","99","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-18","7.83","0.01","0.0","85","100","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-19","14.32","0.00","0.0","90","96","79",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-20","16.33","0.00","0.0","84","96","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-21","8.28","0.00","0.0","87","97","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-22","7.61","0.00","0.0","87","99","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-23","5.82","0.00","0.0","85","99","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-24","7.38","0.01","0.0","86","98","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-25","7.38","0.01","0.0","80","85","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-26","7.83","0.47","0.0","77","89","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-27","6.26","0.00","0.0","78","91","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-28","6.49","0.01","0.0","80","91","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-29","6.26","0.00","0.0","81","95","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-30","8.50","0.00","0.0","83","96","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-07-31","5.82","0.00","0.0","84","98","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-01","6.26","0.00","0.0","86","101","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-02","6.26","0.00","0.0","87","100","72",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-03","7.38","0.00","0.0","87","99","77",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-04","10.29","0.00","0.0","86","98","76",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-05","10.96","0.00","0.0","86","96","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-06","9.17","0.00","0.0","82","92","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-07","9.17","0.00","0.0","79","88","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-08","7.61","0.00","0.0","78","88","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-09","8.28","0.00","0.0","78","90","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-10","5.82","0.00","0.0","77","90","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-11","8.05","0.02","0.0","82","96","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-12","11.18","0.00","0.0","84","96","74",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-13","12.08","0.05","0.0","82","92","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-14","11.41","0.00","0.0","78","85","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-15","5.37","0.00","0.0","71","83","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-16","6.93","0.00","0.0","73","90","60",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-17","7.61","0.00","0.0","79","92","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-18","7.83","0.00","0.0","79","93","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-19","5.37","0.00","0.0","80","96","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-20","6.71","0.00","0.0","83","96","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-21","6.49","0.00","0.0","81","93","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-22","7.83","0.00","0.0","81","91","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-23","7.16","0.00","0.0","78","89","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-24","8.28","0.00","0.0","80","91","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-25","9.17","0.00","0.0","80","95","69",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-26","6.93","0.00","0.0","84","97","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-27","6.93","0.00","0.0","83","98","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-28","7.83","0.00","0.0","83","98","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-29","7.61","0.00","0.0","84","99","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-30","9.40","0.00","0.0","85","94","73",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-08-31","8.05","0.00","0.0","79","87","71",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-01","6.71","0.00","0.0","78","92","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-02","5.82","0.00","0.0","78","94","64",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-03","6.71","0.00","0.0","82","98","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-04","6.93","0.00","0.0","82","98","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-05","5.82","0.00","0.0","82","95","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-06","5.59","0.00","0.0","80","94","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-07","8.05","0.00","0.0","80","93","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-08","10.96","0.00","0.0","81","91","70",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-09","8.72","0.01","0.0","75","82","67",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-10","7.16","0.00","0.0","75","87","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-11","5.82","0.00","0.0","76","91","65",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-12","8.05","0.00","0.0","78","92","66",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-13","7.83","0.02","0.0","77","86","68",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-14","14.32","0.04","0.0","74","76","63",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-15","9.62","0.43","0.0","63","66","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-16","6.71","0.00","0.0","58","67","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-17","5.82","0.00","0.0","60","77","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-18","14.99","0.00","0.0","69","85","59",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-19","6.71","0.13","0.0","62","64","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-20","13.20","0.00","0.0","59","80","47",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-21","12.08","0.51","0.0","59","58","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-22","6.49","0.01","0.0","46","53","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-23","6.71","0.40","0.0","48","56","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-24","7.83","0.49","0.0","46","48","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-25","5.59","0.00","0.0","48","61","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-26","5.14","0.00","0.0","52","66","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-27","4.70","0.00","0.0","57","69","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-28","5.59","0.00","0.0","60","72","50",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-29","6.93","0.00","0.0","63","75","54",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-09-30","8.50","0.00","0.0","62","69","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-01","6.93","0.06","0.0","54","59","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-02","7.16","0.04","0.0","47","54","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-03","4.92","0.00","0.0","46","63","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-04","11.41","0.00","0.0","58","67","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-05","4.03","0.00","0.0","53","64","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-06","6.71","0.00","0.0","53","64","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-07","12.08","0.00","0.0","58","76","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-08","10.74","0.01","0.0","56","62","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-09","7.38","0.00","0.0","45","57","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-10","8.50","0.00","0.0","49","66","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-11","13.42","0.00","0.0","59","75","51",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-12","8.05","0.00","0.0","55","58","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-13","6.93","0.00","0.0","49","65","38",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-14","6.26","0.05","0.0","46","50","38",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-15","5.37","0.00","0.0","43","58","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-16","3.80","0.00","0.0","47","64","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-17","4.70","0.00","0.0","52","70","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-18","4.25","0.00","0.0","53","71","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-19","7.61","0.00","0.0","56","76","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-20","14.32","0.02","0.0","62","74","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-21","5.59","0.00","0.0","46","55","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-22","7.61","0.00","0.0","53","69","45",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-23","5.37","0.00","0.0","58","66","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-24","5.59","0.00","0.0","52","63","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-25","5.82","0.00","0.0","52","70","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-26","6.49","0.00","0.0","51","63","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-27","5.82","0.00","0.0","51","63","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-28","4.70","0.00","0.0","51","65","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-29","6.49","0.00","0.0","53","72","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-30","3.58","0.00","0.0","53","59","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-10-31","4.70","0.00","0.0","47","57","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-01","6.71","0.00","0.0","52","69","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-02","12.97","0.00","0.0","60","72","49",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-03","15.43","0.01","0.0","62","64","48",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-04","12.08","0.01","0.0","55","58","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-05","6.04","0.02","0.0","48","53","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-06","4.92","0.02","0.0","46","50","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-07","5.82","0.00","0.0","39","46","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-08","5.37","0.00","0.0","36","51","26",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-09","6.26","0.00","0.0","43","60","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-10","2.68","0.00","0.0","45","53","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-11","6.49","0.00","0.0","45","56","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-12","3.58","0.00","0.0","43","58","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-13","3.80","0.00","0.0","44","59","33",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-14","6.04","0.00","0.0","49","58","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-15","5.37","0.00","0.0","46","61","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-16","20.13","0.00","0.0","59","66","53",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-17","12.08","0.92","0.0","49","54","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-18","6.04","0.00","0.0","36","45","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-19","3.80","0.00","0.0","36","49","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-20","3.58","0.00","0.0","39","48","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-21","3.58","0.00","0.0","49","64","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-22","4.70","0.00","0.0","53","68","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-23","6.49","0.00","0.0","53","65","46",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-24","4.92","0.00","0.0","53","64","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-25","4.92","0.00","0.0","49","60","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-26","6.71","0.00","0.0","46","69","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-27","17.45","0.19","0.0","59","68","38",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-28","5.14","0.00","0.0","40","50","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-29","5.82","0.00","0.0","39","49","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-11-30","3.80","0.00","0.0","38","49","28",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-01","2.91","0.00","0.0","41","52","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-02","4.03","0.00","0.0","41","50","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-03","18.12","0.01","0.0","47","65","33",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-04","6.93","0.09","0.9","34","34","26",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-05","4.92","0.00","0.0","30","37","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-06","3.80","0.00","0.0","29","36","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-07","4.92","0.00","0.0","29","38","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-08","4.25","0.00","0.0","30","40","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-09","2.91","0.00","0.0","30","42","22",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-10","3.58","0.00","0.0","29","40","21",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-11","2.01","0.03","0.3","26","30","21",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-12","2.01","0.05","0.6","26","27","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-13","4.03","0.00","0.1","25","30","22",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-14","4.25","0.00","0.0","30","41","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-15","5.37","0.00","0.0","32","44","25",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-16","7.16","0.08","0.8","33","36","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-17","3.58","0.00","0.0","32","38","27",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-18","6.04","0.00","0.0","33","45","27",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-19","5.59","0.00","0.0","35","50","28",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-20","17.45","0.04","1.0","45","55","29",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-21","10.51","0.00","0.0","31","37","25",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-22","7.83","0.00","0.0","29","39","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-23","6.71","0.10","0.0","38","42","25",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-24","4.25","0.22","2.0","28","33","22",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-25","3.13","0.16","2.0","31","39","27",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-26","2.68","0.00","0.0","28","34","18",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-27","2.91","0.00","0.0","25","41","14",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-28","4.25","0.00","0.0","32","46","20",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-29","4.03","0.00","0.0","31","46","19",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-30","5.14","0.00","0.0","40","48","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2017-12-31","2.91","0.00","0.0","34","40","25",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-01","3.13","0.00","0.0","31","44","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-02","3.58","0.00","0.0","31","44","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-03","3.58","0.00","0.0","29","40","22",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-04","2.24","0.00","0.0","29","44","19",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-05","2.68","0.00","0.0","31","46","23",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-06","4.03","0.22","0.3","32","36","29",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-07","4.47","0.01","0.0","36","46","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-08","4.92","0.00","0.0","32","45","26",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-09","11.41","0.02","0.0","43","51","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-10","6.26","0.06","0.0","46","48","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-11","12.08","0.00","0.0","39","49","33",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-12","4.92","0.00","0.0","47","53","36",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-13","4.92","0.00","0.0","42","54","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-14","3.58","0.00","0.0","39","53","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-15","2.91","0.00","0.0","38","48","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-16","5.14","0.00","0.0","39","52","31",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-17","4.03","0.00","0.0","40","55","31",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-18","8.05","0.00","0.0","42","56","32",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-19","16.33","0.23","2.2","54","58","33",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-20","12.30","0.24","6.7","34","35","27",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-21","6.04","0.00","0.0","31","37","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-22","8.95","0.00","0.0","29","35","24",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-23","4.70","0.00","0.0","34","44","27",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-24","7.61","0.00","0.0","36","46","28",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-25","13.42","0.03","0.2","44","51","33",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-26","5.82","0.01","0.2","35","43","30",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-27","8.28","0.00","0.0","36","46","31",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-28","4.03","0.00","0.0","43","55","39",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-29","5.37","0.00","0.0","43","57","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-30","4.70","0.00","0.0","45","59","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-01-31","5.82","0.00","0.0","46","52","40",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-01","3.36","0.00","0.0","43","52","37",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-02","4.03","0.00","0.0","48","59","42",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-03","4.70","0.00","0.0","51","59","43",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-04","4.47","0.00","0.0","49","56","41",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-05","7.83","0.00","0.0","52","57","44",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-06","4.92","0.00","0.0","44","50","35",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-07","6.71","0.00","0.0","42","56","34",
"USW00024127","SALT LAKE CITY INTERNATIONAL AIRPORT, UT US","2018-02-08","9.62","0.00","0.0","49","60","39",
