State,City,ApiaryID,HiveID,InsptDate,Is_First_Inspection,Days_Since_Last_Inspection,Hive_Age_Days,Prev_Brood_Status,Prev_Bees_Status,Prev_Queen_Status,Prev_Food_Status,Prev_Stressors_Status,Prev_Space_Status,Prev_Health_Status,Healthy,Avg_prcp,Avg_wind,Avg_tmax,Avg_tmin,Avg_tavg,Avg_snow,Num_frost_days
NC,Durham,1,1,2016-10-04,0,7.0,111,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.13,4.632857142857143,81.42857142857143,65.57142857142857,72.14285714285714,0.0,0.0
NC,Durham,1,1,2016-10-11,0,7.0,118,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.9942857142857144,9.62,72.14285714285714,58.0,65.28571428571429,0.0,0.0
NC,Durham,1,1,2016-10-24,0,13.0,131,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0,5.945714285714286,78.85714285714286,54.0,66.14285714285714,0.0,0.0
NC,Durham,1,1,2017-03-07,0,134.0,265,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1385714285714285,7.795714285714285,63.42857142857143,38.285714285714285,51.57142857142857,0.0,3.0
NC,Durham,1,2,2016-07-28,1,,0,,,,,,,,0,0.0185714285714285,5.782857142857142,94.42857142857144,73.85714285714286,83.28571428571429,0.0,0.0
NC,Durham,1,2,2016-08-01,0,4.0,4,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0414285714285714,6.07,95.28571428571428,74.71428571428571,84.14285714285714,0.0,0.0
NC,Durham,1,2,2016-08-08,0,7.0,11,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.2728571428571428,5.911428571428572,89.14285714285714,72.71428571428571,79.28571428571429,0.0,0.0
NC,Durham,1,3,2017-02-08,1,,0,,,,,,,,0,0.0099999999999999,5.369999999999999,61.285714285714285,35.142857142857146,47.285714285714285,0.0,3.0
NC,Durham,1,4,2016-03-18,1,,0,,,,,,,,0,0.3942857142857143,5.465714285714285,79.42857142857143,56.85714285714285,67.71428571428571,0.0,0.0
NC,Durham,1,4,2016-03-24,0,6.0,6,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0171428571428571,6.998571428571429,64.57142857142857,42.0,54.0,0.0,0.0
NC,Durham,1,4,2016-06-15,0,83.0,89,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,4.825714285714285,86.85714285714286,61.285714285714285,75.14285714285714,0.0,0.0
NC,Durham,1,4,2016-07-28,0,43.0,132,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0185714285714285,5.782857142857142,94.42857142857144,73.85714285714286,83.28571428571429,0.0,0.0
NC,Durham,1,4,2016-08-02,0,5.0,137,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0471428571428571,5.655714285714287,94.57142857142856,74.14285714285714,83.14285714285714,0.0,0.0
NC,Durham,1,4,2016-08-05,0,3.0,140,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.2142857142857142,6.007142857142858,91.42857142857144,72.71428571428571,80.71428571428571,0.0,0.0
NC,Durham,1,4,2016-08-09,0,4.0,144,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.3442857142857143,6.038571428571429,88.85714285714286,72.71428571428571,79.28571428571429,0.0,0.0
NC,Durham,1,4,2016-08-16,0,7.0,151,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0,6.167142857142857,93.57142857142856,75.28571428571429,83.42857142857143,0.0,0.0
NC,Durham,1,4,2016-08-23,0,7.0,158,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0542857142857142,4.7942857142857145,92.57142857142856,73.42857142857143,82.0,0.0,0.0
NC,Durham,1,4,2016-08-29,0,6.0,164,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0257142857142857,4.345714285714286,91.71428571428572,68.42857142857143,79.28571428571429,0.0,0.0
NC,Durham,1,4,2016-09-06,0,8.0,172,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.2257142857142857,5.561428571428571,86.28571428571429,65.14285714285714,74.85714285714286,0.0,0.0
NC,Durham,1,4,2016-09-14,0,8.0,180,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,6.102857142857142,92.28571428571428,69.28571428571429,80.14285714285714,0.0,0.0
NC,Durham,1,4,2016-09-27,0,13.0,193,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.1085714285714285,6.1657142857142855,80.0,68.14285714285714,73.14285714285714,0.0,0.0
NC,Durham,1,4,2016-10-04,0,7.0,200,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.13,4.632857142857143,81.42857142857143,65.57142857142857,72.14285714285714,0.0,0.0
NC,Durham,1,4,2016-10-11,0,7.0,207,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.9942857142857144,9.62,72.14285714285714,58.0,65.28571428571429,0.0,0.0
NC,Durham,1,4,2016-10-24,0,13.0,220,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.0,5.945714285714286,78.85714285714286,54.0,66.14285714285714,0.0,0.0
NC,Durham,1,4,2017-03-07,0,134.0,354,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1385714285714285,7.795714285714285,63.42857142857143,38.285714285714285,51.57142857142857,0.0,3.0
NC,Durham,1,4,2017-03-24,0,17.0,371,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0,0.1042857142857142,6.424285714285715,63.85714285714285,36.142857142857146,50.57142857142857,0.0,3.0
NC,Durham,1,4,2017-03-29,0,5.0,376,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0171428571428571,8.532857142857143,71.85714285714286,47.142857142857146,59.85714285714285,0.0,1.0
NC,Durham,1,4,2017-04-04,0,6.0,382,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1257142857142857,7.638571428571429,74.14285714285714,53.71428571428572,63.285714285714285,0.0,0.0
NC,Durham,1,4,2017-04-10,0,6.0,388,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.1157142857142857,9.074285714285717,72.71428571428571,47.285714285714285,60.0,0.0,0.0
NC,Durham,1,4,2017-04-21,0,11.0,399,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0114285714285714,7.957142857142856,80.28571428571429,58.285714285714285,68.28571428571429,0.0,0.0
NC,Durham,1,4,2017-04-28,0,7.0,406,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.1071428571428572,8.754285714285713,75.0,57.285714285714285,65.14285714285714,0.0,0.0
NC,Durham,1,4,2017-05-02,0,4.0,410,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.3542857142857142,9.745714285714286,83.0,65.0,72.85714285714286,0.0,0.0
NC,Durham,1,4,2017-05-08,0,6.0,416,1.0,0.5,1.0,1.0,0.0,1.0,0.0,0,0.2971428571428571,10.801428571428572,76.42857142857143,56.0,66.71428571428571,0.0,0.0
NC,Durham,1,4,2017-05-10,0,2.0,418,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0,0.2571428571428572,7.861428571428571,72.57142857142857,50.0,62.0,0.0,0.0
NC,Durham,1,4,2017-05-16,0,6.0,424,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.1771428571428571,4.921428571428572,74.85714285714286,53.71428571428572,63.71428571428572,0.0,0.0
NC,Durham,1,4,2017-05-25,0,9.0,433,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.1828571428571428,7.477142857142857,80.85714285714286,65.85714285714286,72.71428571428571,0.0,0.0
NC,Durham,1,4,2017-06-06,0,12.0,445,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.2828571428571428,4.188571428571429,85.85714285714286,63.42857142857143,74.42857142857143,0.0,0.0
NC,Durham,1,4,2017-06-12,0,6.0,451,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.22,6.262857142857143,82.85714285714286,60.85714285714285,71.42857142857143,0.0,0.0
NC,Durham,1,4,2017-06-23,0,11.0,462,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.527142857142857,7.094285714285713,87.0,70.0,76.85714285714286,0.0,0.0
NC,Durham,1,4,2017-06-26,0,3.0,465,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.2157142857142857,8.02142857142857,87.0,69.28571428571429,77.57142857142857,0.0,0.0
NC,Durham,1,4,2017-07-03,0,7.0,472,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0071428571428571,5.655714285714287,86.71428571428571,64.14285714285714,75.28571428571429,0.0,0.0
NC,Durham,1,4,2017-07-11,0,8.0,480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.1942857142857143,5.05,91.14285714285714,70.28571428571429,79.71428571428571,0.0,0.0
NC,Durham,1,4,2017-07-25,0,14.0,494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.08,6.2942857142857145,96.57142857142856,71.57142857142857,82.71428571428571,0.0,0.0
NC,Durham,1,4,2017-08-07,0,13.0,507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0,5.114285714285714,90.57142857142856,64.71428571428571,78.0,0.0,0.0
NC,Durham,1,4,2017-08-18,0,11.0,518,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.4185714285714285,4.505714285714285,89.57142857142857,73.85714285714286,80.28571428571429,0.0,0.0
NC,Durham,1,4,2017-08-24,0,6.0,524,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.0728571428571428,5.049999999999999,94.71428571428572,73.28571428571429,83.14285714285714,0.0,0.0
NC,Durham,1,4,2017-08-30,0,6.0,530,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0657142857142857,7.732857142857142,82.42857142857143,67.14285714285714,74.28571428571429,0.0,0.0
NC,Durham,1,4,2017-09-05,0,6.0,536,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1842857142857143,5.624285714285714,81.85714285714286,62.57142857142857,70.57142857142857,0.0,0.0
NC,Durham,1,4,2017-09-13,0,8.0,544,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.1657142857142857,7.19,75.42857142857143,55.71428571428572,64.71428571428571,0.0,0.0
NC,Durham,1,4,2017-09-19,0,6.0,550,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.09,5.911428571428572,83.42857142857143,63.0,72.14285714285714,0.0,0.0
NC,Durham,1,4,2017-09-25,0,6.0,556,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1,0.0,4.09,87.14285714285714,63.0,73.71428571428571,0.0,0.0
NC,Durham,1,4,2017-10-03,0,8.0,564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,6.04,80.85714285714286,58.42857142857143,69.28571428571429,0.0,0.0
NC,Durham,1,4,2017-10-10,0,7.0,571,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.0371428571428571,5.848571428571428,84.57142857142857,59.42857142857143,70.28571428571429,0.0,0.0
NC,Durham,1,4,2017-10-12,0,2.0,573,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.1971428571428571,6.742857142857143,87.42857142857143,66.28571428571429,74.85714285714286,0.0,0.0
NC,Durham,1,4,2017-10-17,0,5.0,578,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1957142857142857,7.03,79.57142857142857,64.42857142857143,71.0,0.0,0.0
NC,Durham,1,4,2017-10-24,0,7.0,585,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.16,3.832857142857143,74.14285714285714,46.285714285714285,58.85714285714285,0.0,0.0
NC,Durham,1,4,2017-11-03,0,10.0,595,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.22,4.761428571428572,70.57142857142857,43.142857142857146,56.285714285714285,0.0,0.0
NC,Durham,1,5,2016-08-01,1,,0,,,,,,,,0,0.0414285714285714,6.07,95.28571428571428,74.71428571428571,84.14285714285714,0.0,0.0
NC,Durham,1,5,2016-08-08,0,7.0,7,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.2728571428571428,5.911428571428572,89.14285714285714,72.71428571428571,79.28571428571429,0.0,0.0
NC,Durham,1,5,2016-08-15,0,7.0,14,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.0771428571428571,6.262857142857143,92.57142857142856,75.0,82.57142857142857,0.0,0.0
NC,Durham,1,5,2016-08-22,0,7.0,21,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.0542857142857142,5.241428571428571,93.85714285714286,74.57142857142857,83.0,0.0,0.0
NC,Durham,1,5,2016-08-29,0,7.0,28,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0257142857142857,4.345714285714286,91.71428571428572,68.42857142857143,79.28571428571429,0.0,0.0
NC,Durham,1,5,2016-09-08,0,10.0,38,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.2257142857142857,5.592857142857143,86.0,63.71428571428572,74.0,0.0,0.0
NC,Durham,1,5,2016-09-16,0,8.0,46,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0,0.0,6.167142857142857,91.0,68.85714285714286,79.42857142857143,0.0,0.0
NC,Durham,1,5,2016-09-27,0,11.0,57,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.1085714285714285,6.1657142857142855,80.0,68.14285714285714,73.14285714285714,0.0,0.0
NC,Durham,1,5,2016-10-04,0,7.0,64,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.13,4.632857142857143,81.42857142857143,65.57142857142857,72.14285714285714,0.0,0.0
NC,Durham,1,5,2016-10-11,0,7.0,71,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.9942857142857144,9.62,72.14285714285714,58.0,65.28571428571429,0.0,0.0
NC,Durham,1,5,2016-10-24,0,13.0,84,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0,5.945714285714286,78.85714285714286,54.0,66.14285714285714,0.0,0.0
NC,Durham,1,5,2017-03-07,0,134.0,218,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1385714285714285,7.795714285714285,63.42857142857143,38.285714285714285,51.57142857142857,0.0,3.0
NC,Durham,1,5,2017-03-24,0,17.0,235,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.1042857142857142,6.424285714285715,63.85714285714285,36.142857142857146,50.57142857142857,0.0,3.0
NC,Durham,1,5,2017-03-29,0,5.0,240,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0,0.0171428571428571,8.532857142857143,71.85714285714286,47.142857142857146,59.85714285714285,0.0,1.0
NC,Durham,1,5,2017-04-04,0,6.0,246,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.1257142857142857,7.638571428571429,74.14285714285714,53.71428571428572,63.285714285714285,0.0,0.0
NC,Durham,1,5,2017-04-10,0,6.0,252,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.1157142857142857,9.074285714285717,72.71428571428571,47.285714285714285,60.0,0.0,0.0
NC,Durham,1,5,2017-04-21,0,11.0,263,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0114285714285714,7.957142857142856,80.28571428571429,58.285714285714285,68.28571428571429,0.0,0.0
NC,Durham,1,5,2017-04-28,0,7.0,270,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1.1071428571428572,8.754285714285713,75.0,57.285714285714285,65.14285714285714,0.0,0.0
NC,Durham,1,5,2017-05-02,0,4.0,274,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0,0.3542857142857142,9.745714285714286,83.0,65.0,72.85714285714286,0.0,0.0
NC,Durham,1,5,2017-05-08,0,6.0,280,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.2971428571428571,10.801428571428572,76.42857142857143,56.0,66.71428571428571,0.0,0.0
NC,Durham,1,5,2017-05-16,0,8.0,288,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.1771428571428571,4.921428571428572,74.85714285714286,53.71428571428572,63.71428571428572,0.0,0.0
NC,Durham,1,6,2017-05-25,1,,0,,,,,,,,0,0.1828571428571428,7.477142857142857,80.85714285714286,65.85714285714286,72.71428571428571,0.0,0.0
NC,Durham,1,7,2016-03-08,1,,0,,,,,,,,0,0.0357142857142857,6.391428571428572,60.0,34.57142857142857,47.285714285714285,0.0,1.0
NC,Durham,1,7,2016-03-18,0,10.0,10,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.3942857142857143,5.465714285714285,79.42857142857143,56.85714285714285,67.71428571428571,0.0,0.0
NC,Durham,1,7,2016-03-24,0,6.0,16,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0,0.0171428571428571,6.998571428571429,64.57142857142857,42.0,54.0,0.0,0.0
NC,Durham,1,7,2016-04-25,0,32.0,48,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1457142857142857,5.911428571428572,78.71428571428571,54.0,65.71428571428571,0.0,0.0
NC,Durham,1,7,2016-04-27,0,2.0,50,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0,0.1457142857142857,8.15,77.71428571428571,56.42857142857143,66.42857142857143,0.0,0.0
NC,Durham,1,7,2016-06-15,0,49.0,99,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0,0.0,4.825714285714285,86.85714285714286,61.285714285714285,75.14285714285714,0.0,0.0
NC,Durham,1,7,2016-07-22,0,37.0,136,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.5085714285714286,5.401428571428572,91.0,70.71428571428571,80.28571428571429,0.0,0.0
NC,Durham,1,7,2016-07-28,0,6.0,142,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0185714285714285,5.782857142857142,94.42857142857144,73.85714285714286,83.28571428571429,0.0,0.0
NC,Durham,1,7,2016-08-01,0,4.0,146,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0,0.0414285714285714,6.07,95.28571428571428,74.71428571428571,84.14285714285714,0.0,0.0
NC,Durham,1,7,2016-08-08,0,7.0,153,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.2728571428571428,5.911428571428572,89.14285714285714,72.71428571428571,79.28571428571429,0.0,0.0
NC,Durham,1,7,2016-08-15,0,7.0,160,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0771428571428571,6.262857142857143,92.57142857142856,75.0,82.57142857142857,0.0,0.0
NC,Durham,1,7,2016-08-22,0,7.0,167,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.0542857142857142,5.241428571428571,93.85714285714286,74.57142857142857,83.0,0.0,0.0
NC,Durham,1,7,2016-08-29,0,7.0,174,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0,0.0257142857142857,4.345714285714286,91.71428571428572,68.42857142857143,79.28571428571429,0.0,0.0
NC,Durham,1,7,2016-09-08,0,10.0,184,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1,0.2257142857142857,5.592857142857143,86.0,63.71428571428572,74.0,0.0,0.0
NC,Durham,1,7,2016-09-16,0,8.0,192,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,6.167142857142857,91.0,68.85714285714286,79.42857142857143,0.0,0.0
NC,Durham,1,7,2016-09-27,0,11.0,203,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1085714285714285,6.1657142857142855,80.0,68.14285714285714,73.14285714285714,0.0,0.0
NC,Durham,1,7,2016-10-04,0,7.0,210,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.13,4.632857142857143,81.42857142857143,65.57142857142857,72.14285714285714,0.0,0.0
NC,Durham,1,7,2016-10-11,0,7.0,217,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.9942857142857144,9.62,72.14285714285714,58.0,65.28571428571429,0.0,0.0
NC,Durham,1,7,2016-10-24,0,13.0,230,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.0,5.945714285714286,78.85714285714286,54.0,66.14285714285714,0.0,0.0
NC,Durham,1,7,2017-03-07,0,134.0,364,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.1385714285714285,7.795714285714285,63.42857142857143,38.285714285714285,51.57142857142857,0.0,3.0
NC,Durham,1,7,2017-03-24,0,17.0,381,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0,0.1042857142857142,6.424285714285715,63.85714285714285,36.142857142857146,50.57142857142857,0.0,3.0
NC,Durham,1,7,2017-03-29,0,5.0,386,0.0,0.5,0.0,1.0,0.0,1.0,0.0,0,0.0171428571428571,8.532857142857143,71.85714285714286,47.142857142857146,59.85714285714285,0.0,1.0
NC,Durham,1,7,2017-04-04,0,6.0,392,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1,0.1257142857142857,7.638571428571429,74.14285714285714,53.71428571428572,63.285714285714285,0.0,0.0
NC,Durham,1,7,2017-04-10,0,6.0,398,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1157142857142857,9.074285714285717,72.71428571428571,47.285714285714285,60.0,0.0,0.0
NC,Durham,1,7,2017-04-11,0,1.0,399,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.0585714285714285,9.138571428571428,73.0,47.142857142857146,60.42857142857143,0.0,0.0
NC,Durham,1,7,2017-04-21,0,10.0,409,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.0114285714285714,7.957142857142856,80.28571428571429,58.285714285714285,68.28571428571429,0.0,0.0
NC,Durham,1,7,2017-04-28,0,7.0,416,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,1.1071428571428572,8.754285714285713,75.0,57.285714285714285,65.14285714285714,0.0,0.0
NC,Durham,1,7,2017-05-02,0,4.0,420,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.3542857142857142,9.745714285714286,83.0,65.0,72.85714285714286,0.0,0.0
NC,Durham,1,7,2017-05-08,0,6.0,426,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0.2971428571428571,10.801428571428572,76.42857142857143,56.0,66.71428571428571,0.0,0.0
NC,Durham,1,7,2017-05-16,0,8.0,434,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.1771428571428571,4.921428571428572,74.85714285714286,53.71428571428572,63.71428571428572,0.0,0.0
NC,Durham,1,7,2017-06-06,0,21.0,455,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.2828571428571428,4.188571428571429,85.85714285714286,63.42857142857143,74.42857142857143,0.0,0.0
NC,Durham,1,7,2017-06-21,0,15.0,470,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.4985714285714285,6.297142857142857,89.14285714285714,69.85714285714286,78.0,0.0,0.0
NC,Durham,1,8,2017-03-29,1,,0,,,,,,,,0,0.0171428571428571,8.532857142857143,71.85714285714286,47.142857142857146,59.85714285714285,0.0,1.0
NC,Durham,1,8,2017-04-04,0,6.0,6,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0,0.1257142857142857,7.638571428571429,74.14285714285714,53.71428571428572,63.285714285714285,0.0,0.0
NC,Durham,1,8,2017-04-10,0,6.0,12,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0,0.1157142857142857,9.074285714285717,72.71428571428571,47.285714285714285,60.0,0.0,0.0
NC,Durham,1,8,2017-04-21,0,11.0,23,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0,0.0114285714285714,7.957142857142856,80.28571428571429,58.285714285714285,68.28571428571429,0.0,0.0
NC,Durham,1,8,2017-04-28,0,7.0,30,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,1.1071428571428572,8.754285714285713,75.0,57.285714285714285,65.14285714285714,0.0,0.0
NC,Durham,1,8,2017-05-02,0,4.0,34,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0,0.3542857142857142,9.745714285714286,83.0,65.0,72.85714285714286,0.0,0.0
NC,Durham,1,8,2017-05-08,0,6.0,40,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1,0.2971428571428571,10.801428571428572,76.42857142857143,56.0,66.71428571428571,0.0,0.0
NC,Durham,1,8,2017-05-16,0,8.0,48,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.1771428571428571,4.921428571428572,74.85714285714286,53.71428571428572,63.71428571428572,0.0,0.0
NC,Durham,1,8,2017-05-25,0,9.0,57,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1,0.1828571428571428,7.477142857142857,80.85714285714286,65.85714285714286,72.71428571428571,0.0,0.0
NC,Durham,1,8,2017-06-06,0,12.0,69,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0,0.2828571428571428,4.188571428571429,85.85714285714286,63.42857142857143,74.42857142857143,0.0,0.0
NC,Durham,1,8,2017-06-12,0,6.0,75,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0.22,6.262857142857143,82.85714285714286,60.85714285714285,71.42857142857143,0.0,0.0
NC,Durham,1,8,2017-06-21,0,9.0,84,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0,0.4985714285714285,6.297142857142857,89.14285714285714,69.85714285714286,78.0,0.0,0.0
NC,Durham,1,8,2017-06-26,0,5.0,89,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0,0.2157142857142857,8.02142857142857,87.0,69.28571428571429,77.57142857142857,0.0,0.0
NC,Durham,1,8,2017-07-03,0,7.0,96,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0,0.0071428571428571,5.655714285714287,86.71428571428571,64.14285714285714,75.28571428571429,0.0,0.0
